mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	5	1		d.i		d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	0	0	4/4	5	1		VI	iv6	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
4	4	0	0	4/4	5	1		V	v	d	i		V	V							M	1	1	1, 5, 2		1	1
4	4	1/4	1/4	4/4	5	1		III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
4	4	1/2	1/2	4/4	5	1		v		d	i		v	v							m	1	1	1, -2, 2		1	1
4	4	3/4	3/4	4/4	5	1		III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
5	5	0	0	4/4	5	1		IV	iv	d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
5	5	3/8	3/8	4/4	5	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	1/2	1/2	4/4	5	1		#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
5	5	3/4	3/4	4/4	5	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
6	6	0	0	4/4	5	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
7	7	0	0	4/4	5	1		i\\		d	i		i	i						\\	m	1	1	0, -3, 1		0	0
9	9	0	0	4/4	5	1		V(4)/III		d	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
9	9	1/2	1/2	4/4	5	1		V/III		d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
10	10	0	0	4/4	5	1		III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
11	11	0	0	4/4	5	1		IV/III		d	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
11	11	3/4	3/4	4/4	5	1		ii6/III		d	i		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
