mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	4	4	8.0	1	1	3/2	5	1	F.I		F	I		I	I							M	0	0	0, 4, 1		0	0
3	3	12	12	4.0	0	0	3/2	5	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	16	16	2.0	1	1	3/2	5	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	18	18	6.0	0	0	3/2	5	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	5	24	24	10.0	0	0	3/2	5	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
6	6	34	34	2.0	1	1	3/2	5	1	iii		F	I		iii	iii							m	0	0	4, 1, 5		4	4
7	7	36	36	4.0	0	0	3/2	5	1	ii6/V		F	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
7	7	40	40	4.0	1	1	3/2	5	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
8	8	44	44	2.0	1/2	1/2	3/2	5	1	viio6(2)/V		F	I		viio6(2)/V	vii	o	6	2	V			o	0	0	3, 0, 1		6	3
8	8	46	46	2.0	1	1	3/2	5	1	viio6/V		F	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
9	9	48	48	12.0	0	0	3/2	5	1	V\\		F	I		V	V						\\	M	0	0	1, 5, 2		1	1
11	11	60	60	4.0	0	0	3/2	5	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
11	11	64	64	2.0	1	1	3/2	5	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
12	12	66	66	6.0	0	0	3/2	5	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
13	13	72	72	4.0	0	0	3/2	5	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	76	76	2.0	1	1	3/2	5	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	78	78	6.0	0	0	3/2	5	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	15	84	84	6.0	0	0	3/2	5	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
16	16	90	90	4.0	0	0	3/2	5	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	16	94	94	2.0	1	1	3/2	5	1	ii/V		F	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
17	17	96	96	4.0	0	0	3/2	5	1	V/V		F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
17	17	100	100	4.0	1	1	3/2	5	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
18	18	104	104	4.0	1/2	1/2	3/2	5	1	V/V		F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
19	19	108	108	10.0	0	0	3/2	5	1	V\\		F	I		V	V						\\	M	0	0	1, 5, 2		1	1
20	20	118	118	2.0	1	1	3/2	5	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	120	120	4.0	0	0	3/2	5	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
21	21	124	124	2.0	1	1	3/2	5	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
