mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1		D.I		D	I		I	I							M	0	0	0, 4, 1		0	0
2	2	0	0	4/4	3	1		ii	viio6	D	I		ii	ii							m	0	0	2, -1, 3		2	2
3	3	0	0	4/4	3	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1/2	1/2	4/4	3	1		vi	IV6	D	I		vi	vi							m	0	0	3, 0, 4		3	3
4	4	0	0	4/4	3	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
4	4	1/2	1/2	4/4	3	1		IV		D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	5	0	0	4/4	3	1		V7		D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	1/2	1/2	4/4	3	1		V(64)		D	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
6	6	0	0	4/4	3	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
7	7	0	0	4/4	3	1		I\\		D	I		I	I						\\	M	0	0	0, 4, 1		0	0
8	8	0	0	4/4	3	1		ii	viio6	D	I		ii	ii							m	0	0	2, -1, 3		2	2
9	9	0	0	4/4	3	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
9	9	1/2	1/2	4/4	3	1		vi	IV6	D	I		vi	vi							m	0	0	3, 0, 4		3	3
10	10	0	0	4/4	3	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
10	10	1/2	1/2	4/4	3	1		IV		D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
11	11	0	0	4/4	3	1		V7		D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	1/2	1/2	4/4	3	1		V(64)		D	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
12	12	0	0	4/4	3	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
13	13	0	0	4/4	3	1		I\\		D	I		I	I						\\	M	0	0	0, 4, 1		0	0
14	14	0	0	4/4	3	1		IV		D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
14	14	1/2	1/2	4/4	3	1		v		D	I		v	v							m	0	0	1, -2, 2		1	1
14	14	3/4	3/4	4/4	3	1		vi	IV6	D	I		vi	vi							m	0	0	3, 0, 4		3	3
15	15	0	0	4/4	3	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
17	17	1/2	1/2	4/4	3	1		IV		D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	0	0	4/4	3	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
19	19	1/2	1/2	4/4	3	1		v		D	I		v	v							m	0	0	1, -2, 2		1	1
20	20	1/2	1/2	4/4	3	1		vi	IV6	D	I		vi	vi							m	0	0	3, 0, 4		3	3
20	20	3/4	3/4	4/4	3	1		iiio6		D	I		iiio6	iii	o	6					o	0	0	1, -2, 4		4	1
21	21	0	0	4/4	3	1		V/V\\		D	I		V/V	V				V		\\	M	0	0	2, 6, 3		2	2
23	23	0	0	4/4	3	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
23	23	1/2	1/2	4/4	3	1		I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
24	24	0	0	4/4	3	1		IV		D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
24	24	1/2	1/2	4/4	3	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
24	24	3/4	3/4	4/4	3	1		I\\		D	I		I	I						\\	M	0	0	0, 4, 1		0	0
25	25	0	0	4/4	3	1		vi		D	I		vi	vi							m	0	0	3, 0, 4		3	3
25	25	1/2	1/2	4/4	3	1		V6/v		D	I		V6/v	V		6		v			M	0	0	6, 3, 2		2	6
26	26	0	0	4/4	3	1		iv/ii		D	I		iv/ii	iv				ii			m	0	0	1, -2, 2		1	1
26	26	1/2	1/2	4/4	3	1		V/ii		D	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
26	26	3/4	3/4	4/4	3	1		ii\\		D	I		ii	ii						\\	m	0	0	2, -1, 3		2	2
27	27	0	0	4/4	3	1		V/IV		D	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
27	27	1/2	1/2	4/4	3	1		IV6		D	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
28	28	0	0	4/4	3	1		IV/IV		D	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
28	28	1/2	1/2	4/4	3	1		V/IV		D	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
28	28	3/4	3/4	4/4	3	1		IV\\		D	I		IV	IV						\\	M	0	0	-1, 3, 0		-1	-1
29	29	1/4	1/4	4/4	3	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
29	29	1/2	1/2	4/4	3	1		V6		D	I		V6	V		6					M	0	0	5, 2, 1		1	5
29	29	3/4	3/4	4/4	3	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
