mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
54	54	0	0	4/4	3	1	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
57	57	0	0	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
57	57	1/2	1/2	4/4	3	1	ii65/III		a	i		ii65/III	ii		65		III			mm7	1	1	-4, 0, -3, -1		-1	-4
58	58	0	0	4/4	3	1	V(4)/III		a	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
58	58	1/2	1/2	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
59	59	0	0	4/4	3	1	III\\		a	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
60	60	0	0	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
62	62	1/2	1/2	4/4	3	1	VI	iv6	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
63	63	0	0	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
63	63	1/2	1/2	4/4	3	1	V/iv		a	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
63	63	3/4	3/4	4/4	3	1	VI/iv		a	i		VI/iv	VI				iv			M	1	1	-5, -1, -4		-5	-5
64	64	0	0	4/4	3	1	V/iv		a	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
64	64	1/4	1/4	4/4	3	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
64	64	1/2	1/2	4/4	3	1	V/iv		a	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
64	64	3/4	3/4	4/4	3	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
65	65	0	0	4/4	3	1	V(4)/iv		a	i		V(4)/iv	V			4	iv			M	1	1	0, -1, 1		0	0
65	65	1/4	1/4	4/4	3	1	V/iv		a	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
65	65	1/2	1/2	4/4	3	1	iv\\	IV\\	a	i		iv	iv						\\	m	1	1	-1, -4, 0		-1	-1
67	67	1/2	1/2	4/4	3	1	IV		a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
68	68	1/2	1/2	4/4	3	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
69	69	0	0	4/4	3	1	IV		a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
69	69	1/2	1/2	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
69	69	3/4	3/4	4/4	3	1	vi/III		a	i		vi/III	vi				III			m	1	1	0, -3, 1		0	0
70	70	0	0	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
70	70	1/4	1/4	4/4	3	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
70	70	1/2	1/2	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
70	70	3/4	3/4	4/4	3	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
71	71	0	0	4/4	3	1	V(4)/III		a	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
71	71	1/4	1/4	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
71	71	1/2	1/2	4/4	3	1	III\\		a	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
72	72	0	0	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
72	72	1/2	1/2	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
73	73	1/2	1/2	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
74	74	1/2	1/2	4/4	3	1	VI	iv6	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
75	75	0	0	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
75	75	1/2	1/2	4/4	3	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
75	75	3/4	3/4	4/4	3	1	IV		a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
76	76	0	0	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
76	76	1/4	1/4	4/4	3	1	IV		a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
76	76	1/2	1/2	4/4	3	1	#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
76	76	3/4	3/4	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
77	77	0	0	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
77	77	1/4	1/4	4/4	3	1	iio65		a	i		iio65	ii	o	65					o7	1	1	-1, -4, -7, 2		2	-1
77	77	1/2	1/2	4/4	3	1	V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
77	77	3/4	3/4	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
78	78	0	0	4/4	3	1	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
81	81	0	0	4/4	3	1	V\\		a	i		V	V						\\	M	1	1	1, 5, 2		1	1
