mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	5	1		g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
1	1	3/4	3/4	4/4	5	1		V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
2	2	0	0	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	1/2	1/2	4/4	5	1		VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
3	3	0	0	4/4	5	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
4	4	0	0	4/4	5	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	4	1/4	1/4	4/4	5	1		V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
4	4	1/2	1/2	4/4	5	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
5	5	0	0	4/4	5	1		i(64)		g	i		i(64)	i			64				m	1	1	0, -1, -4		0	0
5	5	1/4	1/4	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
6	6	1/2	1/2	4/4	5	1		v		g	i		v	v							m	1	1	1, -2, 2		1	1
6	6	3/4	3/4	4/4	5	1		#vi%7		g	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
7	7	0	0	4/4	5	1		V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
7	7	1/4	1/4	4/4	5	1		#viio		g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
7	7	3/4	3/4	4/4	5	1		I		g	i		I	I							M	1	1	0, 4, 1		0	0
8	8	0	0	4/4	5	1		V/V		g	i		V/V	V				V			M	1	1	2, 6, 3		2	2
9	9	1/2	1/2	4/4	5	1		ii6		g	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
10	10	0	0	4/4	5	1		V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
11	11	3/4	3/4	4/4	5	1		VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
12	12	0	0	4/4	5	1		V(4)/VII		g	i		V(4)/VII	V			4	VII			M	1	1	-1, -2, 0		-1	-1
12	12	1/4	1/4	4/4	5	1		V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
12	12	1/2	1/2	4/4	5	1		VII\\		g	i		VII	VII						\\	M	1	1	-2, 2, -1		-2	-2
13	13	3/4	3/4	4/4	5	1		v		g	i		v	v							m	1	1	1, -2, 2		1	1
14	14	0	0	4/4	5	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
14	14	3/4	3/4	4/4	5	1		iio6		g	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
15	15	0	0	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
16	16	0	0	4/4	5	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
16	16	1/2	1/2	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
16	16	3/4	3/4	4/4	5	1		#vio6		g	i		#vio6	#vi	o	6					o	1	1	0, -3, 3		3	0
17	17	0	0	4/4	5	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
18	18	0	0	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
18	18	1/4	1/4	4/4	5	1		V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
18	18	1/2	1/2	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
19	19	0	0	4/4	5	1		V\\		g	i		V	V						\\	M	1	1	1, 5, 2		1	1
19	19	1/2	1/2	4/4	5	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
20	20	0	0	4/4	5	1		v		g	i		v	v							m	1	1	1, -2, 2		1	1
20	20	1/4	1/4	4/4	5	1		IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
20	20	1/2	1/2	4/4	5	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
21	21	1/4	1/4	4/4	5	1		iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
21	21	1/2	1/2	4/4	5	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
22	22	0	0	4/4	5	1		iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
22	22	1/4	1/4	4/4	5	1		VIM7		g	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
22	22	1/2	1/2	4/4	5	1		VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
23	23	0	0	4/4	5	1		V(6)		g	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
23	23	1/4	1/4	4/4	5	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
23	23	1/2	1/2	4/4	5	1		V(6)		g	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
23	23	3/4	3/4	4/4	5	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
24	24	0	0	4/4	5	1		V(6)		g	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
24	24	1/4	1/4	4/4	5	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
25	25	0	0	4/4	5	1		v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
26	26	0	0	4/4	5	1		V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
26	26	1/8	1/8	4/4	5	1		V(4)/III		g	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
26	26	3/8	3/8	4/4	5	1		V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
26	26	1/2	1/2	4/4	5	1		III\\		g	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
27	27	0	0	4/4	5	1		V(6)/v		g	i		V(6)/v	V			6	v			M	1	1	2, 6, -2		2	2
27	27	1/4	1/4	4/4	5	1		V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
27	27	1/2	1/2	4/4	5	1		V(6)/v		g	i		V(6)/v	V			6	v			M	1	1	2, 6, -2		2	2
27	27	3/4	3/4	4/4	5	1		V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
28	28	0	0	4/4	5	1		V(6)/v		g	i		V(6)/v	V			6	v			M	1	1	2, 6, -2		2	2
28	28	1/4	1/4	4/4	5	1		V(64)/v		g	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
28	28	1/2	1/2	4/4	5	1		V(4)/v		g	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
28	28	3/4	3/4	4/4	5	1		V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
29	29	0	0	4/4	5	1		v\\		g	i		v	v						\\	m	1	1	1, -2, 2		1	1
29	29	1/2	1/2	4/4	5	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
30	30	0	0	4/4	5	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
31	31	0	0	4/4	5	1		IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
31	31	1/2	1/2	4/4	5	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
32	32	0	0	4/4	5	1		I		g	i		I	I							M	1	1	0, 4, 1		0	0
32	32	1/2	1/2	4/4	5	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
32	32	3/4	3/4	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
33	33	0	0	4/4	5	1		V\\		g	i		V	V						\\	M	1	1	1, 5, 2		1	1
33	33	1/2	1/2	4/4	5	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
34	34	0	0	4/4	5	1		IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
34	34	1/2	1/2	4/4	5	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
35	35	0	0	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
36	36	0	0	4/4	5	1		V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
36	36	1/2	1/2	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
36	36	3/4	3/4	4/4	5	1		v		g	i		v	v							m	1	1	1, -2, 2		1	1
37	37	0	0	4/4	5	1		V/v\\		g	i		V/v	V				v		\\	M	1	1	2, 6, 3		2	2
38	38	0	0	4/4	5	1		ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
38	38	1/4	1/4	4/4	5	1		vi		g	i		vi	vi							m	1	1	-4, -7, -3		-4	-4
38	38	1/2	1/2	4/4	5	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
38	38	3/4	3/4	4/4	5	1		V6/v		g	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
39	39	0	0	4/4	5	1		v		g	i		v	v							m	1	1	1, -2, 2		1	1
39	39	1/4	1/4	4/4	5	1		V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
39	39	1/2	1/2	4/4	5	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
39	39	3/4	3/4	4/4	5	1		V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
40	40	0	0	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
40	40	1/4	1/4	4/4	5	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
40	40	1/2	1/2	4/4	5	1		VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
40	40	3/4	3/4	4/4	5	1		V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
41	41	0	0	4/4	5	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
41	41	1/4	1/4	4/4	5	1		V/iv		g	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
41	41	1/2	1/2	4/4	5	1		ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
41	41	3/4	3/4	4/4	5	1		V6/VII		g	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
42	42	0	0	4/4	5	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
42	42	1/4	1/4	4/4	5	1		IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
42	42	1/2	1/2	4/4	5	1		v		g	i		v	v							m	1	1	1, -2, 2		1	1
42	42	3/4	3/4	4/4	5	1		V6/III		g	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
43	43	0	0	4/4	5	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
43	43	1/4	1/4	4/4	5	1		V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
