mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1		a.i		a	i		i	i							m	1	1	0, -3, 1		0	0
1	1	1/4	1/4	4/4	3	1		i2		a	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
1	1	1/2	1/2	4/4	3	1		VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
1	1	3/4	3/4	4/4	3	1		V(64)		a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
2	2	0	0	4/4	3	1		iio6	ii%65	a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
2	2	1/4	1/4	4/4	3	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
2	2	1/2	1/2	4/4	3	1		i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
3	3	0	0	4/4	3	1		III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
3	3	1/4	1/4	4/4	3	1		#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
3	3	1/2	1/2	4/4	3	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
3	3	3/4	3/4	4/4	3	1		V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
4	4	0	0	4/4	3	1		ii6/III		a	i		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
4	4	1/4	1/4	4/4	3	1		III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
4	4	1/2	1/2	4/4	3	1		V(4)/III		a	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
4	4	3/4	3/4	4/4	3	1		V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
5	5	0	0	4/4	3	1		III\\		a	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
5	5	1/2	1/2	4/4	3	1		III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
5	5	3/4	3/4	4/4	3	1		V7(9)/VII		a	i		V7(9)/VII	V		7	9	VII			Mm7	1	1	-1, 3, 0, -3	1	-1	-1
5	5	7/8	7/8	4/4	3	1		V7/VII		a	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
6	6	0	0	4/4	3	1		IV/VII		a	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
6	6	1/4	1/4	4/4	3	1		VII6		a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
6	6	1/2	1/2	4/4	3	1		V(4)/VII		a	i		V(4)/VII	V			4	VII			M	1	1	-1, -2, 0		-1	-1
6	6	7/8	7/8	4/4	3	1		V/VII		a	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
7	7	0	0	4/4	3	1		VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
7	7	1/2	1/2	4/4	3	1		bVII/VII		a	i		bVII/VII	bVII				VII			M	1	1	-4, 0, -3		-4	-4
7	7	3/4	3/4	4/4	3	1		IV/VII		a	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
8	8	0	0	4/4	3	1		VII\\		a	i		VII	VII						\\	M	1	1	-2, 2, -1		-2	-2
8	8	1/2	1/2	4/4	3	1		VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	8	3/4	3/4	4/4	3	1		v		a	i		v	v							m	1	1	1, -2, 2		1	1
9	9	0	0	4/4	3	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	9	1/4	1/4	4/4	3	1		v		a	i		v	v							m	1	1	1, -2, 2		1	1
9	9	1/2	1/2	4/4	3	1		VI	iv6	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
9	9	3/4	3/4	4/4	3	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
10	10	0	0	4/4	3	1		V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
10	10	3/8	3/8	4/4	3	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
10	10	1/2	1/2	4/4	3	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
11	11	0	0	4/4	3	1		VII6		a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
11	11	1/4	1/4	4/4	3	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
11	11	1/2	1/2	4/4	3	1		i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
12	12	1/2	1/2	4/4	3	1		IV6		a	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
12	12	3/4	3/4	4/4	3	1		v		a	i		v	v							m	1	1	1, -2, 2		1	1
13	13	0	0	4/4	3	1		IV		a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
13	13	1/2	1/2	4/4	3	1		V6/III		a	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
13	13	3/4	3/4	4/4	3	1		V65/III		a	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
14	14	0	0	4/4	3	1		III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
14	14	1/2	1/2	4/4	3	1		IV6/III		a	i		IV6/III	IV		6		III			M	1	1	0, -3, -4		-4	0
14	14	3/4	3/4	4/4	3	1		IV/III		a	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
15	15	0	0	4/4	3	1		V(4)/III		a	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
15	15	1/4	1/4	4/4	3	1		V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
15	15	1/2	1/2	4/4	3	1		III\\		a	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
16	16	0	0	4/4	3	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
16	16	1/4	1/4	4/4	3	1		i2		a	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
16	16	1/2	1/2	4/4	3	1		VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
16	16	3/4	3/4	4/4	3	1		iv7		a	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
16	16	7/8	7/8	4/4	3	1		iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
17	17	0	0	4/4	3	1		V(6)		a	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
17	17	1/4	1/4	4/4	3	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	17	1/2	1/2	4/4	3	1		ii%65		a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
17	17	3/4	3/4	4/4	3	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
18	18	0	0	4/4	3	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
18	18	1/4	1/4	4/4	3	1		VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
18	18	1/2	1/2	4/4	3	1		VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
18	18	3/4	3/4	4/4	3	1		i64		a	i		i64	i		64					m	1	1	1, 0, -3		0	1
19	19	0	0	4/4	3	1		viio6/III		a	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
19	19	1/4	1/4	4/4	3	1		III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
19	19	1/2	1/2	4/4	3	1		ii65/III		a	i		ii65/III	ii		65		III			mm7	1	1	-4, 0, -3, -1		-1	-4
19	19	3/4	3/4	4/4	3	1		V(4)/III		a	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
19	19	7/8	7/8	4/4	3	1		V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
20	20	0	0	4/4	3	1		III\\		a	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
20	20	1/2	1/2	4/4	3	1		vi/VII		a	i		vi/VII	vi				VII			m	1	1	1, -2, 2		1	1
20	20	3/4	3/4	4/4	3	1		V/VII		a	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
21	21	0	0	4/4	3	1		IV/VII		a	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
21	21	1/4	1/4	4/4	3	1		VII6		a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
21	21	1/2	1/2	4/4	3	1		V(4)/VII		a	i		V(4)/VII	V			4	VII			M	1	1	-1, -2, 0		-1	-1
21	21	7/8	7/8	4/4	3	1		V/VII		a	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
22	22	0	0	4/4	3	1		VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
22	22	1/2	1/2	4/4	3	1		bVII/VII		a	i		bVII/VII	bVII				VII			M	1	1	-4, 0, -3		-4	-4
22	22	3/4	3/4	4/4	3	1		IV/VII		a	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
23	23	0	0	4/4	3	1		VII\\		a	i		VII	VII						\\	M	1	1	-2, 2, -1		-2	-2
23	23	1/2	1/2	4/4	3	1		VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
23	23	3/4	3/4	4/4	3	1		v		a	i		v	v							m	1	1	1, -2, 2		1	1
