mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	5	1	g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	0	0	4/4	5	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	2	1/2	1/2	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	0	0	4/4	5	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	4	1/4	1/4	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
4	4	1/2	1/2	4/4	5	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	0	0	4/4	5	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
5	5	1/2	1/2	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
6	6	0	0	4/4	5	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
7	7	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
8	8	0	0	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
9	9	0	0	4/4	5	1	v6/v		g	i		v6/v	v		6		v			m	1	1	-1, 3, 2		2	-1
9	9	1/4	1/4	4/4	5	1	v/v		g	i		v/v	v				v			m	1	1	2, -1, 3		2	2
9	9	1/2	1/2	4/4	5	1	VI/v		g	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
10	10	0	0	4/4	5	1	V(64)/v		g	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
10	10	1/2	1/2	4/4	5	1	V/v\\		g	i		V/v	V				v		\\	M	1	1	2, 6, 3		2	2
11	11	0	0	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
11	11	1/2	1/2	4/4	5	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
11	11	3/4	3/4	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
12	12	0	0	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
12	12	1/4	1/4	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
12	12	1/2	1/2	4/4	5	1	VIM7		g	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
12	12	3/4	3/4	4/4	5	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
13	13	0	0	4/4	5	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
13	13	1/2	1/2	4/4	5	1	V\\		g	i		V	V						\\	M	1	1	1, 5, 2		1	1
15	15	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
15	15	1/2	1/2	4/4	5	1	IV/IV		g	i		IV/IV	IV				IV			M	1	1	-2, 2, -1		-2	-2
16	16	0	0	4/4	5	1	ii6/IV		g	i		ii6/IV	ii		6		IV			m	1	1	-2, 2, 1		1	-2
16	16	1/4	1/4	4/4	5	1	IV/IV		g	i		IV/IV	IV				IV			M	1	1	-2, 2, -1		-2	-2
16	16	1/2	1/2	4/4	5	1	V/IV		g	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
16	16	3/4	3/4	4/4	5	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
17	17	0	0	4/4	5	1	V(4)/IV		g	i		V(4)/IV	V			4	IV			M	1	1	0, -1, 1		0	0
17	17	1/4	1/4	4/4	5	1	V/IV		g	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
17	17	1/2	1/2	4/4	5	1	IV\\		g	i		IV	IV						\\	M	1	1	-1, 3, 0		-1	-1
19	19	0	0	4/4	5	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
19	19	1/2	1/2	4/4	5	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
20	20	1/4	1/4	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
20	20	1/2	1/2	4/4	5	1	III	i6	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
20	20	3/4	3/4	4/4	5	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
21	21	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
21	21	1/2	1/2	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
21	21	3/4	3/4	4/4	5	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
22	22	0	0	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
22	22	1/4	1/4	4/4	5	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
22	22	1/2	1/2	4/4	5	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
22	22	3/4	3/4	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
23	23	0	0	4/4	5	1	I\\		g	i		I	I						\\	M	1	1	0, 4, 1		0	0
24	24	1/2	1/2	4/4	5	1	ii/III		g	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
25	25	0	0	4/4	5	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
25	25	1/4	1/4	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
25	25	1/2	1/2	4/4	5	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
25	25	3/4	3/4	4/4	5	1	ii/III		g	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
26	26	0	0	4/4	5	1	V7/III		g	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
26	26	1/4	1/4	4/4	5	1	V(64)/III		g	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2
26	26	1/2	1/2	4/4	5	1	V(4)/III		g	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
26	26	3/4	3/4	4/4	5	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
27	27	0	0	4/4	5	1	III\\		g	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
28	28	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
29	29	3/4	3/4	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
30	30	1/2	1/2	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
30	30	3/4	3/4	4/4	5	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
31	31	0	0	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
31	31	1/2	1/2	4/4	5	1	V6/III		g	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
31	31	3/4	3/4	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
32	32	0	0	4/4	5	1	V/III\\		g	i		V/III	V				III		\\	M	1	1	-2, 2, -1		-2	-2
33	33	0	0	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
34	34	0	0	4/4	5	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
34	34	1/2	1/2	4/4	5	1	v\\	V\\	g	i		v	v						\\	m	1	1	1, -2, 2		1	1
35	35	0	0	4/4	5	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
35	35	1/2	1/2	4/4	5	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
35	35	3/4	3/4	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
36	36	0	0	4/4	5	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
36	36	3/4	3/4	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
37	37	0	0	4/4	5	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
37	37	1/4	1/4	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
37	37	1/2	1/2	4/4	5	1	#viio(2)/iv		g	i		#viio(2)/iv	#vii	o		2	iv			o	1	1	-1, 1, -2		4	-1
37	37	3/4	3/4	4/4	5	1	#viio/iv		g	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
38	38	0	0	4/4	5	1	iv\\		g	i		iv	iv						\\	m	1	1	-1, -4, 0		-1	-1
38	38	1/2	1/2	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
39	39	0	0	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
39	39	1/2	1/2	4/4	5	1	V6/v\\		g	i		V6/v	V		6		v		\\	M	1	1	6, 3, 2		2	6
40	40	0	0	4/4	5	1	III	i6	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
40	40	1/4	1/4	4/4	5	1	ii	VII6	g	i		ii	ii							m	1	1	2, -1, 3		2	2
40	40	1/2	1/2	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
41	41	1/2	1/2	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
41	41	3/4	3/4	4/4	5	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
42	42	0	0	4/4	5	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
42	42	1/4	1/4	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
42	42	1/2	1/2	4/4	5	1	i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
