mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	5	1		g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	1/2	1/2	4/4	5	1		V6/III		g	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
3	3	0	0	4/4	5	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
3	3	1/2	1/2	4/4	5	1		IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
4	4	0	0	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	1/2	1/2	4/4	5	1		V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
5	5	0	0	4/4	5	1		III\\		g	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
7	7	1/2	1/2	4/4	5	1		iii/III		g	i		iii/III	iii				III			m	1	1	1, -2, 2		1	1
8	8	0	0	4/4	5	1		V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
8	8	1/2	1/2	4/4	5	1		iii/III		g	i		iii/III	iii				III			m	1	1	1, -2, 2		1	1
9	9	0	0	4/4	5	1		ii/III		g	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
9	9	1/4	1/4	4/4	5	1		viio6/III		g	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
9	9	1/2	1/2	4/4	5	1		III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
10	10	0	0	4/4	5	1		VIM7		g	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
10	10	1/2	1/2	4/4	5	1		ii%43		g	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
11	11	0	0	4/4	5	1		V(6)		g	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
11	11	1/2	1/2	4/4	5	1		V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
12	12	0	0	4/4	5	1		v(4)		g	i		v(4)	v			4				m	1	1	1, 0, 2		1	1
12	12	1/4	1/4	4/4	5	1		v\\		g	i		v	v						\\	m	1	1	1, -2, 2		1	1
13	13	0	0	4/4	5	1		VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
13	13	1/2	1/2	4/4	5	1		iii/VII		g	i		iii/VII	iii				VII			m	1	1	2, -1, 3		2	2
14	14	0	0	4/4	5	1		V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
14	14	1/2	1/2	4/4	5	1		iii/VII		g	i		iii/VII	iii				VII			m	1	1	2, -1, 3		2	2
15	15	0	0	4/4	5	1		ii/VII		g	i		ii/VII	ii				VII			m	1	1	0, -3, 1		0	0
15	15	1/4	1/4	4/4	5	1		viio6/VII		g	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
15	15	1/2	1/2	4/4	5	1		VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
16	16	0	0	4/4	5	1		VIM7/v		g	i		VIM7/v	VI	M	7		v			MM7	1	1	-3, 1, -2, 2		-3	-3
16	16	1/2	1/2	4/4	5	1		ii%43/v		g	i		ii%43/v	ii	%	43		v			%7	1	1	-3, 1, 3, 0		3	-3
17	17	0	0	4/4	5	1		V(6)/v		g	i		V(6)/v	V			6	v			M	1	1	2, 6, -2		2	2
17	17	1/2	1/2	4/4	5	1		V(64)/v		g	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
18	18	0	0	4/4	5	1		V(4)/V		g	i		V(4)/V	V			4	V			M	1	1	2, 1, 3		2	2
18	18	1/2	1/2	4/4	5	1		V/V		g	i		V/V	V				V			M	1	1	2, 6, 3		2	2
19	19	0	0	4/4	5	1		V(6)		g	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
19	19	1/2	1/2	4/4	5	1		V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
20	20	0	0	4/4	5	1		V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
20	20	1/2	1/2	4/4	5	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
21	21	0	0	4/4	5	1		i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
21	21	1/2	1/2	4/4	5	1		IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
22	22	0	0	4/4	5	1		III	i6	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
22	22	1/2	1/2	4/4	5	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
23	23	0	0	4/4	5	1		III	i6	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
23	23	1/2	1/2	4/4	5	1		IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
24	24	0	0	4/4	5	1		V(6)		g	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
24	24	1/2	1/2	4/4	5	1		V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
25	25	0	0	4/4	5	1		V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
25	25	1/2	1/2	4/4	5	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
26	26	0	0	4/4	5	1		i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
27	27	0	0	4/4	5	1		IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
27	27	1/2	1/2	4/4	5	1		ii6/III		g	i		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
