mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6.0	0	0	4/4	3	1	G.I		G	I		I	I							M	0	0	0, 4, 1		0	0
2	2	6	6	2.0	1/2	1/2	4/4	3	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	8	8	4.0	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
4	4	12	12	4.0	0	0	4/4	3	1	ii	viio6	G	I		ii	ii							m	0	0	2, -1, 3		2	2
5	5	16	16	4.0	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
6	6	20	20	1.0	0	0	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
6	6	21	21	2.0	1/4	1/4	4/4	3	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
6	6	23	23	1.0	3/4	3/4	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
7	7	24	24	6.0	0	0	4/4	3	1	I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
8	8	30	30	2.0	1/2	1/2	4/4	3	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
9	9	32	32	4.0	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
10	10	36	36	2.0	0	0	4/4	3	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
10	10	38	38	2.0	1/2	1/2	4/4	3	1	viio6		G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
11	11	40	40	4.0	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
12	12	44	44	1.0	0	0	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
12	12	45	45	2.0	1/4	1/4	4/4	3	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
12	12	47	47	1.0	3/4	3/4	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
13	13	48	48	4.0	0	0	4/4	3	1	I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
14	14	52	52	2.0	0	0	4/4	3	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
14	14	54	54	2.0	1/2	1/2	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
15	15	56	56	2.0	0	0	4/4	3	1	vi	IV6	G	I		vi	vi							m	0	0	3, 0, 4		3	3
15	15	58	58	2.0	1/2	1/2	4/4	3	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	16	60	60	1.0	0	0	4/4	3	1	IV/IV		G	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
16	16	61	61	1.0	1/4	1/4	4/4	3	1	vi/IV		G	I		vi/IV	vi				IV			m	0	0	2, -1, 3		2	2
16	16	62	62	2.0	1/2	1/2	4/4	3	1	V/IV		G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
17	17	64	64	4.0	0	0	4/4	3	1	IV\\		G	I		IV	IV						\\	M	0	0	-1, 3, 0		-1	-1
18	18	68	68	4.0	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
19	19	72	72	4.0	0	0	4/4	3	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
20	20	76	76	4.0	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
21	21	80	80	2.0	0	0	4/4	3	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
21	21	82	82	2.0	1/2	1/2	4/4	3	1	ii6		G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
22	22	84	84	4.0	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
23	23	88	88	2.0	0	0	4/4	3	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
23	23	90	90	2.0	1/2	1/2	4/4	3	1	viio6		G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
24	24	92	92	4.0	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
25	25	96	96	4.0	0	0	4/4	3	1	bVII		G	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
26	26	100	100	4.0	0	0	4/4	3	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
27	27	104	104	1.0	0	0	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
27	27	105	105	1.0	1/4	1/4	4/4	3	1	V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
27	27	106	106	1.0	1/2	1/2	4/4	3	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
27	27	107	107	1.0	3/4	3/4	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
