mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	2	1	a.i		a	i		i	i							m	1	1	0, -3, 1		0	0
2	2	0	0	4/4	2	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	4	0	0	4/4	2	1	VI	iv6	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
4	4	1/4	1/4	4/4	2	1	V	III6	a	i		V	V							M	1	1	1, 5, 2		1	1
4	4	1/2	1/2	4/4	2	1	iv	iio6	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	4	3/4	3/4	4/4	2	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	0	0	4/4	2	1	#viio6(2)		a	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
5	5	1/2	1/2	4/4	2	1	#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
6	6	0	0	4/4	2	1	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
7	7	1/2	1/2	3/2	2	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
7	7	1	1	3/2	2	1	V/VI		a	i		V/VI	V				VI			M	1	1	-3, 1, -2		-3	-3
8	8	0	0	3/2	2	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	8	1	1	3/2	2	1	V6/VI		a	i		V6/VI	V		6		VI			M	1	1	1, -2, -3		-3	1
9	9	1/2	1/2	3/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
9	9	1	1	3/2	2	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
10	10	0	0	3/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
10	10	1	1	3/2	2	1	V6/III		a	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
11	11	0	0	4/4	2	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
12	12	0	0	4/4	2	1	iv	iio6	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
12	12	1/2	1/2	4/4	2	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	0	0	4/4	2	1	V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
13	13	1/2	1/2	4/4	2	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
