mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4.0	0	0	4/4	3	1	d.i		d	i		i	i							m	1	1	0, -3, 1		0	0
2	2	4	4	2.0	0	0	4/4	3	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	6	6	2.0	1/2	1/2	4/4	3	1	IV		d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
3	3	8	8	2.0	0	0	4/4	3	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
3	3	10	10	2.0	1/2	1/2	4/4	3	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
4	4	12	12	2.0	0	0	4/4	3	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
4	4	14	14	2.0	1/2	1/2	4/4	3	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
5	5	16	16	8.0	0	0	4/4	3	1	i\\		d	i		i	i						\\	m	1	1	0, -3, 1		0	0
7	7	24	24	2.0	0	0	4/4	3	1	v6		d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
7	7	26	26	2.0	1/2	1/2	4/4	3	1	IV/v		d	i		IV/v	IV				v			M	1	1	0, 4, 1		0	0
8	8	28	28	2.0	0	0	4/4	3	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
8	8	30	30	2.0	1/2	1/2	4/4	3	1	VI/v	iv6/v	d	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
9	9	32	32	2.0	0	0	4/4	3	1	V(4)/v		d	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
9	9	34	34	2.0	1/2	1/2	4/4	3	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
10	10	36	36	4.0	0	0	4/4	3	1	v\\		d	i		v	v						\\	m	1	1	1, -2, 2		1	1
11	11	40	40	1.0	0	0	4/4	3	1	V/IV		d	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
11	11	41	41	1.0	1/4	1/4	4/4	3	1	V7/IV		d	i		V7/IV	V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
11	11	42	42	1.0	1/2	1/2	4/4	3	1	V/VII		d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
11	11	43	43	1.0	3/4	3/4	4/4	3	1	V7/VII		d	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
12	12	44	44	1.0	0	0	4/4	3	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
12	12	45	45	1.0	1/4	1/4	4/4	3	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	12	46	46	1.0	1/2	1/2	4/4	3	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
12	12	47	47	1.0	3/4	3/4	4/4	3	1	iv65		d	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
13	13	48	48	2.0	0	0	4/4	3	1	ii%65		d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
13	13	50	50	2.0	1/2	1/2	4/4	3	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
14	14	52	52	8.0	0	0	4/4	3	1	i\\		d	i		i	i						\\	m	1	1	0, -3, 1		0	0
16	16	60	60	2.0	0	0	4/4	3	1	v6		d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
16	16	62	62	2.0	1/2	1/2	4/4	3	1	IV/v		d	i		IV/v	IV				v			M	1	1	0, 4, 1		0	0
17	17	64	64	2.0	0	0	4/4	3	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
17	17	66	66	2.0	1/2	1/2	4/4	3	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
18	18	68	68	2.0	0	0	4/4	3	1	V(4)/v		d	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
18	18	70	70	2.0	1/2	1/2	4/4	3	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
19	19	72	72	2.0	0	0	4/4	3	1	v\\		d	i		v	v						\\	m	1	1	1, -2, 2		1	1
19	19	74	74	4.0	1/2	1/2	4/4	3	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
20	20	78	78	2.0	1/2	1/2	4/4	3	1	#vi%2		d	i		#vi%2	#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
21	21	80	80	2.0	0	0	4/4	3	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
21	21	82	82	2.0	1/2	1/2	4/4	3	1	V(64)		d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
22	22	84	84	2.0	0	0	4/4	3	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
22	22	86	86	2.0	1/2	1/2	4/4	3	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
23	23	88	88	2.0	0	0	4/4	3	1	#vi\\		d	i		#vi	#vi						\\	m	1	1	3, 0, 4		3	3
23	23	90	90	4.0	1/2	1/2	4/4	3	1	I		d	i		I	I							M	1	1	0, 4, 1		0	0
24	24	94	94	1.0	1/2	1/2	4/4	3	1	V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
24	24	95	95	1.0	3/4	3/4	4/4	3	1	V65		d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
25	25	96	96	1.0	0	0	4/4	3	1	V/IV		d	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
25	25	97	97	1.0	1/4	1/4	4/4	3	1	V7/IV		d	i		V7/IV	V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
25	25	98	98	1.0	1/2	1/2	4/4	3	1	V/VII		d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
25	25	99	99	1.0	3/4	3/4	4/4	3	1	V7/VII		d	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
26	26	100	100	1.0	0	0	4/4	3	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
26	26	101	101	1.0	1/4	1/4	4/4	3	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	102	102	1.0	1/2	1/2	4/4	3	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
26	26	103	103	1.0	3/4	3/4	4/4	3	1	iv65		d	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
