mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	4	1		g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
1	1	1/4	1/4	4/4	4	1		V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
1	1	1/2	1/2	4/4	4	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
1	1	5/8	5/8	4/4	4	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
1	1	3/4	3/4	4/4	4	1		iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	2	0	0	4/4	4	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
2	2	1/4	1/4	4/4	4	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	1/2	1/2	4/4	4	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
2	2	3/4	3/4	4/4	4	1		i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	0	0	4/4	4	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	1/4	1/4	4/4	4	1		IV/VII		g	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
3	3	1/2	1/2	4/4	4	1		vi/VII		g	i		vi/VII	vi				VII			m	1	1	1, -2, 2		1	1
3	3	3/4	3/4	4/4	4	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
4	4	0	0	4/4	4	1		V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
4	4	1/2	1/2	4/4	4	1		VII\\		g	i		VII	VII						\\	M	1	1	-2, 2, -1		-2	-2
4	4	3/4	3/4	4/4	4	1		v		g	i		v	v							m	1	1	1, -2, 2		1	1
5	5	0	0	4/4	4	1		iv/v		g	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
