mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	8.0	0	0	4/4	3	1	d.i		d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	8	4.0	0	0	4/4	3	1	V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
4	4	12	6.0	0	0	4/4	3	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
5	5	18	2.0	1/2	1/2	4/4	3	1	IV6/III		d	i		IV6/III	IV		6		III			M	1	1	0, -3, -4		-4	0
6	6	20	2.0	0	0	4/4	3	1	V7/III		d	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
6	6	22	1.0	1/2	1/2	4/4	3	1	V(6)/III		d	i		V(6)/III	V			6	III			M	1	1	-2, 2, 1		-2	-2
6	6	23	1.0	3/4	3/4	4/4	3	1	V(64)/III		d	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2
7	7	24	1.0	0	0	4/4	3	1	V(4)/III		d	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
7	7	25	3.0	1/4	1/4	4/4	3	1	V/III		d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
8	8	28	6.0	0	0	4/4	3	1	III\\		d	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
9	9	34	2.0	1/2	1/2	4/4	3	1	iv6/v		d	i		iv6/v	iv		6		v			m	1	1	-3, 1, 0		0	-3
10	10	36	2.0	0	0	4/4	3	1	V7/v		d	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
10	10	38	1.0	1/2	1/2	4/4	3	1	V(6)/v		d	i		V(6)/v	V			6	v			M	1	1	2, 6, -2		2	2
10	10	39	1.0	3/4	3/4	4/4	3	1	V(64)/v		d	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
11	11	40	1.0	0	0	4/4	3	1	V(4)/v		d	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
11	11	41	3.0	1/4	1/4	4/4	3	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
12	12	44	2.0	0	0	4/4	3	1	v\\		d	i		v	v						\\	m	1	1	1, -2, 2		1	1
12	12	46	1.0	1/2	1/2	4/4	3	1	III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
12	12	47	1.0	3/4	3/4	4/4	3	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
13	13	48	1.0	0	0	4/4	3	1	III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
