mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1		G.I		G	I		I	I							M	0	0	0, 4, 1		0	0
2	2	0	0	4/4	3	1		vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
2	2	1/2	1/2	4/4	3	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	0	0	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	1/2	1/2	4/4	3	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
4	4	0	0	4/4	3	1		I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
5	5	1/2	1/2	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	0	0	4/4	3	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	1/4	1/4	4/4	3	1		viio6	ii	G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	6	3/4	3/4	4/4	3	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	4/4	3	1		IV/IV	ii6/IV	G	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
7	7	1/4	1/4	4/4	3	1		IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
7	7	1/2	1/2	4/4	3	1		ii/IV	viio6/IV	G	I		ii/IV	ii				IV			m	0	0	1, -2, 2		1	1
7	7	3/4	3/4	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	8	0	0	4/4	3	1		V/IV		G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
8	8	1/4	1/4	4/4	3	1		V(64)/IV		G	I		V(64)/IV	V			64	IV			M	0	0	0, -1, 3		0	0
8	8	1/2	1/2	4/4	3	1		V(4)/IV		G	I		V(4)/IV	V			4	IV			M	0	0	0, -1, 1		0	0
8	8	3/4	3/4	4/4	3	1		V/IV		G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
9	9	0	0	4/4	3	1		IV\\		G	I		IV	IV						\\	M	0	0	-1, 3, 0		-1	-1
10	10	0	0	4/4	3	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
11	11	0	0	4/4	3	1		vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
11	11	1/2	1/2	4/4	3	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	0	0	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	1/2	1/2	4/4	3	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	0	0	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
14	14	0	0	4/4	3	1		V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
14	14	1/2	1/2	4/4	3	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
15	15	0	0	4/4	3	1		I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
16	16	0	0	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	16	1/2	1/2	4/4	3	1		IV/IV		G	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
17	17	0	0	4/4	3	1		IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	17	1/4	1/4	4/4	3	1		ii/IV	viio6/IV	G	I		ii/IV	ii				IV			m	0	0	1, -2, 2		1	1
17	17	3/4	3/4	4/4	3	1		IV	ii6	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	0	0	4/4	3	1		#viio6/ii		G	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
18	18	1/4	1/4	4/4	3	1		ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
18	18	1/2	1/2	4/4	3	1		V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
18	18	3/4	3/4	4/4	3	1		iv6/ii	VI/ii	G	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
19	19	0	0	4/4	3	1		V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
19	19	1/4	1/4	4/4	3	1		V(64)/ii		G	I		V(64)/ii	V			64	ii			M	0	0	3, 2, -1		3	3
19	19	1/2	1/2	4/4	3	1		V(4)/ii		G	I		V(4)/ii	V			4	ii			M	0	0	3, 2, 4		3	3
19	19	3/4	3/4	4/4	3	1		V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
20	20	0	0	4/4	3	1		ii\\		G	I		ii	ii						\\	m	0	0	2, -1, 3		2	2
21	21	0	0	4/4	3	1		v		G	I		v	v							m	0	0	1, -2, 2		1	1
21	21	1/2	1/2	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
21	21	3/4	3/4	4/4	3	1		V6/IV		G	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
22	22	0	0	4/4	3	1		viio/IV		G	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
22	22	1/4	1/4	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
22	22	3/4	3/4	4/4	3	1		viio6/IV		G	I		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
23	23	0	0	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
23	23	1/4	1/4	4/4	3	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
23	23	1/2	1/2	4/4	3	1		ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
23	23	3/4	3/4	4/4	3	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
24	24	0	0	4/4	3	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
24	24	1/4	1/4	4/4	3	1		V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	1/2	1/2	4/4	3	1		V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
24	24	3/4	3/4	4/4	3	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
25	25	0	0	4/4	3	1		I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
26	26	1/2	1/2	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
27	27	0	0	4/4	3	1		IV/IV		G	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
27	27	1/4	1/4	4/4	3	1		IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
27	27	1/2	1/2	4/4	3	1		ii/IV	viio6/IV	G	I		ii/IV	ii				IV			m	0	0	1, -2, 2		1	1
28	28	0	0	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
28	28	1/4	1/4	4/4	3	1		ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
28	28	1/2	1/2	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
28	28	3/4	3/4	4/4	3	1		vi	IV6	G	I		vi	vi							m	0	0	3, 0, 4		3	3
29	29	0	0	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
29	29	1/2	1/2	4/4	3	1		VII		G	I		VII	VII							M	0	0	5, 9, 6		5	5
29	29	3/4	3/4	4/4	3	1		IV6	vi	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
30	30	0	0	4/4	3	1		V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
30	30	1/4	1/4	4/4	3	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
30	30	1/2	1/2	4/4	3	1		I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
31	31	0	0	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	1/4	1/4	4/4	3	1		vi	IV6	G	I		vi	vi							m	0	0	3, 0, 4		3	3
31	31	1/2	1/2	4/4	3	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
31	31	3/4	3/4	4/4	3	1		vi	IV6	G	I		vi	vi							m	0	0	3, 0, 4		3	3
32	32	0	0	4/4	3	1		v		G	I		v	v							m	0	0	1, -2, 2		1	1
32	32	3/4	3/4	4/4	3	1		viio6/IV		G	I		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
33	33	0	0	4/4	3	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
33	33	1/4	1/4	4/4	3	1		IVM7		G	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
33	33	1/2	1/2	4/4	3	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
34	34	0	0	4/4	3	1		I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
34	34	1/2	1/2	4/4	3	1		V/VII		G	I		V/VII	V				VII			M	0	0	6, 10, 7		6	6
35	35	0	0	4/4	3	1		VII		G	I		VII	VII							M	0	0	5, 9, 6		5	5
