mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4.0	0	0	4/4	2	1	d.i		d	i		i	i							m	1	1	0, -3, 1		0	0
2	2	4	4	4.0	0	0	4/4	2	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
3	3	8	8	2.0	0	0	4/4	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	10	10	1.5	1/2	1/2	4/4	2	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
3	3	23/2	23/2	0.5	7/8	7/8	4/4	2	1	VI	iv6	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
4	4	12	12	4.0	0	0	4/4	2	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
5	5	16	16	2.0	0	0	4/4	2	1	III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
5	5	18	18	1.0	1/2	1/2	4/4	2	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	19	19	1.0	3/4	3/4	4/4	2	1	viio/VII	V6/VII	d	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
6	6	20	20	1.0	0	0	4/4	2	1	VII		d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
6	6	21	21	1.0	1/4	1/4	4/4	2	1	V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
6	6	22	22	2.0	1/2	1/2	4/4	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
7	7	24	24	2.0	0	0	4/4	2	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
7	7	26	26	1.0	1/2	1/2	4/4	2	1	IV		d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
7	7	27	27	1.0	3/4	3/4	4/4	2	1	IV7		d	i		IV7	IV		7					Mm7	1	1	-1, 3, 0, -3		-1	-1
8	8	28	28	2.0	0	0	4/4	2	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
8	8	30	30	2.0	1/2	1/2	4/4	2	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
9	9	32	32	2.0	0	0	4/4	2	1	i\\	I\\	d	i		i	i						\\	m	1	1	0, -3, 1		0	0
9	9	34	34	3.0	1/2	1/2	4/4	2	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
10	10	37	37	1.0	1/4	1/4	4/4	2	1	VI6		d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
10	10	38	38	1.0	1/2	1/2	4/4	2	1	VII6		d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
10	10	39	39	1.0	3/4	3/4	4/4	2	1	IV/VII		d	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
11	11	40	40	1.0	0	0	4/4	2	1	V(4)/VII		d	i		V(4)/VII	V			4	VII			M	1	1	-1, -2, 0		-1	-1
11	11	41	41	1.0	1/4	1/4	4/4	2	1	V/VII		d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
11	11	42	42	2.0	1/2	1/2	4/4	2	1	VII\\		d	i		VII	VII						\\	M	1	1	-2, 2, -1		-2	-2
12	12	44	44	2.0	0	0	4/4	2	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
