mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4.0	0	0	2/2	4	1	d.i		d	i		i	i							m	1	1	0, -3, 1		0	0
2	2	4	4	2.0	0	0	2/2	4	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	6	6	2.0	1/2	1/2	2/2	4	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
3	3	8	8	2.0	0	0	2/2	4	1	V(4)/III		d	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
3	3	10	10	2.0	1/2	1/2	2/2	4	1	V/III		d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
4	4	12	12	8.0	0	0	2/2	4	1	III\\		d	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
6	6	20	20	2.0	0	0	2/2	4	1	IV/III		d	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
6	6	22	22	2.0	1/2	1/2	2/2	4	1	ii/iv		d	i		ii/iv	ii				iv			m	1	1	1, -2, 2		1	1
7	7	24	24	1.0	0	0	2/2	4	1	V/iv		d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
7	7	25	25	1.0	1/4	1/4	2/2	4	1	V(64)/iv		d	i		V(64)/iv	V			64	iv			M	1	1	0, -1, -4		0	0
7	7	26	26	1.0	1/2	1/2	2/2	4	1	V(4)/iv		d	i		V(4)/iv	V			4	iv			M	1	1	0, -1, 1		0	0
7	7	27	27	1.0	3/4	3/4	2/2	4	1	V/iv		d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
8	8	28	28	2.0	0	0	2/2	4	1	iv\\		d	i		iv	iv						\\	m	1	1	-1, -4, 0		-1	-1
8	8	30	30	2.0	1/2	1/2	2/2	4	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
9	9	32	32	1.0	0	0	2/2	4	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
9	9	33	33	1.0	1/4	1/4	2/2	4	1	v	V	d	i		v	v							m	1	1	1, -2, 2		1	1
9	9	34	34	1.0	1/2	1/2	2/2	4	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
9	9	35	35	1.0	3/4	3/4	2/2	4	1	VII		d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
10	10	36	36	2.0	0	0	2/2	4	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
10	10	38	38	1.0	1/2	1/2	2/2	4	1	VII		d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
10	10	39	39	1.0	3/4	3/4	2/2	4	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
11	11	40	40	1.0	0	0	2/2	4	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
11	11	41	41	1.0	1/4	1/4	2/2	4	1	V(64)		d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
11	11	42	42	1.0	1/2	1/2	2/2	4	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
11	11	43	43	1.0	3/4	3/4	2/2	4	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
12	12	44	44	2.0	0	0	2/2	4	1	i\\	I\\	d	i		i	i						\\	m	1	1	0, -3, 1		0	0
12	12	46	46	2.0	1/2	1/2	2/2	4	1	v	V	d	i		v	v							m	1	1	1, -2, 2		1	1
13	13	48	48	1.0	0	0	2/2	4	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
13	13	49	49	1.0	1/4	1/4	2/2	4	1	V/III		d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
13	13	50	50	1.0	1/2	1/2	2/2	4	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
13	13	51	51	1.0	3/4	3/4	2/2	4	1	ii/III	viio6/III	d	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
14	14	52	52	2.0	0	0	2/2	4	1	III6	iii/III	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
14	14	54	54	1.0	1/2	1/2	2/2	4	1	IV/III		d	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
14	14	55	55	1.0	3/4	3/4	2/2	4	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
15	15	56	56	1.0	0	0	2/2	4	1	V/III		d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
