mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/2	5	1	g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
1	1	1/2	1/2	3/2	5	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1	1	1	1	3/2	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
2	2	0	0	3/2	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	1/2	1/2	3/2	5	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	1	1	3/2	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
3	3	0	0	3/2	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	1/2	1/2	3/2	5	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	1	1	3/2	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
4	4	0	0	3/2	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	1/2	1/2	3/2	5	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	1	1	3/2	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
5	5	0	0	3/2	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
5	5	1	1	3/2	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
6	6	0	0	3/2	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
6	6	1	1	3/2	5	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
7	7	0	0	3/2	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
7	7	1/2	1/2	3/2	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
8	8	0	0	3/2	5	1	i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
9	9	0	0	3/2	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	9	1	1	3/2	5	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
10	10	0	0	3/2	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
10	10	1	1	3/2	5	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
11	11	0	0	3/2	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
11	11	1	1	3/2	5	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
12	12	0	0	3/2	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
12	12	1	1	3/2	5	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
13	13	0	0	3/2	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
14	14	0	0	3/2	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
14	14	1/2	1/2	3/2	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
15	15	0	0	4/4	5	1	i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
17	17	0	0	4/4	5	1	V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
17	17	1/2	1/2	4/4	5	1	V6/VII		g	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
17	17	3/4	3/4	4/4	5	1	V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
18	18	0	0	4/4	5	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
19	19	1/2	1/2	4/4	5	1	V6/VII		g	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
20	20	0	0	4/4	5	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
20	20	1/2	1/2	4/4	5	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
21	21	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
22	22	0	0	4/4	5	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
23	23	0	0	4/4	5	1	V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
23	23	1/2	1/2	4/4	5	1	V6/VII		g	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
24	24	0	0	4/4	5	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
25	25	1/2	1/2	4/4	5	1	V6/VII		g	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
26	26	0	0	4/4	5	1	v65		g	i		v65	v		65					mm7	1	1	-2, 2, -1, 1		1	-2
26	26	1/2	1/2	4/4	5	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
27	27	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
28	28	0	0	4/4	5	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
28	28	1/2	1/2	4/4	5	1	vi/III		g	i		vi/III	vi				III			m	1	1	0, -3, 1		0	0
29	29	0	0	4/4	5	1	V(4)/III		g	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
29	29	1/2	1/2	4/4	5	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
30	30	0	0	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
30	30	1/2	1/2	4/4	5	1	vi/III		g	i		vi/III	vi				III			m	1	1	0, -3, 1		0	0
31	31	0	0	4/4	5	1	V(4)/III		g	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
31	31	1/2	1/2	4/4	5	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
32	32	0	0	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
34	34	0	0	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
35	35	0	0	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
35	35	1/4	1/4	4/4	5	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
35	35	1/2	1/2	4/4	5	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
35	35	3/4	3/4	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
36	36	0	0	4/4	5	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
36	36	1/2	1/2	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
37	37	1/2	1/2	4/4	5	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
38	38	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
39	39	0	0	4/4	5	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
40	40	0	0	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
41	41	0	0	4/4	5	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
41	41	1/2	1/2	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
42	42	0	0	4/4	5	1	iio6		g	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
42	42	1/4	1/4	4/4	5	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
42	42	1/2	1/2	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
43	43	0	0	4/4	5	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
43	43	1/2	1/2	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
44	44	0	0	4/4	5	1	i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
46	46	0	0	4/4	5	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
47	47	0	0	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
48	48	0	0	4/4	5	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
49	49	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
50	50	0	0	4/4	5	1	VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
50	50	1/2	1/2	4/4	5	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
51	51	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
52	52	0	0	4/4	5	1	VII	v6	g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
52	52	1/2	1/2	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
54	54	0	0	4/4	5	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
55	55	0	0	4/4	5	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
56	56	0	0	4/4	5	1	#vi		g	i		#vi	#vi							m	1	1	3, 0, 4		3	3
57	57	0	0	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
58	58	0	0	4/4	5	1	IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
59	59	0	0	4/4	5	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
59	59	1/2	1/2	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
60	60	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
60	60	1/2	1/2	4/4	5	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
61	61	0	0	4/4	5	1	iio65		g	i		iio65	ii	o	65					o7	1	1	-1, -4, -7, 2		2	-1
61	61	1/2	1/2	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
62	62	0	0	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
62	62	1/2	1/2	4/4	5	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
63	63	0	0	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
63	63	1/2	1/2	4/4	5	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
64	64	0	0	4/4	5	1	iio65		g	i		iio65	ii	o	65					o7	1	1	-1, -4, -7, 2		2	-1
64	64	1/2	1/2	4/4	5	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
65	65	0	0	4/4	5	1	i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
66	66	0	0	4/4	5	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
66	66	1/2	1/2	4/4	5	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
67	67	0	0	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
68	68	1/2	1/2	4/4	5	1	V6/III		g	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
69	69	0	0	4/4	5	1	III6(2)		g	i		III6(2)	III		6	2				M	1	1	1, -2, -1		-3	1
69	69	1/2	1/2	4/4	5	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
70	70	0	0	4/4	5	1	viio6/III		g	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
70	70	1/2	1/2	4/4	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
71	71	0	0	4/4	5	1	viio6(2)/III		g	i		viio6(2)/III	vii	o	6	2	III			o	1	1	-1, -4, -3		2	-1
71	71	1/2	1/2	4/4	5	1	viio6/III		g	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
72	72	0	0	4/4	5	1	III\\		g	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
73	73	0	0	4/4	5	1	iv/v		g	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
73	73	1/4	1/4	4/4	5	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
73	73	1/2	1/2	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
73	73	3/4	3/4	4/4	5	1	VI/v		g	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
74	74	0	0	4/4	5	1	iio65/v		g	i		iio65/v	ii	o	65		v			o7	1	1	0, -3, -6, 3		3	0
74	74	1/4	1/4	4/4	5	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
74	74	1/2	1/2	4/4	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
74	74	3/4	3/4	4/4	5	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
75	75	0	0	4/4	5	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
75	75	1/4	1/4	4/4	5	1	VI/v		g	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
75	75	1/2	1/2	4/4	5	1	iio65/v		g	i		iio65/v	ii	o	65		v			o7	1	1	0, -3, -6, 3		3	0
75	75	3/4	3/4	4/4	5	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
76	76	0	0	4/4	5	1	v\\		g	i		v	v						\\	m	1	1	1, -2, 2		1	1
76	76	1/4	1/4	4/4	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
