mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	4	1	g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	0	0	4/4	4	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
2	2	1/2	1/2	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	0	0	4/4	4	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
3	3	1/2	1/2	4/4	4	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	3/4	3/4	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	0	0	4/4	4	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
4	4	1/2	1/2	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
5	5	0	0	4/4	4	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	1/2	1/2	4/4	4	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
5	5	3/4	3/4	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
6	6	0	0	4/4	4	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
6	6	1/2	1/2	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
7	7	0	0	4/4	4	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
7	7	1/2	1/2	4/4	4	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
7	7	3/4	3/4	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
8	8	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
8	8	1/2	1/2	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
9	9	0	0	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
9	9	1/2	1/2	4/4	4	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
9	9	3/4	3/4	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
10	10	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
10	10	1/2	1/2	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
11	11	0	0	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
11	11	1/2	1/2	4/4	4	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
11	11	3/4	3/4	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
12	12	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
12	12	1/2	1/2	4/4	4	1	III\\		g	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
13	13	1/2	1/2	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
14	14	1/2	1/2	4/4	4	1	V6/v		g	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
15	15	1/2	1/2	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
16	16	0	0	4/4	4	1	VI/v		g	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
16	16	1/2	1/2	4/4	4	1	iv/v		g	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
16	16	3/4	3/4	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
17	17	0	0	4/4	4	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
17	17	1/2	1/2	4/4	4	1	V\\		g	i		V	V						\\	M	1	1	1, 5, 2		1	1
18	18	1/2	1/2	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
19	19	0	0	4/4	4	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
19	19	1/2	1/2	4/4	4	1	i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
21	21	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
