mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	9.0	0	0	4/4	5	1	G.I[I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
3	3	9	9	1.0	1/4	1/4	4/4	5	1	ii	viio6	G	I	I	ii	ii							m	0	0	2, -1, 3		2	2
3	3	10	10	1.0	1/2	1/2	4/4	5	1	I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
3	3	11	11	1.0	3/4	3/4	4/4	5	1	ii	viio6	G	I	I	ii	ii							m	0	0	2, -1, 3		2	2
4	4	12	12	1.5	0	0	4/4	5	1	I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
4	4	27/2	27/2	1.5	3/8	3/8	4/4	5	1	V6		G	I	I	V6	V		6					M	0	0	5, 2, 1		1	5
4	4	15	15	1.0	3/4	3/4	4/4	5	1	vi]		G	I	I	vi	vi							m	0	0	3, 0, 4		3	3
5	5	16	16	8.0	0	0	4/4	5	1	V\\		G	I		V	V						\\	M	0	0	1, 5, 2		1	1
7	7	24	24	9.0	0	0	4/4	5	1	ii[ii		G	I	ii	ii	ii							m	0	0	2, -1, 3		2	2
9	9	33	33	1.0	1/4	1/4	4/4	5	1	iio/ii	#viio6/ii	G	I	ii	iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
9	9	34	34	1.0	1/2	1/2	4/4	5	1	ii		G	I	ii	ii	ii							m	0	0	2, -1, 3		2	2
9	9	35	35	1.0	3/4	3/4	4/4	5	1	iio/ii	#viio6/ii	G	I	ii	iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
10	10	36	36	1.5	0	0	4/4	5	1	ii		G	I	ii	ii	ii							m	0	0	2, -1, 3		2	2
10	10	75/2	75/2	1.5	3/8	3/8	4/4	5	1	V6/ii		G	I	ii	V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
10	10	39	39	1.0	3/4	3/4	4/4	5	1	#vio/ii]		G	I	ii	#vio/ii	#vi	o			ii			o	0	0	5, 2, -1		5	5
11	11	40	40	6.0	0	0	4/4	5	1	V/ii\\		G	I		V/ii	V				ii		\\	M	0	0	3, 7, 4		3	3
12	12	46	46	2.0	1/2	1/2	4/4	5	1	V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
13	13	48	48	2.0	0	0	4/4	5	1	V6/V		G	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
13	13	50	50	2.0	1/2	1/2	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
14	14	52	52	2.0	0	0	4/4	5	1	IV6/V		G	I		IV6/V	IV		6		V			M	0	0	4, 1, 0		0	4
14	14	54	54	1.0	1/2	1/2	4/4	5	1	V/v		G	I		V/v	V				v			M	0	0	2, 6, 3		2	2
14	14	55	55	1.0	3/4	3/4	4/4	5	1	V(64)/v		G	I		V(64)/v	V			64	v			M	0	0	2, 1, -2		2	2
15	15	56	56	2.0	0	0	4/4	5	1	V(4)/v		G	I		V(4)/v	V			4	v			M	0	0	2, 1, 3		2	2
15	15	58	58	2.0	1/2	1/2	4/4	5	1	v\\	V\\	G	I		v	v						\\	m	0	0	1, -2, 2		1	1
16	16	60	60	2.0	0	0	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
16	16	62	62	2.0	1/2	1/2	4/4	5	1	iii	I6	G	I		iii	iii							m	0	0	4, 1, 5		4	4
17	17	64	64	2.0	0	0	4/4	5	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
17	17	66	66	2.0	1/2	1/2	4/4	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
18	18	68	68	1.0	0	0	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
18	18	69	69	1.0	1/4	1/4	4/4	5	1	V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
18	18	70	70	1.0	1/2	1/2	4/4	5	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
18	18	71	71	1.0	3/4	3/4	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
19	19	72	72	18.0	0	0	4/4	5	1	I[I\\		G	I	I	I	I						\\	M	0	0	0, 4, 1		0	0
23	23	90	90	1.0	1/2	1/2	4/4	5	1	V(+4)		G	I	I	V(+4)	V			+4				M	0	0	1, 5, 2	0	1	1
23	23	91	91	1.0	3/4	3/4	4/4	5	1	vi6]		G	I	I	vi6	vi		6					m	0	0	0, 4, 3		3	0
24	24	92	92	8.0	0	0	4/4	5	1	V\\		G	I		V	V						\\	M	0	0	1, 5, 2		1	1
26	26	100	100	18.0	0	0	4/4	5	1	ii[ii		G	I	ii	ii	ii							m	0	0	2, -1, 3		2	2
30	30	118	118	1.0	1/2	1/2	4/4	5	1	V(+4)/ii		G	I	ii	V(+4)/ii	V			+4	ii			M	0	0	3, 7, 4	2	3	3
30	30	119	119	1.0	3/4	3/4	4/4	5	1	#vio6/ii]		G	I	ii	#vio6/ii	#vi	o	6		ii			o	0	0	2, -1, 5		5	2
31	31	120	120	8.0	0	0	4/4	5	1	V/ii\\		G	I		V/ii	V				ii		\\	M	0	0	3, 7, 4		3	3
33	33	128	128	2.0	0	0	4/4	5	1	V6/V		G	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
33	33	130	130	2.0	1/2	1/2	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
34	34	132	132	2.0	0	0	4/4	5	1	IV/V		G	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
34	34	134	134	1.0	1/2	1/2	4/4	5	1	V/v		G	I		V/v	V				v			M	0	0	2, 6, 3		2	2
34	34	135	135	1.0	3/4	3/4	4/4	5	1	V(64)/v		G	I		V(64)/v	V			64	v			M	0	0	2, 1, -2		2	2
35	35	136	136	1.0	0	0	4/4	5	1	V(4)/V		G	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
35	35	137	137	1.0	1/4	1/4	4/4	5	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
35	35	138	138	2.0	1/2	1/2	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
36	36	140	140	2.0	0	0	4/4	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
36	36	142	142	2.0	1/2	1/2	4/4	5	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
37	37	144	144	3.0	0	0	4/4	5	1	IV/IV		G	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
37	37	147	147	1.0	3/4	3/4	4/4	5	1	ii/IV		G	I		ii/IV	ii				IV			m	0	0	1, -2, 2		1	1
38	38	148	148	1.0	0	0	4/4	5	1	V/IV		G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
38	38	149	149	1.0	1/4	1/4	4/4	5	1	V(64)/IV		G	I		V(64)/IV	V			64	IV			M	0	0	0, -1, 3		0	0
38	38	150	150	1.0	1/2	1/2	4/4	5	1	V(4)/IV		G	I		V(4)/IV	V			4	IV			M	0	0	0, -1, 1		0	0
38	38	151	151	1.0	3/4	3/4	4/4	5	1	V/IV		G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
39	39	152	152	4.0	0	0	4/4	5	1	IV\\		G	I		IV	IV						\\	M	0	0	-1, 3, 0		-1	-1
40	40	156	156	2.0	0	0	4/4	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
40	40	158	158	3.0	1/2	1/2	4/4	5	1	IV/ii		G	I		IV/ii	IV				ii			M	0	0	1, 5, 2		1	1
41	41	161	161	1.0	1/4	1/4	4/4	5	1	ii/ii		G	I		ii/ii	ii				ii			m	0	0	4, 1, 5		4	4
41	41	162	162	1.0	1/2	1/2	4/4	5	1	V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
41	41	163	163	1.0	3/4	3/4	4/4	5	1	V(64)/ii		G	I		V(64)/ii	V			64	ii			M	0	0	3, 2, -1		3	3
