mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	2	1		d.i		d	i		i	i							m	1	1	0, -3, 1		0	0
2	2	0	0	4/4	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
3	3	0	0	4/4	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	1/2	1/2	4/4	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
3	3	7/8	7/8	4/4	2	1		VI	iv6	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
4	4	0	0	4/4	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
5	5	0	0	4/4	2	1		III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
5	5	1/2	1/2	4/4	2	1		VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	3/4	3/4	4/4	2	1		viio/VII	V6/VII	d	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
6	6	0	0	4/4	2	1		VII		d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
6	6	1/4	1/4	4/4	2	1		V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
6	6	1/2	1/2	4/4	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
7	7	0	0	4/4	2	1		v		d	i		v	v							m	1	1	1, -2, 2		1	1
7	7	1/2	1/2	4/4	2	1		IV		d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
7	7	3/4	3/4	4/4	2	1		IV7		d	i		IV7	IV		7					Mm7	1	1	-1, 3, 0, -3		-1	-1
8	8	0	0	4/4	2	1		V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
8	8	1/2	1/2	4/4	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
9	9	0	0	4/4	2	1		i\\	I\\	d	i		i	i						\\	m	1	1	0, -3, 1		0	0
9	9	1/2	1/2	4/4	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
10	10	1/4	1/4	4/4	2	1		VI6		d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
10	10	1/2	1/2	4/4	2	1		VII6		d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
10	10	3/4	3/4	4/4	2	1		IV/VII		d	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
11	11	0	0	4/4	2	1		V(4)/VII		d	i		V(4)/VII	V			4	VII			M	1	1	-1, -2, 0		-1	-1
