mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1		g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	0	0	4/4	3	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
3	3	1/2	1/2	4/4	3	1		V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
4	4	0	0	4/4	3	1		V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
4	4	1/2	1/2	4/4	3	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
5	5	0	0	4/4	3	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
6	6	0	0	4/4	3	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
6	6	1/2	1/2	4/4	3	1		V6/IV		g	i		V6/IV	V		6		IV			M	1	1	4, 1, 0		0	4
7	7	0	0	4/4	3	1		IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
7	7	1/2	1/2	4/4	3	1		V6/v		g	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
8	8	0	0	4/4	3	1		v		g	i		v	v							m	1	1	1, -2, 2		1	1
8	8	1/2	1/2	4/4	3	1		V6/bVI		g	i		V6/bVI	V		6		bVI			M	1	1	-6, -9, -10		-10	-6
9	9	0	0	4/4	3	1		bVI		g	i		bVI	bVI							M	1	1	-11, -7, -10		-11	-11
9	9	1/2	1/2	4/4	3	1		V6/VII		g	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
10	10	0	0	4/4	3	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
10	10	1/2	1/2	4/4	3	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
11	11	0	0	4/4	3	1		V(4)/III		g	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
11	11	1/4	1/4	4/4	3	1		V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
12	12	0	0	4/4	3	1		III\\		g	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
13	13	0	0	4/4	3	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
15	15	0	0	4/4	3	1		V(6)		g	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
15	15	1/2	1/2	4/4	3	1		V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
16	16	0	0	4/4	3	1		V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
16	16	1/2	1/2	4/4	3	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
17	17	0	0	4/4	3	1		i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
18	18	0	0	4/4	3	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
18	18	1/2	1/2	4/4	3	1		V6/IV		g	i		V6/IV	V		6		IV			M	1	1	4, 1, 0		0	4
19	19	0	0	4/4	3	1		IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
19	19	1/2	1/2	4/4	3	1		V65/v		g	i		V65/v	V		65		v			Mm7	1	1	6, 3, 0, 2		2	6
20	20	0	0	4/4	3	1		v		g	i		v	v							m	1	1	1, -2, 2		1	1
20	20	1/2	1/2	4/4	3	1		V6/bVI		g	i		V6/bVI	V		6		bVI			M	1	1	-6, -9, -10		-10	-6
21	21	0	0	4/4	3	1		bVI		g	i		bVI	bVI							M	1	1	-11, -7, -10		-11	-11
21	21	1/2	1/2	4/4	3	1		V65/VII		g	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
22	22	0	0	4/4	3	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
22	22	1/2	1/2	4/4	3	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
22	22	3/4	3/4	4/4	3	1		IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
23	23	0	0	4/4	3	1		V(4)/III		g	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
23	23	1/4	1/4	4/4	3	1		V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
24	24	0	0	4/4	3	1		III\\		g	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
25	25	0	0	4/4	3	1		v		g	i		v	v							m	1	1	1, -2, 2		1	1
25	25	1/2	1/2	4/4	3	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
25	25	3/4	3/4	4/4	3	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
26	26	0	0	4/4	3	1		#viio6(2)		g	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
26	26	1/4	1/4	4/4	3	1		#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
27	27	0	0	4/4	3	1		I\\		g	i		I	I						\\	M	1	1	0, 4, 1		0	0
28	28	0	0	3/2	3	1		V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
29	29	0	0	3/2	3	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
29	29	1/2	1/2	3/2	3	1		V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
30	30	0	0	3/2	3	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
30	30	1/2	1/2	3/2	3	1		V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
31	31	0	0	3/2	3	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
31	31	1/2	1/2	3/2	3	1		V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
31	31	1	1	3/2	3	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
32	32	0	0	3/2	3	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
32	32	1/2	1/2	3/2	3	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
33	33	0	0	3/2	3	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
33	33	1/2	1/2	3/2	3	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
34	34	0	0	3/2	3	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
34	34	1/2	1/2	3/2	3	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
35	35	0	0	3/2	3	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
35	35	1	1	3/2	3	1		IV/VII		g	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
36	36	0	0	3/2	3	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
36	36	1/2	1/2	3/2	3	1		V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
37	37	0	0	3/2	3	1		VII\\		g	i		VII	VII						\\	M	1	1	-2, 2, -1		-2	-2
38	38	0	0	3/2	3	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
38	38	1/2	1/2	3/2	3	1		V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
39	39	0	0	3/2	3	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
39	39	1/2	1/2	3/2	3	1		V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
40	40	0	0	3/2	3	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
40	40	1/2	1/2	3/2	3	1		V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
41	41	0	0	3/2	3	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
42	42	0	0	3/2	3	1		iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
42	42	1/2	1/2	3/2	3	1		V/IV		g	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
