mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	8.0	0	0	4/4	3	1	e.i		e	i		i	i							m	1	1	0, -3, 1		0	0
3	3	8	2.0	0	0	4/4	3	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
3	3	10	2.0	1/2	1/2	4/4	3	1	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	4	12	4.0	0	0	4/4	3	1	i		e	i		i	i							m	1	1	0, -3, 1		0	0
5	5	16	2.0	0	0	4/4	3	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	18	2.0	1/2	1/2	4/4	3	1	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	20	2.0	0	0	4/4	3	1	i		e	i		i	i							m	1	1	0, -3, 1		0	0
6	6	22	2.0	1/2	1/2	4/4	3	1	V/VI		e	i		V/VI	V				VI			M	1	1	-3, 1, -2		-3	-3
7	7	24	2.0	0	0	4/4	3	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
7	7	26	2.0	1/2	1/2	4/4	3	1	V/VI		e	i		V/VI	V				VI			M	1	1	-3, 1, -2		-3	-3
8	8	28	2.0	0	0	4/4	3	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	8	30	2.0	1/2	1/2	4/4	3	1	V/VI		e	i		V/VI	V				VI			M	1	1	-3, 1, -2		-3	-3
9	9	32	2.0	0	0	4/4	3	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
9	9	34	2.0	1/2	1/2	4/4	3	1	V/VI		e	i		V/VI	V				VI			M	1	1	-3, 1, -2		-3	-3
10	10	36	2.0	0	0	4/4	3	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
10	10	38	2.0	1/2	1/2	4/4	3	1	V/VI		e	i		V/VI	V				VI			M	1	1	-3, 1, -2		-3	-3
