mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	8.0	0	0	2/2	2	1	C.I	C	I		I	I							M	0	0	0, 4, 1		0	0
3	3	8	2.0	0	0	2/2	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	10	2.0	1/2	1/2	2/2	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	4	12	1.0	0	0	2/2	2	1	V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
4	4	13	2.0	1/4	1/4	2/2	2	1	V(4)/V	C	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
4	4	15	1.0	3/4	3/4	2/2	2	1	V/V	C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
5	5	16	11.0	0	0	2/2	2	1	V\\	C	I		V	V						\\	M	0	0	1, 5, 2		1	1
7	7	27	1.0	3/4	3/4	2/2	2	1	iii	C	I		iii	iii							m	0	0	4, 1, 5		4	4
8	8	28	2.0	0	0	2/2	2	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
8	8	30	1.0	1/2	1/2	2/2	2	1	iio6(2)/vi	C	I		iio6(2)/vi	ii	o	6	2	vi			o	0	0	2, -1, 0		5	2
8	8	31	1.0	3/4	3/4	2/2	2	1	iio6/vi	C	I		iio6/vi	ii	o	6		vi			o	0	0	2, -1, 5		5	2
9	9	32	2.0	0	0	2/2	2	1	V(4)/vi	C	I		V(4)/vi	V			4	vi			M	0	0	4, 3, 5		4	4
9	9	34	2.0	1/2	1/2	2/2	2	1	V/vi	C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
10	10	36	3.0	0	0	2/2	2	1	vi\\	C	I		vi	vi						\\	m	0	0	3, 0, 4		3	3
10	10	39	1.0	3/4	3/4	2/2	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
