mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	5	1	F.I		F	I		I	I							M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	4/4	5	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	1	1/2	1/2	4/4	5	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
1	1	3/4	3/4	4/4	5	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	0	0	4/4	5	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
2	2	1/4	1/4	4/4	5	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
2	2	1/2	1/2	4/4	5	1	iii	I6	F	I		iii	iii							m	0	0	4, 1, 5		4	4
2	2	3/4	3/4	4/4	5	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
3	3	0	0	4/4	5	1	ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
3	3	1/4	1/4	4/4	5	1	vi6		F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
3	3	1/2	1/2	4/4	5	1	bVII		F	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
3	3	3/4	3/4	4/4	5	1	v		F	I		v	v							m	0	0	1, -2, 2		1	1
4	4	0	0	4/4	5	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
4	4	1/4	1/4	4/4	5	1	iii		F	I		iii	iii							m	0	0	4, 1, 5		4	4
4	4	1/2	1/2	4/4	5	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	4	3/4	3/4	4/4	5	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
5	5	0	0	4/4	5	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
6	6	0	0	4/4	5	1	iii		F	I		iii	iii							m	0	0	4, 1, 5		4	4
7	7	0	0	4/4	5	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
7	7	1/2	1/2	4/4	5	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	5/8	5/8	4/4	5	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	3/4	3/4	4/4	5	1	ii	viio6	F	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	7/8	7/8	4/4	5	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
8	8	0	0	4/4	5	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
8	8	1/4	1/4	4/4	5	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
8	8	1/2	1/2	4/4	5	1	V(4)		F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
8	8	7/8	7/8	4/4	5	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
9	9	0	0	4/4	5	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
10	10	1/2	1/2	4/4	5	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
11	11	3/4	3/4	4/4	5	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
11	11	7/8	7/8	4/4	5	1	IV64		F	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
12	12	0	0	4/4	5	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
12	12	1/8	1/8	4/4	5	1	I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
12	12	1/4	1/4	4/4	5	1	ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
12	12	3/8	3/8	4/4	5	1	V64		F	I		V64	V		64					M	0	0	2, 1, 5		1	2
12	12	1/2	1/2	4/4	5	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
12	12	5/8	5/8	4/4	5	1	V64/V		F	I		V64/V	V		64		V			M	0	0	3, 2, 6		2	3
12	12	3/4	3/4	4/4	5	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
13	13	0	0	4/4	5	1	V(4)/V		F	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
13	13	1/4	1/4	4/4	5	1	V/V		F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
13	13	1/2	1/2	4/4	5	1	V\\		F	I		V	V						\\	M	0	0	1, 5, 2		1	1
14	14	1/8	1/8	4/4	5	1	I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
14	14	1/4	1/4	4/4	5	1	ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
14	14	3/8	3/8	4/4	5	1	V64		F	I		V64	V		64					M	0	0	2, 1, 5		1	2
14	14	1/2	1/2	4/4	5	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
14	14	5/8	5/8	4/4	5	1	ii64		F	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
14	14	3/4	3/4	4/4	5	1	iii		F	I		iii	iii							m	0	0	4, 1, 5		4	4
14	14	7/8	7/8	4/4	5	1	vi64		F	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
