mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1		F.I		F	I		I	I							M	0	0	0, 4, 1		0	0
2	2	1/2	1/2	4/4	3	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	0	0	4/4	3	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1/2	1/2	4/4	3	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
4	4	0	0	4/4	3	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	4	1/2	1/2	4/4	3	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	0	0	4/4	3	1		ii	viio6	F	I		ii	ii							m	0	0	2, -1, 3		2	2
6	6	0	0	4/4	3	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
7	7	0	0	4/4	3	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	1/2	1/2	4/4	3	1		V6/V		F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
8	8	0	0	4/4	3	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
8	8	1/2	1/2	4/4	3	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	0	0	4/4	3	1		#viio/v		F	I		#viio/v	#vii	o			v			o	0	0	6, 3, 0		6	6
9	9	1/4	1/4	4/4	3	1		v		F	I		v	v							m	0	0	1, -2, 2		1	1
9	9	1/2	1/2	4/4	3	1		V/V		F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
10	10	0	0	4/4	3	1		V\\		F	I		V	V						\\	M	0	0	1, 5, 2		1	1
11	11	0	0	4/4	3	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
12	12	1/2	1/2	4/4	3	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
13	13	0	0	4/4	3	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
13	13	1/2	1/2	4/4	3	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
14	14	0	0	4/4	3	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
14	14	1/2	1/2	4/4	3	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	0	0	4/4	3	1		viio6(2)		F	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
15	15	1/2	1/2	4/4	3	1		viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
16	16	0	0	4/4	3	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
16	16	1/2	1/2	4/4	3	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
17	17	0	0	4/4	3	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	17	1/2	1/2	4/4	3	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
18	18	0	0	4/4	3	1		viio6(2)		F	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
18	18	1/2	1/2	4/4	3	1		viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
19	19	0	0	4/4	3	1		V(4)/IV		F	I		V(4)/IV	V			4	IV			M	0	0	0, -1, 1		0	0
19	19	1/2	1/2	4/4	3	1		V/IV		F	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
20	20	0	0	4/4	3	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
20	20	1/2	1/2	4/4	3	1		vi/IV		F	I		vi/IV	vi				IV			m	0	0	2, -1, 3		2	2
21	21	0	0	4/4	3	1		IV/IV		F	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
21	21	1/2	1/2	4/4	3	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
22	22	0	0	4/4	3	1		viio6(2)/IV		F	I		viio6(2)/IV	vii	o	6	2	IV			o	0	0	1, -2, -1		4	1
22	22	1/2	1/2	4/4	3	1		viio6/IV		F	I		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
23	23	0	0	4/4	3	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
24	24	0	0	4/4	3	1		IV/IV		F	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
25	25	0	0	4/4	3	1		V(4)/IV		F	I		V(4)/IV	V			4	IV			M	0	0	0, -1, 1		0	0
25	25	1/2	1/2	4/4	3	1		V/IV		F	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
26	26	0	0	4/4	3	1		IV\\		F	I		IV	IV						\\	M	0	0	-1, 3, 0		-1	-1
27	27	1/2	1/2	4/4	3	1		V6/V		F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
28	28	0	0	4/4	3	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
28	28	1/2	1/2	4/4	3	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
29	29	0	0	4/4	3	1		#viio/v		F	I		#viio/v	#vii	o			v			o	0	0	6, 3, 0		6	6
29	29	1/4	1/4	4/4	3	1		v		F	I		v	v							m	0	0	1, -2, 2		1	1
29	29	1/2	1/2	4/4	3	1		V/V		F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
30	30	0	0	4/4	3	1		V\\		F	I		V	V						\\	M	0	0	1, 5, 2		1	1
