mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6.0	0	0	4/4	3	1	F.I		F	I		I	I							M	0	0	0, 4, 1		0	0
2	2	6	6	2.0	1/2	1/2	4/4	3	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	8	8	2.0	0	0	4/4	3	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
3	3	10	10	2.0	1/2	1/2	4/4	3	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
4	4	12	12	2.0	0	0	4/4	3	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	4	14	14	2.0	1/2	1/2	4/4	3	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	16	16	4.0	0	0	4/4	3	1	ii	viio6	F	I		ii	ii							m	0	0	2, -1, 3		2	2
6	6	20	20	4.0	0	0	4/4	3	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
7	7	24	24	2.0	0	0	4/4	3	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	26	26	2.0	1/2	1/2	4/4	3	1	V6/V		F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
8	8	28	28	2.0	0	0	4/4	3	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
8	8	30	30	2.0	1/2	1/2	4/4	3	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	32	32	1.0	0	0	4/4	3	1	#viio/v		F	I		#viio/v	#vii	o			v			o	0	0	6, 3, 0		6	6
9	9	33	33	1.0	1/4	1/4	4/4	3	1	v		F	I		v	v							m	0	0	1, -2, 2		1	1
9	9	34	34	2.0	1/2	1/2	4/4	3	1	V/V		F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
10	10	36	36	4.0	0	0	4/4	3	1	V\\		F	I		V	V						\\	M	0	0	1, 5, 2		1	1
11	11	40	40	6.0	0	0	4/4	3	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
12	12	46	46	2.0	1/2	1/2	4/4	3	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
13	13	48	48	2.0	0	0	4/4	3	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
13	13	50	50	2.0	1/2	1/2	4/4	3	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
14	14	52	52	2.0	0	0	4/4	3	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
14	14	54	54	2.0	1/2	1/2	4/4	3	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	56	56	2.0	0	0	4/4	3	1	viio6(2)		F	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
15	15	58	58	2.0	1/2	1/2	4/4	3	1	viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
16	16	60	60	2.0	0	0	4/4	3	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
16	16	62	62	2.0	1/2	1/2	4/4	3	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
17	17	64	64	2.0	0	0	4/4	3	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	17	66	66	2.0	1/2	1/2	4/4	3	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
18	18	68	68	2.0	0	0	4/4	3	1	viio6(2)		F	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
18	18	70	70	2.0	1/2	1/2	4/4	3	1	viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
19	19	72	72	2.0	0	0	4/4	3	1	V(4)/IV		F	I		V(4)/IV	V			4	IV			M	0	0	0, -1, 1		0	0
19	19	74	74	2.0	1/2	1/2	4/4	3	1	V/IV		F	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
20	20	76	76	2.0	0	0	4/4	3	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
20	20	78	78	2.0	1/2	1/2	4/4	3	1	vi/IV		F	I		vi/IV	vi				IV			m	0	0	2, -1, 3		2	2
21	21	80	80	2.0	0	0	4/4	3	1	IV/IV		F	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
21	21	82	82	2.0	1/2	1/2	4/4	3	1	IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
22	22	84	84	2.0	0	0	4/4	3	1	viio6(2)/IV		F	I		viio6(2)/IV	vii	o	6	2	IV			o	0	0	1, -2, -1		4	1
22	22	86	86	2.0	1/2	1/2	4/4	3	1	viio6/IV		F	I		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
23	23	88	88	4.0	0	0	4/4	3	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
24	24	92	92	4.0	0	0	4/4	3	1	IV/IV		F	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
25	25	96	96	2.0	0	0	4/4	3	1	V(4)/IV		F	I		V(4)/IV	V			4	IV			M	0	0	0, -1, 1		0	0
25	25	98	98	2.0	1/2	1/2	4/4	3	1	V/IV		F	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
26	26	100	100	6.0	0	0	4/4	3	1	IV\\		F	I		IV	IV						\\	M	0	0	-1, 3, 0		-1	-1
27	27	106	106	2.0	1/2	1/2	4/4	3	1	V6/V		F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
28	28	108	108	2.0	0	0	4/4	3	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
28	28	110	110	2.0	1/2	1/2	4/4	3	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
29	29	112	112	1.0	0	0	4/4	3	1	#viio/v		F	I		#viio/v	#vii	o			v			o	0	0	6, 3, 0		6	6
29	29	113	113	1.0	1/4	1/4	4/4	3	1	v		F	I		v	v							m	0	0	1, -2, 2		1	1
29	29	114	114	2.0	1/2	1/2	4/4	3	1	V/V		F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
30	30	116	116	4.0	0	0	4/4	3	1	V\\		F	I		V	V						\\	M	0	0	1, 5, 2		1	1
31	31	120	120	2.0	0	0	4/4	3	1	V6/vi		F	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
31	31	122	122	2.0	1/2	1/2	4/4	3	1	V/ii		F	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
32	32	124	124	2.0	0	0	4/4	3	1	V6/V		F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
32	32	126	126	1.0	1/2	1/2	4/4	3	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
32	32	127	127	1.0	3/4	3/4	4/4	3	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
33	33	128	128	2.0	0	0	4/4	3	1	V/vi		F	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
33	33	130	130	3.0	1/2	1/2	4/4	3	1	vi\\		F	I		vi	vi						\\	m	0	0	3, 0, 4		3	3
34	34	133	133	3.0	1/4	1/4	4/4	3	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
35	35	136	136	1.0	0	0	4/4	3	1	bVII		F	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
35	35	137	137	1.0	1/4	1/4	4/4	3	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
35	35	138	138	2.0	1/2	1/2	4/4	3	1	ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
36	36	140	140	1.0	0	0	4/4	3	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
36	36	141	141	1.0	1/4	1/4	4/4	3	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
36	36	142	142	2.0	1/2	1/2	4/4	3	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
37	37	144	144	1.0	0	0	4/4	3	1	V/ii		F	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
37	37	145	145	1.0	1/4	1/4	4/4	3	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
