mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	4	1	a.i		a	i		i	i							m	1	1	0, -3, 1		0	0
3	3	0	0	4/4	4	1	I6		a	i		I6	I		6					M	1	1	4, 1, 0		0	4
4	4	0	0	4/4	4	1	V(6)		a	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
4	4	1/2	1/2	4/4	4	1	V(64)		a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
5	5	0	0	4/4	4	1	V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
5	5	1/2	1/2	4/4	4	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
6	6	0	0	4/4	4	1	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
6	6	3/4	3/4	4/4	4	1	VII	v6	a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
7	7	0	0	4/4	4	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
7	7	1/4	1/4	4/4	4	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
7	7	1/2	1/2	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
8	8	0	0	4/4	4	1	V6(4)		a	i		V6(4)	V		6	4				M	1	1	0, 2, 1		1	0
8	8	1/2	1/2	4/4	4	1	V6		a	i		V6	V		6					M	1	1	5, 2, 1		1	5
9	9	0	0	4/4	4	1	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
10	10	0	0	4/4	4	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
12	12	1/4	1/4	4/4	4	1	#viio6(4)/iv		a	i		#viio6(4)/iv	#vii	o	6	4	iv			o	1	1	-4, -2, 4		4	-4
12	12	1/2	1/2	4/4	4	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
13	13	0	0	4/4	4	1	V(4)/iv		a	i		V(4)/iv	V			4	iv			M	1	1	0, -1, 1		0	0
13	13	1/2	1/2	4/4	4	1	V/iv		a	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
14	14	0	0	4/4	4	1	iv\\		a	i		iv	iv						\\	m	1	1	-1, -4, 0		-1	-1
