mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	6.0	0	0	4/4	3	1	G.I		G	I		I	I							M	0	0	0, 4, 1		0	0
2	2	6	2.0	1/2	1/2	4/4	3	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
3	3	8	4.0	0	0	4/4	3	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
4	4	12	2.0	0	0	4/4	3	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	4	14	2.0	1/2	1/2	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
5	5	16	4.0	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
6	6	20	2.0	0	0	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
6	6	22	1.0	1/2	1/2	4/4	3	1	vi	IV6	G	I		vi	vi							m	0	0	3, 0, 4		3	3
6	6	23	1.0	3/4	3/4	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
7	7	24	1.0	0	0	4/4	3	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	25	1.0	1/4	1/4	4/4	3	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	26	2.0	1/2	1/2	4/4	3	1	ii	viio6	G	I		ii	ii							m	0	0	2, -1, 3		2	2
8	8	28	8.0	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
10	10	36	4.0	0	0	4/4	3	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
11	11	40	4.0	0	0	4/4	3	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
12	12	44	4.0	0	0	4/4	3	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
