mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	3/2	5	1	g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
1	1	2	2	2.0	1/2	1/2	3/2	5	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1	1	4	4	2.0	1	1	3/2	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
2	2	6	6	2.0	0	0	3/2	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	8	8	2.0	1/2	1/2	3/2	5	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	10	10	2.0	1	1	3/2	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
3	3	12	12	2.0	0	0	3/2	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	14	14	2.0	1/2	1/2	3/2	5	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	16	16	2.0	1	1	3/2	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
4	4	18	18	2.0	0	0	3/2	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	20	20	2.0	1/2	1/2	3/2	5	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	22	22	2.0	1	1	3/2	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
5	5	24	24	4.0	0	0	3/2	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
5	5	28	28	2.0	1	1	3/2	5	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
6	6	30	30	4.0	0	0	3/2	5	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
6	6	34	34	2.0	1	1	3/2	5	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
7	7	36	36	2.0	0	0	3/2	5	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
