mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	5	1	G.I[I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
3	3	1/4	1/4	4/4	5	1	ii	viio6	G	I	I	ii	ii							m	0	0	2, -1, 3		2	2
3	3	1/2	1/2	4/4	5	1	I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
3	3	3/4	3/4	4/4	5	1	ii	viio6	G	I	I	ii	ii							m	0	0	2, -1, 3		2	2
4	4	0	0	4/4	5	1	I		G	I	I	I	I							M	0	0	0, 4, 1		0	0
4	4	3/8	3/8	4/4	5	1	V6		G	I	I	V6	V		6					M	0	0	5, 2, 1		1	5
4	4	3/4	3/4	4/4	5	1	vi]		G	I	I	vi	vi							m	0	0	3, 0, 4		3	3
5	5	0	0	4/4	5	1	V\\		G	I		V	V						\\	M	0	0	1, 5, 2		1	1
7	7	0	0	4/4	5	1	ii[ii		G	I	ii	ii	ii							m	0	0	2, -1, 3		2	2
9	9	1/4	1/4	4/4	5	1	iio/ii	#viio6/ii	G	I	ii	iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
9	9	1/2	1/2	4/4	5	1	ii		G	I	ii	ii	ii							m	0	0	2, -1, 3		2	2
9	9	3/4	3/4	4/4	5	1	iio/ii	#viio6/ii	G	I	ii	iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
10	10	0	0	4/4	5	1	ii		G	I	ii	ii	ii							m	0	0	2, -1, 3		2	2
10	10	3/8	3/8	4/4	5	1	V6/ii		G	I	ii	V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
10	10	3/4	3/4	4/4	5	1	#vio/ii]		G	I	ii	#vio/ii	#vi	o			ii			o	0	0	5, 2, -1		5	5
11	11	0	0	4/4	5	1	V/ii\\		G	I		V/ii	V				ii		\\	M	0	0	3, 7, 4		3	3
12	12	1/2	1/2	4/4	5	1	ii/V		G	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
13	13	0	0	4/4	5	1	V6/V		G	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
13	13	1/2	1/2	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
14	14	0	0	4/4	5	1	IV6/V		G	I		IV6/V	IV		6		V			M	0	0	4, 1, 0		0	4
14	14	1/2	1/2	4/4	5	1	V/v		G	I		V/v	V				v			M	0	0	2, 6, 3		2	2
14	14	3/4	3/4	4/4	5	1	V(64)/v		G	I		V(64)/v	V			64	v			M	0	0	2, 1, -2		2	2
15	15	0	0	4/4	5	1	V(4)/v		G	I		V(4)/v	V			4	v			M	0	0	2, 1, 3		2	2
15	15	1/2	1/2	4/4	5	1	v\\	V\\	G	I		v	v						\\	m	0	0	1, -2, 2		1	1
16	16	0	0	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
16	16	1/2	1/2	4/4	5	1	iii	I6	G	I		iii	iii							m	0	0	4, 1, 5		4	4
17	17	0	0	4/4	5	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
17	17	1/2	1/2	4/4	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
18	18	0	0	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
18	18	1/4	1/4	4/4	5	1	V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
18	18	1/2	1/2	4/4	5	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
18	18	3/4	3/4	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
19	19	0	0	4/4	5	1	I[I\\		G	I	I	I	I						\\	M	0	0	0, 4, 1		0	0
23	23	1/2	1/2	4/4	5	1	V(+4)		G	I	I	V(+4)	V			+4				M	0	0	1, 5, 2	0	1	1
23	23	3/4	3/4	4/4	5	1	vi6]		G	I	I	vi6	vi		6					m	0	0	0, 4, 3		3	0
24	24	0	0	4/4	5	1	V\\		G	I		V	V						\\	M	0	0	1, 5, 2		1	1
26	26	0	0	4/4	5	1	ii[ii		G	I	ii	ii	ii							m	0	0	2, -1, 3		2	2
30	30	1/2	1/2	4/4	5	1	V(+4)/ii		G	I	ii	V(+4)/ii	V			+4	ii			M	0	0	3, 7, 4	2	3	3
30	30	3/4	3/4	4/4	5	1	#vio6/ii]		G	I	ii	#vio6/ii	#vi	o	6		ii			o	0	0	2, -1, 5		5	2
31	31	0	0	4/4	5	1	V/ii\\		G	I		V/ii	V				ii		\\	M	0	0	3, 7, 4		3	3
33	33	0	0	4/4	5	1	V6/V		G	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
33	33	1/2	1/2	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
34	34	0	0	4/4	5	1	IV/V		G	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
34	34	1/2	1/2	4/4	5	1	V/v		G	I		V/v	V				v			M	0	0	2, 6, 3		2	2
34	34	3/4	3/4	4/4	5	1	V(64)/v		G	I		V(64)/v	V			64	v			M	0	0	2, 1, -2		2	2
35	35	0	0	4/4	5	1	V(4)/V		G	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
35	35	1/4	1/4	4/4	5	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
35	35	1/2	1/2	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
36	36	0	0	4/4	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
36	36	1/2	1/2	4/4	5	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
37	37	0	0	4/4	5	1	IV/IV		G	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
37	37	3/4	3/4	4/4	5	1	ii/IV		G	I		ii/IV	ii				IV			m	0	0	1, -2, 2		1	1
38	38	0	0	4/4	5	1	V/IV		G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
38	38	1/4	1/4	4/4	5	1	V(64)/IV		G	I		V(64)/IV	V			64	IV			M	0	0	0, -1, 3		0	0
38	38	1/2	1/2	4/4	5	1	V(4)/IV		G	I		V(4)/IV	V			4	IV			M	0	0	0, -1, 1		0	0
38	38	3/4	3/4	4/4	5	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
39	39	0	0	4/4	5	1	IV\\		G	I		IV	IV						\\	M	0	0	-1, 3, 0		-1	-1
40	40	0	0	4/4	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
40	40	1/2	1/2	4/4	5	1	IV/ii		G	I		IV/ii	IV				ii			M	0	0	1, 5, 2		1	1
41	41	1/4	1/4	4/4	5	1	ii/ii		G	I		ii/ii	ii				ii			m	0	0	4, 1, 5		4	4
41	41	1/2	1/2	4/4	5	1	V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
41	41	3/4	3/4	4/4	5	1	V(64)/ii		G	I		V(64)/ii	V			64	ii			M	0	0	3, 2, -1		3	3
42	42	0	0	4/4	5	1	V(4)/ii		G	I		V(4)/ii	V			4	ii			M	0	0	3, 2, 4		3	3
42	42	1/4	1/4	4/4	5	1	V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
42	42	1/2	1/2	4/4	5	1	ii\\		G	I		ii	ii						\\	m	0	0	2, -1, 3		2	2
42	42	3/4	3/4	4/4	5	1	bVII		G	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
43	43	1/4	1/4	4/4	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
43	43	1/2	1/2	4/4	5	1	V7		G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	3/4	3/4	4/4	5	1	V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
44	44	0	0	4/4	5	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
44	44	1/2	1/2	4/4	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
45	45	0	0	4/4	5	1	I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
47	47	0	0	4/4	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
48	48	0	0	4/4	5	1	V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
