mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/2	3	1	d.i		d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	0	0	2/2	3	1	V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
3	3	1/2	1/2	2/2	3	1	#viio		d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
4	4	0	0	2/2	3	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
4	4	1/4	1/4	2/2	3	1	IV7		d	i		IV7	IV		7					Mm7	1	1	-1, 3, 0, -3		-1	-1
4	4	1/2	1/2	2/2	3	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
5	5	0	0	2/2	3	1	i\\		d	i		i	i						\\	m	1	1	0, -3, 1		0	0
5	5	1/2	1/2	2/2	3	1	IV		d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
6	6	0	0	2/2	3	1	VII		d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
6	6	1/2	1/2	2/2	3	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
7	7	0	0	2/2	3	1	vi/IV		d	i		vi/IV	vi				IV			m	1	1	2, -1, 3		2	2
7	7	1/4	1/4	2/2	3	1	IV/IV		d	i		IV/IV	IV				IV			M	1	1	-2, 2, -1		-2	-2
7	7	1/2	1/2	2/2	3	1	V/IV		d	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
8	8	0	0	2/2	3	1	IV\\		d	i		IV	IV						\\	M	1	1	-1, 3, 0		-1	-1
8	8	1/2	1/2	2/2	3	1	VII		d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
9	9	0	0	2/2	3	1	ii/VII	viio6/VII	d	i		ii/VII	ii				VII			m	1	1	0, -3, 1		0	0
9	9	1/4	1/4	2/2	3	1	VII6		d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
9	9	1/2	1/2	2/2	3	1	ii6/VII		d	i		ii6/VII	ii		6		VII			m	1	1	-3, 1, 0		0	-3
9	9	3/4	3/4	2/2	3	1	V/VII		d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
10	10	0	0	2/2	3	1	VII\\		d	i		VII	VII						\\	M	1	1	-2, 2, -1		-2	-2
10	10	1/2	1/2	2/2	3	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
11	11	0	0	2/2	3	1	I		d	i		I	I							M	1	1	0, 4, 1		0	0
11	11	1/2	1/2	2/2	3	1	ii		d	i		ii	ii							m	1	1	2, -1, 3		2	2
12	12	0	0	2/2	3	1	VI/v		d	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
12	12	1/4	1/4	2/2	3	1	IV/v		d	i		IV/v	IV				v			M	1	1	0, 4, 1		0	0
12	12	1/2	1/2	2/2	3	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
13	13	0	0	2/2	3	1	v\\	V\\	d	i		v	v						\\	m	1	1	1, -2, 2		1	1
13	13	1/2	1/2	2/2	3	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
14	14	0	0	2/2	3	1	ii	#viio6	d	i		ii	ii							m	1	1	2, -1, 3		2	2
14	14	1/4	1/4	2/2	3	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	1/2	1/2	2/2	3	1	ii6		d	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
14	14	3/4	3/4	2/2	3	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
15	15	0	0	2/2	3	1	i\\	I\\	d	i		i	i						\\	m	1	1	0, -3, 1		0	0
16	16	0	0	2/2	3	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
17	17	0	0	2/2	3	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
18	18	0	0	2/2	3	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
18	18	1/2	1/2	2/2	3	1	iio/v	#viio6/v	d	i		iio/v	ii	o			v			o	1	1	3, 0, -3		3	3
19	19	0	0	2/2	3	1	V(64)/v		d	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
19	19	1/4	1/4	2/2	3	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
19	19	1/2	1/2	2/2	3	1	V(4)/v		d	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
19	19	3/4	3/4	2/2	3	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
20	20	0	0	2/2	3	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
20	20	1/2	1/2	2/2	3	1	V(64)/iv		d	i		V(64)/iv	V			64	iv			M	1	1	0, -1, -4		0	0
20	20	3/4	3/4	2/2	3	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
21	21	0	0	2/2	3	1	V(4)/IV		d	i		V(4)/IV	V			4	IV			M	1	1	0, -1, 1		0	0
21	21	1/4	1/4	2/2	3	1	V/IV		d	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
22	22	0	0	2/2	3	1	IV\\		d	i		IV	IV						\\	M	1	1	-1, 3, 0		-1	-1
23	23	1/2	1/2	2/2	3	1	VII		d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
24	24	0	0	2/2	3	1	IV/VII		d	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
24	24	1/2	1/2	2/2	3	1	V/VII		d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
25	25	0	0	2/2	3	1	vi/VII		d	i		vi/VII	vi				VII			m	1	1	1, -2, 2		1	1
25	25	1/4	1/4	2/2	3	1	IV/VII		d	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
25	25	1/2	1/2	2/2	3	1	V/VII		d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
26	26	0	0	2/2	3	1	VII\\		d	i		VII	VII						\\	M	1	1	-2, 2, -1		-2	-2
26	26	1/2	1/2	2/2	3	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
27	27	0	0	2/2	3	1	IV6/IV		d	i		IV6/IV	IV		6		IV			M	1	1	2, -1, -2		-2	2
27	27	1/8	1/8	2/2	3	1	vi/IV		d	i		vi/IV	vi				IV			m	1	1	2, -1, 3		2	2
27	27	1/4	1/4	2/2	3	1	ii65/IV		d	i		ii65/IV	ii		65		IV			mm7	1	1	-2, 2, -1, 1		1	-2
27	27	1/2	1/2	2/2	3	1	V/IV		d	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
28	28	0	0	2/2	3	1	IV\\		d	i		IV	IV						\\	M	1	1	-1, 3, 0		-1	-1
28	28	1/2	1/2	2/2	3	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
29	29	0	0	2/2	3	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
29	29	1/8	1/8	2/2	3	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
29	29	1/4	1/4	2/2	3	1	ii65		d	i		ii65	ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
29	29	1/2	1/2	2/2	3	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
30	30	0	0	2/2	3	1	I\\		d	i		I	I						\\	M	1	1	0, 4, 1		0	0
30	30	1/2	1/2	2/2	3	1	v/v		d	i		v/v	v				v			m	1	1	2, -1, 3		2	2
31	31	0	0	2/2	3	1	iv6/v		d	i		iv6/v	iv		6		v			m	1	1	-3, 1, 0		0	-3
31	31	1/8	1/8	2/2	3	1	VI/v		d	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
31	31	1/4	1/4	2/2	3	1	ii65/v		d	i		ii65/v	ii		65		v			mm7	1	1	0, 4, 1, 3		3	0
31	31	1/2	1/2	2/2	3	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
32	32	0	0	2/2	3	1	v\\		d	i		v	v						\\	m	1	1	1, -2, 2		1	1
32	32	1/4	1/4	2/2	3	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
32	32	1/2	1/2	2/2	3	1	ii/III	viio6/III	d	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
32	32	3/4	3/4	2/2	3	1	III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
