mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1	a.i		a	i		i	i							m	1	1	0, -3, 1		0	0
1	1	1/2	1/2	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
2	2	0	0	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
2	2	1/4	1/4	4/4	3	1	iio	#viio6	a	i		iio	ii	o						o	1	1	2, -1, -4		2	2
2	2	1/2	1/2	4/4	3	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	3/4	3/4	4/4	3	1	iv7		a	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
2	2	7/8	7/8	4/4	3	1	iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
3	3	0	0	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
3	3	1/2	1/2	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
3	3	3/4	3/4	4/4	3	1	#viio		a	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
4	4	0	0	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
4	4	1/4	1/4	4/4	3	1	iv7		a	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
4	4	3/8	3/8	4/4	3	1	iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
4	4	1/2	1/2	4/4	3	1	V\\		a	i		V	V						\\	M	1	1	1, 5, 2		1	1
5	5	0	0	4/4	3	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
5	5	1/2	1/2	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
6	6	0	0	4/4	3	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
6	6	1/4	1/4	4/4	3	1	ii/III	viio6/III	a	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
6	6	1/2	1/2	4/4	3	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
6	6	3/4	3/4	4/4	3	1	vii%7/VII		a	i		vii%7/VII	vii	%	7		VII			%7	1	1	3, 0, -3, 1		3	3
7	7	0	0	4/4	3	1	VII\\		a	i		VII	VII						\\	M	1	1	-2, 2, -1		-2	-2
8	8	0	0	4/4	3	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	8	1/2	1/2	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
9	9	0	0	4/4	3	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
9	9	1/4	1/4	4/4	3	1	ii6/III		a	i		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
9	9	1/2	1/2	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
9	9	3/4	3/4	4/4	3	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
10	10	0	0	4/4	3	1	V(4)/III		a	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
10	10	3/8	3/8	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
10	10	1/2	1/2	4/4	3	1	III\\		a	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
11	11	0	0	4/4	3	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
11	11	1/2	1/2	4/4	3	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
12	12	0	0	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
12	12	1/2	1/2	4/4	3	1	V6		a	i		V6	V		6					M	1	1	5, 2, 1		1	5
12	12	3/4	3/4	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
13	13	0	0	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
13	13	1/4	1/4	4/4	3	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
13	13	1/2	1/2	4/4	3	1	V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
13	13	3/4	3/4	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
14	14	0	0	4/4	3	1	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
14	14	1/2	1/2	4/4	3	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
15	15	0	0	4/4	3	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
15	15	1/2	1/2	4/4	3	1	V6/VII		a	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
15	15	3/4	3/4	4/4	3	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
16	16	0	0	4/4	3	1	V/VII		a	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
16	16	1/4	1/4	4/4	3	1	IV/VII		a	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
16	16	1/2	1/2	4/4	3	1	V(4)/VII		a	i		V(4)/VII	V			4	VII			M	1	1	-1, -2, 0		-1	-1
