mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	4/4	3	1	a.i		a	i		i	i							m	1	1	0, -3, 1		0	0
1	1	1	1	1.0	1/4	1/4	4/4	3	1	i2		a	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
1	1	2	2	1.0	1/2	1/2	4/4	3	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
1	1	3	3	1.0	3/4	3/4	4/4	3	1	V(64)		a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
2	2	4	4	1.0	0	0	4/4	3	1	iio6	ii%65	a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
2	2	5	5	1.0	1/4	1/4	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
2	2	6	6	2.0	1/2	1/2	4/4	3	1	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
3	3	8	8	1.0	0	0	4/4	3	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
3	3	9	9	1.0	1/4	1/4	4/4	3	1	#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
3	3	10	10	1.0	1/2	1/2	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
3	3	11	11	1.0	3/4	3/4	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
4	4	12	12	1.0	0	0	4/4	3	1	ii6/III		a	i		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
4	4	13	13	1.0	1/4	1/4	4/4	3	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
4	4	14	14	1.0	1/2	1/2	4/4	3	1	V(4)/III		a	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
4	4	15	15	1.0	3/4	3/4	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
