mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	2	1		g.III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
2	2	0	0	4/4	2	1		bVI		g	i		bVI	bVI							M	1	1	-11, -7, -10		-11	-11
3	3	0	0	4/4	2	1		I\\		g	i		I	I						\\	M	1	1	0, 4, 1		0	0
4	4	1/2	1/2	4/4	2	1		IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
5	5	0	0	4/4	2	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
6	6	0	0	4/4	2	1		V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
7	7	1/2	1/2	4/4	2	1		v		g	i		v	v							m	1	1	1, -2, 2		1	1
8	8	0	0	4/4	2	1		VI6		g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
8	8	1/2	1/2	4/4	2	1		V6(6)/III		g	i		V6(6)/III	V		6	6	III			M	1	1	2, 1, -2		-2	2
8	8	3/4	3/4	4/4	2	1		V6/III		g	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
9	9	0	0	4/4	2	1		III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
9	9	1/2	1/2	4/4	2	1		iv65(2)		g	i		iv65(2)	iv		65	2				mm7	1	1	-4, 0, -3, 1		-1	-4
9	9	3/4	3/4	4/4	2	1		iv65		g	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
10	10	0	0	4/4	2	1		V(4)/III		g	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
10	10	1/2	1/2	4/4	2	1		V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
11	11	0	0	4/4	2	1		III\\		g	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
12	12	0	0	4/4	2	1		VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
14	14	0	0	4/4	2	1		vii		g	i		vii	vii							m	1	1	-2, -5, -1		-2	-2
14	14	1/2	1/2	4/4	2	1		vii(9)		g	i		vii(9)	vii			9				m	1	1	-2, -5, -1	0	-2	-2
14	14	7/8	7/8	4/4	2	1		vii		g	i		vii	vii							m	1	1	-2, -5, -1		-2	-2
15	15	0	0	4/4	2	1		V/vii		g	i		V/vii	V				vii			M	1	1	-1, 3, 0		-1	-1
15	15	1/2	1/2	4/4	2	1		i		g	i		i	i							m	1	1	0, -3, 1		0	0
17	17	0	0	4/4	2	1		V		g	i		V	V							M	1	1	1, 5, 2		1	1
