mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	4.0	0	0	4/4	4	1	g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	4	2.0	0	0	4/4	4	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
2	2	6	2.0	1/2	1/2	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	8	2.0	0	0	4/4	4	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
3	3	10	1.0	1/2	1/2	4/4	4	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	11	1.0	3/4	3/4	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	12	2.0	0	0	4/4	4	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
4	4	14	2.0	1/2	1/2	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
5	5	16	2.0	0	0	4/4	4	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	18	1.0	1/2	1/2	4/4	4	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
5	5	19	1.0	3/4	3/4	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
6	6	20	2.0	0	0	4/4	4	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
6	6	22	2.0	1/2	1/2	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
7	7	24	2.0	0	0	4/4	4	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
7	7	26	1.0	1/2	1/2	4/4	4	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
7	7	27	1.0	3/4	3/4	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
8	8	28	2.0	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
8	8	30	2.0	1/2	1/2	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
9	9	32	2.0	0	0	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
9	9	34	1.0	1/2	1/2	4/4	4	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
9	9	35	1.0	3/4	3/4	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
10	10	36	2.0	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
10	10	38	2.0	1/2	1/2	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
11	11	40	2.0	0	0	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
11	11	42	1.0	1/2	1/2	4/4	4	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
11	11	43	1.0	3/4	3/4	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
12	12	44	2.0	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
12	12	46	4.0	1/2	1/2	4/4	4	1	III\\		g	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
13	13	50	4.0	1/2	1/2	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
14	14	54	4.0	1/2	1/2	4/4	4	1	V6/v		g	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
15	15	58	2.0	1/2	1/2	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
16	16	60	2.0	0	0	4/4	4	1	VI/v		g	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
16	16	62	1.0	1/2	1/2	4/4	4	1	iv/v		g	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
16	16	63	1.0	3/4	3/4	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
17	17	64	2.0	0	0	4/4	4	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
17	17	66	4.0	1/2	1/2	4/4	4	1	V\\		g	i		V	V						\\	M	1	1	1, 5, 2		1	1
18	18	70	2.0	1/2	1/2	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
19	19	72	2.0	0	0	4/4	4	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
19	19	74	6.0	1/2	1/2	4/4	4	1	i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
21	21	80	4.0	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
22	22	84	4.0	0	0	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
23	23	88	4.0	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
24	24	92	3.0	0	0	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
24	24	95	1.0	3/4	3/4	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
25	25	96	4.0	0	0	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
26	26	100	4.0	0	0	4/4	4	1	V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
27	27	104	4.0	0	0	4/4	4	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
28	28	108	4.0	0	0	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
29	29	112	3.0	0	0	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
29	29	115	1.0	3/4	3/4	4/4	4	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
30	30	116	4.0	0	0	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
31	31	120	4.0	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
32	32	124	4.0	0	0	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
33	33	128	4.0	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
34	34	132	3.0	0	0	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
34	34	135	1.0	3/4	3/4	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
35	35	136	4.0	0	0	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
36	36	140	3.0	0	0	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
36	36	143	1.0	3/4	3/4	4/4	4	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
37	37	144	4.0	0	0	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
38	38	148	3.0	0	0	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
38	38	151	1.0	3/4	3/4	4/4	4	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
39	39	152	3.0	0	0	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
39	39	155	5.0	3/4	3/4	4/4	4	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
41	41	160	4.0	0	0	4/4	4	1	I\\		g	i		I	I						\\	M	1	1	0, 4, 1		0	0
42	42	164	3.0	0	0	4/4	4	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
42	42	167	1.0	3/4	3/4	4/4	4	1	vi/III		g	i		vi/III	vi				III			m	1	1	0, -3, 1		0	0
43	43	168	4.0	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
44	44	172	4.0	0	0	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
45	45	176	4.0	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
46	46	180	3.0	0	0	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
46	46	183	1.0	3/4	3/4	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
47	47	184	4.0	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
48	48	188	3.0	0	0	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
48	48	191	1.0	3/4	3/4	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
49	49	192	1.0	0	0	4/4	4	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
49	49	193	3.0	1/4	1/4	4/4	4	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
50	50	196	1.0	0	0	4/4	4	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
50	50	197	1.0	1/4	1/4	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
50	50	198	1.0	1/2	1/2	4/4	4	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
50	50	199	1.0	3/4	3/4	4/4	4	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
51	51	200	1.0	0	0	4/4	4	1	VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
51	51	201	2.0	1/4	1/4	4/4	4	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
51	51	203	1.0	3/4	3/4	4/4	4	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
52	52	204	1.0	0	0	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
52	52	205	1.0	1/4	1/4	4/4	4	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
52	52	206	1.0	1/2	1/2	4/4	4	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
52	52	207	1.0	3/4	3/4	4/4	4	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
53	53	208	1.0	0	0	4/4	4	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
53	53	209	3.0	1/4	1/4	4/4	4	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
54	54	212	8.0	0	0	4/4	4	1	i\\	I\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
