mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/2	6	1		G.I		G	I		I	I							M	0	0	0, 4, 1		0	0
2	2	0	0	3/2	6	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	1	1	3/2	6	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	0	0	3/2	6	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1/2	1/2	3/2	6	1		viio6(2)		G	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
3	3	1	1	3/2	6	1		viio6		G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
4	4	0	0	3/2	6	1		I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
5	5	0	0	3/2	6	1		IV7/V		G	I		IV7/V	IV		7		V			Mm7	0	0	0, 4, 1, -2		0	0
5	5	1/2	1/2	3/2	6	1		V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
6	6	0	0	3/2	6	1		V\\		G	I		V	V						\\	M	0	0	1, 5, 2		1	1
6	6	1	1	3/2	6	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	0	0	3/2	6	1		ii6		G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	1/2	1/2	3/2	6	1		V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
8	8	0	0	3/2	6	1		ii\\		G	I		ii	ii						\\	m	0	0	2, -1, 3		2	2
8	8	1	1	3/2	6	1		IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
9	9	0	0	3/2	6	1		ii65/IV		G	I		ii65/IV	ii		65		IV			mm7	0	0	-2, 2, -1, 1		1	-2
9	9	1	1	3/2	6	1		V/IV		G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
10	10	0	0	3/2	6	1		IV\\		G	I		IV	IV						\\	M	0	0	-1, 3, 0		-1	-1
10	10	1/2	1/2	3/2	6	1		V/IV		G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
10	10	1	1	3/2	6	1		V2(+2)/IV		G	I		V2(+2)/IV	V		2	+2	IV			Mm7	0	0	-2, 0, 4, 1	2	0	-2
10	10	5/4	5/4	3/2	6	1		IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
11	11	0	0	3/2	6	1		ii/IV		G	I		ii/IV	ii				IV			m	0	0	1, -2, 2		1	1
11	11	1	1	3/2	6	1		V6/IV		G	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
