mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	8.0	0	0	4/4	4	1	a.i		a	i		i	i							m	1	1	0, -3, 1		0	0
3	3	8	4.0	0	0	4/4	4	1	I6		a	i		I6	I		6					M	1	1	4, 1, 0		0	4
4	4	12	2.0	0	0	4/4	4	1	V(6)		a	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
4	4	14	2.0	1/2	1/2	4/4	4	1	V(64)		a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
5	5	16	2.0	0	0	4/4	4	1	V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
5	5	18	2.0	1/2	1/2	4/4	4	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
6	6	20	3.0	0	0	4/4	4	1	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
6	6	23	1.0	3/4	3/4	4/4	4	1	VII	v6	a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
7	7	24	1.0	0	0	4/4	4	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
7	7	25	1.0	1/4	1/4	4/4	4	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
7	7	26	2.0	1/2	1/2	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
8	8	28	2.0	0	0	4/4	4	1	V6(4)		a	i		V6(4)	V		6	4				M	1	1	0, 2, 1		1	0
8	8	30	2.0	1/2	1/2	4/4	4	1	V6		a	i		V6	V		6					M	1	1	5, 2, 1		1	5
9	9	32	4.0	0	0	4/4	4	1	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
10	10	36	9.0	0	0	4/4	4	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
12	12	45	1.0	1/4	1/4	4/4	4	1	#viio6(4)/iv		a	i		#viio6(4)/iv	#vii	o	6	4	iv			o	1	1	-4, -2, 4		4	-4
12	12	46	2.0	1/2	1/2	4/4	4	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
13	13	48	2.0	0	0	4/4	4	1	V(4)/iv		a	i		V(4)/iv	V			4	iv			M	1	1	0, -1, 1		0	0
13	13	50	2.0	1/2	1/2	4/4	4	1	V/iv		a	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
14	14	52	4.0	0	0	4/4	4	1	iv\\		a	i		iv	iv						\\	m	1	1	-1, -4, 0		-1	-1
15	15	56	2.0	0	0	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
15	15	58	1.0	1/2	1/2	4/4	4	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
15	15	59	1.0	3/4	3/4	4/4	4	1	v6		a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
16	16	60	2.0	0	0	4/4	4	1	IV/III		a	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
16	16	62	2.0	1/2	1/2	4/4	4	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
17	17	64	1.0	0	0	4/4	4	1	V6/III		a	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
17	17	65	1.0	1/4	1/4	4/4	4	1	IV/III		a	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
17	17	66	1.0	1/2	1/2	4/4	4	1	V7/III		a	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
17	17	67	1.0	3/4	3/4	4/4	4	1	V(64)/III		a	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2
18	18	68	1.0	0	0	4/4	4	1	V(4)/III		a	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
18	18	69	1.0	1/4	1/4	4/4	4	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
18	18	70	4.0	1/2	1/2	4/4	4	1	III\\		a	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
19	19	74	4.0	1/2	1/2	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
20	20	78	2.0	1/2	1/2	4/4	4	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
21	21	80	1.0	0	0	4/4	4	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
21	21	81	1.0	1/4	1/4	4/4	4	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
21	21	82	1.0	1/2	1/2	4/4	4	1	iv(96)		a	i		iv(96)	iv			96				m	1	1	-1, -4, 2	1	-1	-1
21	21	83	1.0	3/4	3/4	4/4	4	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
22	22	84	1.0	0	0	4/4	4	1	V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
22	22	85	1.0	1/4	1/4	4/4	4	1	V(64)		a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
22	22	86	1.0	1/2	1/2	4/4	4	1	V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
22	22	87	1.0	3/4	3/4	4/4	4	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
23	23	88	4.0	0	0	4/4	4	1	i\\	I\\	a	i		i	i						\\	m	1	1	0, -3, 1		0	0
24	24	92	3.0	0	0	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
24	24	95	1.0	3/4	3/4	4/4	4	1	V6		a	i		V6	V		6					M	1	1	5, 2, 1		1	5
25	25	96	3.0	0	0	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
25	25	99	1.0	3/4	3/4	4/4	4	1	v6		a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
26	26	100	2.0	0	0	4/4	4	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
26	26	102	1.0	1/2	1/2	4/4	4	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
26	26	103	0.5	3/4	3/4	4/4	4	1	i(4)		a	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
26	26	207/2	0.5	7/8	7/8	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
27	27	104	4.0	0	0	4/4	4	1	V\\		a	i		V	V						\\	M	1	1	1, 5, 2		1	1
28	28	108	0.5	0	0	4/4	4	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
28	28	217/2	0.5	1/8	1/8	4/4	4	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
28	28	109	0.5	1/4	1/4	4/4	4	1	V6(+4)		a	i		V6(+4)	V		6	+4				M	1	1	5, 2, 1	0	1	5
28	28	219/2	0.5	3/8	3/8	4/4	4	1	vi/III		a	i		vi/III	vi				III			m	1	1	0, -3, 1		0	0
28	28	110	1.0	1/2	1/2	4/4	4	1	V(4)/III		a	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
28	28	111	1.0	3/4	3/4	4/4	4	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
29	29	112	2.0	0	0	4/4	4	1	III\\		a	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
29	29	114	1.0	1/2	1/2	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
29	29	115	1.0	3/4	3/4	4/4	4	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
30	30	116	0.5	0	0	4/4	4	1	V/VI		a	i		V/VI	V				VI			M	1	1	-3, 1, -2		-3	-3
30	30	233/2	1.5	1/8	1/8	4/4	4	1	V(64)/VI		a	i		V(64)/VI	V			64	VI			M	1	1	-3, -4, 0		-3	-3
30	30	118	1.0	1/2	1/2	4/4	4	1	V(4)/VI		a	i		V(4)/VI	V			4	VI			M	1	1	-3, -4, -2		-3	-3
30	30	119	1.0	3/4	3/4	4/4	4	1	V/VI		a	i		V/VI	V				VI			M	1	1	-3, 1, -2		-3	-3
31	31	120	4.0	0	0	4/4	4	1	VI\\		a	i		VI	VI						\\	M	1	1	-4, 0, -3		-4	-4
32	32	124	4.0	0	0	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
33	33	128	2.0	0	0	4/4	4	1	V/iv		a	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
33	33	130	1.0	1/2	1/2	4/4	4	1	V2/iv		a	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
33	33	131	1.0	3/4	3/4	4/4	4	1	V64/iv		a	i		V64/iv	V		64		iv			M	1	1	1, 0, 4		0	1
34	34	132	2.0	0	0	4/4	4	1	V6/iv		a	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
34	34	134	2.0	1/2	1/2	4/4	4	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
35	35	136	2.0	0	0	4/4	4	1	#viio(2)/iv		a	i		#viio(2)/iv	#vii	o		2	iv			o	1	1	-1, 1, -2		4	-1
35	35	138	2.0	1/2	1/2	4/4	4	1	#viio/iv		a	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
36	36	140	2.0	0	0	4/4	4	1	iv(94)		a	i		iv(94)	iv			94				m	1	1	-1, -2, 0	1	-1	-1
36	36	142	2.0	1/2	1/2	4/4	4	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
37	37	144	2.0	0	0	4/4	4	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
37	37	146	4.0	1/2	1/2	4/4	4	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
38	38	150	1.0	1/2	1/2	4/4	4	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
38	38	151	1.0	3/4	3/4	4/4	4	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
39	39	152	2.0	0	0	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
39	39	154	1.0	1/2	1/2	4/4	4	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
39	39	155	1.0	3/4	3/4	4/4	4	1	ii%43		a	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
40	40	156	2.0	0	0	4/4	4	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
40	40	158	2.0	1/2	1/2	4/4	4	1	V(64)		a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
41	41	160	2.0	0	0	4/4	4	1	V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
41	41	162	2.0	1/2	1/2	4/4	4	1	V\\		a	i		V	V						\\	M	1	1	1, 5, 2		1	1
42	42	164	2.0	0	0	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
42	42	166	2.0	1/2	1/2	4/4	4	1	v6		a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
43	43	168	2.0	0	0	4/4	4	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
43	43	170	2.0	1/2	1/2	4/4	4	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
44	44	172	2.0	0	0	4/4	4	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
44	44	174	1.0	1/2	1/2	4/4	4	1	III(2)		a	i		III(2)	III			2				M	1	1	-1, 1, -2		-3	-1
44	44	175	1.0	3/4	3/4	4/4	4	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
45	45	176	2.0	0	0	4/4	4	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
45	45	178	1.0	1/2	1/2	4/4	4	1	v6(4)		a	i		v6(4)	v		6	4				m	1	1	0, 2, 1		1	0
45	45	179	1.0	3/4	3/4	4/4	4	1	v6		a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
46	46	180	3.0	0	0	4/4	4	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
46	46	183	0.5	3/4	3/4	4/4	4	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
46	46	367/2	0.5	7/8	7/8	4/4	4	1	VII7		a	i		VII7	VII		7					Mm7	1	1	-2, 2, -1, -4		-2	-2
47	47	184	2.0	0	0	4/4	4	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
47	47	186	2.0	1/2	1/2	4/4	4	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
48	48	188	2.0	0	0	4/4	4	1	V/v		a	i		V/v	V				v			M	1	1	2, 6, 3		2	2
48	48	190	2.0	1/2	1/2	4/4	4	1	V(64)/v		a	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
49	49	192	2.0	0	0	4/4	4	1	V(4)/v		a	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
49	49	194	2.0	1/2	1/2	4/4	4	1	V/v		a	i		V/v	V				v			M	1	1	2, 6, 3		2	2
50	50	196	4.0	0	0	4/4	4	1	v\\		a	i		v	v						\\	m	1	1	1, -2, 2		1	1
