mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	4.0	0	0	4/4	4	1	e.i		e	i		i	i							m	1	1	0, -3, 1		0	0
2	2	4	4.0	0	0	4/4	4	1	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	8	3.0	0	0	4/4	4	1	i		e	i		i	i							m	1	1	0, -3, 1		0	0
3	3	11	1.0	3/4	3/4	4/4	4	1	v6		e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	4	12	4.0	0	0	4/4	4	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	16	4.0	0	0	4/4	4	1	V		e	i		V	V							M	1	1	1, 5, 2		1	1
6	6	20	4.0	0	0	4/4	4	1	i\\		e	i		i	i						\\	m	1	1	0, -3, 1		0	0
7	7	24	4.0	0	0	4/4	4	1	VI/iv	iv6/iv	e	i		VI/iv	VI				iv			M	1	1	-5, -1, -4		-5	-5
8	8	28	4.0	0	0	4/4	4	1	V/iv		e	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
9	9	32	2.0	0	0	4/4	4	1	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	9	34	1.0	1/2	1/2	4/4	4	1	iv6		e	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
9	9	35	1.0	3/4	3/4	4/4	4	1	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
10	10	36	2.0	0	0	4/4	4	1	#viio6(2)/iv		e	i		#viio6(2)/iv	#vii	o	6	2	iv			o	1	1	1, -2, -1		4	1
10	10	38	2.0	1/2	1/2	4/4	4	1	#viio6/iv		e	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
11	11	40	4.0	0	0	4/4	4	1	iv\\		e	i		iv	iv						\\	m	1	1	-1, -4, 0		-1	-1
12	12	44	4.0	0	0	4/4	4	1	i		e	i		i	i							m	1	1	0, -3, 1		0	0
13	13	48	4.0	0	0	4/4	4	1	V6		e	i		V6	V		6					M	1	1	5, 2, 1		1	5
14	14	52	2.0	0	0	4/4	4	1	i		e	i		i	i							m	1	1	0, -3, 1		0	0
14	14	54	2.0	1/2	1/2	4/4	4	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
15	15	56	2.0	0	0	4/4	4	1	V(4)		e	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
15	15	58	2.0	1/2	1/2	4/4	4	1	V		e	i		V	V							M	1	1	1, 5, 2		1	1
16	16	60	4.0	0	0	4/4	4	1	VI\\		e	i		VI	VI						\\	M	1	1	-4, 0, -3		-4	-4
17	17	64	2.0	0	0	4/4	4	1	v	V	e	i		v	v							m	1	1	1, -2, 2		1	1
17	17	66	1.0	1/2	1/2	4/4	4	1	i		e	i		i	i							m	1	1	0, -3, 1		0	0
17	17	67	1.0	3/4	3/4	4/4	4	1	v6		e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
18	18	68	1.0	0	0	4/4	4	1	iv6		e	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
18	18	69	1.0	1/4	1/4	4/4	4	1	#viio6/iv		e	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
18	18	70	2.0	1/2	1/2	4/4	4	1	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
19	19	72	2.0	0	0	4/4	4	1	V6(2)/iv		e	i		V6(2)/iv	V		6	2	iv			M	1	1	4, 1, -5		0	4
19	19	74	2.0	1/2	1/2	4/4	4	1	V6/iv		e	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
20	20	76	4.0	0	0	4/4	4	1	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
21	21	80	4.0	0	0	4/4	4	1	i		e	i		i	i							m	1	1	0, -3, 1		0	0
22	22	84	4.0	0	0	4/4	4	1	V6		e	i		V6	V		6					M	1	1	5, 2, 1		1	5
23	23	88	5.0	0	0	4/4	4	1	i		e	i		i	i							m	1	1	0, -3, 1		0	0
24	24	93	1.0	1/4	1/4	4/4	4	1	v6		e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
24	24	94	2.0	1/2	1/2	4/4	4	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
25	25	96	2.0	0	0	4/4	4	1	V(4)		e	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
25	25	98	2.0	1/2	1/2	4/4	4	1	V		e	i		V	V							M	1	1	1, 5, 2		1	1
26	26	100	2.0	0	0	4/4	4	1	i\\		e	i		i	i						\\	m	1	1	0, -3, 1		0	0
26	26	102	3.0	1/2	1/2	4/4	4	1	V/III		e	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
27	27	105	1.0	1/4	1/4	4/4	4	1	vi/III		e	i		vi/III	vi				III			m	1	1	0, -3, 1		0	0
27	27	106	1.0	1/2	1/2	4/4	4	1	V/III		e	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
27	27	107	1.0	3/4	3/4	4/4	4	1	III6		e	i		III6	III		6					M	1	1	1, -2, -3		-3	1
28	28	108	1.0	0	0	4/4	4	1	viio6(2)/III		e	i		viio6(2)/III	vii	o	6	2	III			o	1	1	-1, -4, -3		2	-1
28	28	109	3.0	1/4	1/4	4/4	4	1	viio6/III		e	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
29	29	112	5.0	0	0	4/4	4	1	III\\		e	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
30	30	117	2.0	1/4	1/4	4/4	4	1	IV/III		e	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
30	30	119	3.0	3/4	3/4	4/4	4	1	ii/III		e	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
31	31	122	2.0	1/2	1/2	4/4	4	1	III6		e	i		III6	III		6					M	1	1	1, -2, -3		-3	1
32	32	124	2.0	0	0	4/4	4	1	ii65/III		e	i		ii65/III	ii		65		III			mm7	1	1	-4, 0, -3, -1		-1	-4
32	32	126	2.0	1/2	1/2	4/4	4	1	V/III		e	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
33	33	128	5.0	0	0	4/4	4	1	III\\		e	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
34	34	133	2.0	1/4	1/4	4/4	4	1	VI6		e	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
34	34	135	1.0	3/4	3/4	4/4	4	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
35	35	136	2.0	0	0	4/4	4	1	IV/VI		e	i		IV/VI	IV				VI			M	1	1	-5, -1, -4		-5	-5
35	35	138	2.0	1/2	1/2	4/4	4	1	VI6		e	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
36	36	140	4.0	0	0	4/4	4	1	ii/VI	viio6/VI	e	i		ii/VI	ii				VI			m	1	1	-2, -5, -1		-2	-2
37	37	144	5.0	0	0	4/4	4	1	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
38	38	149	1.0	1/4	1/4	4/4	4	1	V/III		e	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
38	38	150	1.0	1/2	1/2	4/4	4	1	IV/III		e	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
38	38	151	1.0	3/4	3/4	4/4	4	1	viio6/III		e	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
39	39	152	4.0	0	0	4/4	4	1	III		e	i		III	III							M	1	1	-3, 1, -2		-3	-3
40	40	156	11.0	0	0	4/4	4	1	V/III		e	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
42	42	167	2.0	3/4	3/4	4/4	4	1	v		e	i		v	v							m	1	1	1, -2, 2		1	1
43	43	169	1.0	1/4	1/4	4/4	4	1	III		e	i		III	III							M	1	1	-3, 1, -2		-3	-3
