mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1	g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	0	0	4/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
2	2	1/2	1/2	4/4	3	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
3	3	0	0	4/4	3	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
3	3	1/2	1/2	4/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
4	4	0	0	4/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
5	5	0	0	4/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
5	5	1/2	1/2	4/4	3	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
6	6	0	0	4/4	3	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
6	6	1/2	1/2	4/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
7	7	0	0	4/4	3	1	i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
8	8	1/2	1/2	4/4	3	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
9	9	0	0	4/4	3	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
10	10	0	0	4/4	3	1	IV/III		g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
10	10	1/4	1/4	4/4	3	1	vi/III	IV6/III	g	i		vi/III	vi				III			m	1	1	0, -3, 1		0	0
10	10	1/2	1/2	4/4	3	1	V(4)/III		g	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
10	10	3/4	3/4	4/4	3	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
11	11	0	0	4/4	3	1	III\\		g	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
11	11	1/2	1/2	4/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
12	12	0	0	4/4	3	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
12	12	1/2	1/2	4/4	3	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
13	13	0	0	4/4	3	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
13	13	1/2	1/2	4/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
14	14	0	0	4/4	3	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
14	14	1/2	1/2	4/4	3	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
14	14	3/4	3/4	4/4	3	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
15	15	0	0	4/4	3	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
15	15	1/2	1/2	4/4	3	1	v\\		g	i		v	v						\\	m	1	1	1, -2, 2		1	1
16	16	0	0	4/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
17	17	0	0	4/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
17	17	1/2	1/2	4/4	3	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
18	18	0	0	4/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
18	18	1/2	1/2	4/4	3	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
19	19	0	0	4/4	3	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
19	19	1/4	1/4	4/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
20	20	0	0	4/4	3	1	i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
21	21	1/2	1/2	4/4	3	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
22	22	0	0	4/4	3	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
