mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	4/4	3	1	a.i		a	i		i	i							m	1	1	0, -3, 1		0	0
1	1	2	2.0	1/2	1/2	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
2	2	4	1.0	0	0	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
2	2	5	1.0	1/4	1/4	4/4	3	1	iio	#viio6	a	i		iio	ii	o						o	1	1	2, -1, -4		2	2
2	2	6	1.0	1/2	1/2	4/4	3	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	7	0.5	3/4	3/4	4/4	3	1	iv7		a	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
2	2	15/2	0.5	7/8	7/8	4/4	3	1	iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
3	3	8	2.0	0	0	4/4	3	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
3	3	10	1.0	1/2	1/2	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
3	3	11	1.0	3/4	3/4	4/4	3	1	#viio		a	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
4	4	12	1.0	0	0	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
4	4	13	0.5	1/4	1/4	4/4	3	1	iv7		a	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
4	4	27/2	0.5	3/8	3/8	4/4	3	1	iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
4	4	14	2.0	1/2	1/2	4/4	3	1	V\\		a	i		V	V						\\	M	1	1	1, 5, 2		1	1
5	5	16	2.0	0	0	4/4	3	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
5	5	18	2.0	1/2	1/2	4/4	3	1	V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
6	6	20	1.0	0	0	4/4	3	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
6	6	21	1.0	1/4	1/4	4/4	3	1	ii/III	viio6/III	a	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
6	6	22	1.0	1/2	1/2	4/4	3	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
6	6	23	1.0	3/4	3/4	4/4	3	1	vii%7/VII		a	i		vii%7/VII	vii	%	7		VII			%7	1	1	3, 0, -3, 1		3	3
7	7	24	4.0	0	0	4/4	3	1	VII\\		a	i		VII	VII						\\	M	1	1	-2, 2, -1		-2	-2
8	8	28	2.0	0	0	4/4	3	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	8	30	2.0	1/2	1/2	4/4	3	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
9	9	32	1.0	0	0	4/4	3	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
