mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	2/2	2	1	g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
1	1	1	1.0	1/4	1/4	2/2	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1	1	2	1.0	1/2	1/2	2/2	2	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
1	1	3	1.0	3/4	3/4	2/2	2	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
2	2	4	1.0	0	0	2/2	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	5	1.0	1/4	1/4	2/2	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	6	1.0	1/2	1/2	2/2	2	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
2	2	7	1.0	3/4	3/4	2/2	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
3	3	8	2.0	0	0	2/2	2	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
3	3	10	2.0	1/2	1/2	2/2	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
4	4	12	1.0	0	0	2/2	2	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	4	13	1.0	1/4	1/4	2/2	2	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
4	4	14	5.0	1/2	1/2	2/2	2	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
5	5	19	1.0	3/4	3/4	2/2	2	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
6	6	20	1.0	0	0	2/2	2	1	iv(9)		g	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
6	6	21	1.0	1/4	1/4	2/2	2	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
6	6	22	1.0	1/2	1/2	2/2	2	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	23	1.0	3/4	3/4	2/2	2	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
7	7	24	1.0	0	0	2/2	2	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
7	7	25	1.0	1/4	1/4	2/2	2	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
7	7	26	6.0	1/2	1/2	2/2	2	1	i\\	I\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
9	9	32	1.0	0	0	2/2	2	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
9	9	33	1.0	1/4	1/4	2/2	2	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
9	9	34	2.0	1/2	1/2	2/2	2	1	V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
10	10	36	3.0	0	0	2/2	2	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
10	10	39	1.0	3/4	3/4	2/2	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	11	40	6.0	0	0	2/2	2	1	V/V		g	i		V/V	V				V			M	1	1	2, 6, 3		2	2
12	12	46	2.0	1/2	1/2	2/2	2	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
13	13	48	2.0	0	0	2/2	2	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
13	13	50	2.0	1/2	1/2	2/2	2	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
14	14	52	2.0	0	0	2/2	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
14	14	54	2.0	1/2	1/2	2/2	2	1	bVI		g	i		bVI	bVI							M	1	1	-11, -7, -10		-11	-11
15	15	56	1.0	0	0	2/2	2	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
15	15	57	2.0	1/4	1/4	2/2	2	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
15	15	59	1.0	3/4	3/4	2/2	2	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
16	16	60	6.0	0	0	2/2	2	1	i\\	I\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
17	17	66	4.0	1/2	1/2	2/2	2	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
18	18	70	2.0	1/2	1/2	2/2	2	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
19	19	72	2.0	0	0	2/2	2	1	V/IV		g	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
19	19	74	2.0	1/2	1/2	2/2	2	1	IV\\		g	i		IV	IV						\\	M	1	1	-1, 3, 0		-1	-1
20	20	76	2.0	0	0	2/2	2	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
20	20	78	1.0	1/2	1/2	2/2	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
20	20	79	1.0	3/4	3/4	2/2	2	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
21	21	80	4.0	0	0	2/2	2	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
22	22	84	2.0	0	0	2/2	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
22	22	86	1.0	1/2	1/2	2/2	2	1	iv7/v		g	i		iv7/v	iv		7		v			mm7	1	1	0, -3, 1, -2		0	0
22	22	87	1.0	3/4	3/4	2/2	2	1	iio6/v		g	i		iio6/v	ii	o	6		v			o	1	1	0, -3, 3		3	0
23	23	88	4.0	0	0	2/2	2	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
24	24	92	4.0	0	0	2/2	2	1	V\\		g	i		V	V						\\	M	1	1	1, 5, 2		1	1
25	25	96	4.0	0	0	2/2	2	1	v	V	g	i		v	v							m	1	1	1, -2, 2		1	1
26	26	100	2.0	0	0	2/2	2	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
26	26	102	3.0	1/2	1/2	2/2	2	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
27	27	105	1.0	1/4	1/4	2/2	2	1	i(9)		g	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
27	27	106	6.0	1/2	1/2	2/2	2	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
29	29	112	2.0	0	0	2/2	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
29	29	114	2.0	1/2	1/2	2/2	2	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
30	30	116	1.0	0	0	2/2	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
30	30	117	1.0	1/4	1/4	2/2	2	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
