mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	4/4	3	1	g.i		g	i		i	i							m	1	1	0, -3, 1		0	0
1	1	3	3	1.0	3/4	3/4	4/4	3	1	ii	#viio6	g	i		ii	ii							m	1	1	2, -1, 3		2	2
2	2	4	4	2.0	0	0	4/4	3	1	III	i6	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
2	2	6	6	2.0	1/2	1/2	4/4	3	1	v	V	g	i		v	v							m	1	1	1, -2, 2		1	1
3	3	8	8	3.0	0	0	4/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	11	11	1.0	3/4	3/4	4/4	3	1	ii	#viio6	g	i		ii	ii							m	1	1	2, -1, 3		2	2
4	4	12	12	2.0	0	0	4/4	3	1	III	i6	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
4	4	14	14	2.0	1/2	1/2	4/4	3	1	v	V	g	i		v	v							m	1	1	1, -2, 2		1	1
5	5	16	16	2.0	0	0	4/4	3	1	VI(4)		g	i		VI(4)	VI			4				M	1	1	-4, 2, -3		-4	-4
5	5	18	18	2.0	1/2	1/2	4/4	3	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
6	6	20	20	2.0	0	0	4/4	3	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
6	6	22	22	2.0	1/2	1/2	4/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
7	7	24	24	6.0	0	0	4/4	3	1	i\\		g	i		i	i						\\	m	1	1	0, -3, 1		0	0
8	8	30	30	2.0	1/2	1/2	3/2	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
8	8	32	32	2.0	1	1	3/2	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
9	9	34	34	2.0	0	0	3/2	3	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
9	9	36	36	2.0	1/2	1/2	3/2	3	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
9	9	38	38	2.0	1	1	3/2	3	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
10	10	40	40	2.0	0	0	3/2	3	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
10	10	42	42	2.0	1/2	1/2	3/2	3	1	V/IV		g	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
10	10	44	44	2.0	1	1	3/2	3	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
11	11	46	46	2.0	0	0	3/2	3	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
11	11	48	48	2.0	1/2	1/2	3/2	3	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
11	11	50	50	2.0	1	1	3/2	3	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
12	12	52	52	1.0	0	0	4/4	3	1	i(2)		g	i		i(2)	i			2				m	1	1	2, -3, 1		0	2
12	12	53	53	1.0	1/4	1/4	4/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
12	12	54	54	2.0	1/2	1/2	4/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
13	13	56	56	4.0	0	0	4/4	3	1	i\\	I\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
14	14	60	60	3.0	0	0	4/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
14	14	63	63	1.0	3/4	3/4	4/4	3	1	ii	#viio6	g	i		ii	ii							m	1	1	2, -1, 3		2	2
15	15	64	64	2.0	0	0	4/4	3	1	III	i6	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
15	15	66	66	1.0	1/2	1/2	4/4	3	1	v	V	g	i		v	v							m	1	1	1, -2, 2		1	1
15	15	67	67	1.0	3/4	3/4	4/4	3	1	v7	V7	g	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
16	16	68	68	2.0	0	0	4/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
16	16	70	70	1.0	1/2	1/2	4/4	3	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
16	16	71	71	1.0	3/4	3/4	4/4	3	1	#viio		g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
17	17	72	72	2.0	0	0	4/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
17	17	74	74	1.0	1/2	1/2	4/4	3	1	v	V	g	i		v	v							m	1	1	1, -2, 2		1	1
17	17	75	75	1.0	3/4	3/4	4/4	3	1	v7	V7	g	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
18	18	76	76	2.0	0	0	4/4	3	1	VI(4)		g	i		VI(4)	VI			4				M	1	1	-4, 2, -3		-4	-4
18	18	78	78	1.0	1/2	1/2	4/4	3	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
18	18	79	79	1.0	3/4	3/4	4/4	3	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
19	19	80	80	2.0	0	0	4/4	3	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
19	19	82	82	2.0	1/2	1/2	4/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
20	20	84	84	4.0	0	0	4/4	3	1	i\\	I\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
21	21	88	88	2.0	0	0	3/2	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
21	21	90	90	2.0	1/2	1/2	3/2	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
21	21	92	92	2.0	1	1	3/2	3	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
22	22	94	94	2.0	0	0	3/2	3	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
22	22	96	96	2.0	1/2	1/2	3/2	3	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
22	22	98	98	2.0	1	1	3/2	3	1	V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
23	23	100	100	2.0	0	0	3/2	3	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
23	23	102	102	2.0	1/2	1/2	3/2	3	1	V/IV		g	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
23	23	104	104	2.0	1	1	3/2	3	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
24	24	106	106	2.0	0	0	3/2	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
24	24	108	108	2.0	1/2	1/2	3/2	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
24	24	110	110	2.0	1	1	3/2	3	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
25	25	112	112	2.0	0	0	4/4	3	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
25	25	114	114	1.0	1/2	1/2	4/4	3	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
25	25	115	115	1.0	3/4	3/4	4/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
26	26	116	116	1.0	0	0	4/4	3	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
26	26	117	117	3.0	1/4	1/4	4/4	3	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
27	27	120	120	4.0	0	0	4/4	3	1	i\\	I\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
28	28	124	124	3.0	0	0	4/4	3	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
28	28	127	127	1.0	3/4	3/4	4/4	3	1	V/VII		g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
29	29	128	128	2.0	0	0	4/4	3	1	IV/VII		g	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
29	29	130	130	1.0	1/2	1/2	4/4	3	1	VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
29	29	131	131	1.0	3/4	3/4	4/4	3	1	ii/VII	viio6/VII	g	i		ii/VII	ii				VII			m	1	1	0, -3, 1		0	0
30	30	132	132	3.0	0	0	4/4	3	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
30	30	135	135	1.0	3/4	3/4	4/4	3	1	ii/VII	viio6/VII	g	i		ii/VII	ii				VII			m	1	1	0, -3, 1		0	0
31	31	136	136	2.0	0	0	4/4	3	1	VII6	iii/VII	g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
31	31	138	138	1.0	1/2	1/2	4/4	3	1	IV/VII		g	i		IV/VII	IV				VII			M	1	1	-3, 1, -2		-3	-3
31	31	139	139	1.0	3/4	3/4	4/4	3	1	IVM7/VII		g	i		IVM7/VII	IV	M	7		VII			MM7	1	1	-3, 1, -2, 2		-3	-3
32	32	140	140	8.0	0	0	4/4	3	1	V/VII\\		g	i		V/VII	V				VII		\\	M	1	1	-1, 3, 0		-1	-1
34	34	148	148	2.0	0	0	3/2	3	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
34	34	150	150	2.0	1/2	1/2	3/2	3	1	V6/v		g	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
34	34	152	152	2.0	1	1	3/2	3	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
35	35	154	154	2.0	0	0	3/2	3	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
35	35	156	156	2.0	1/2	1/2	3/2	3	1	V6/III		g	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
35	35	158	158	2.0	1	1	3/2	3	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
36	36	160	160	2.0	0	0	3/2	3	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
36	36	162	162	2.0	1/2	1/2	3/2	3	1	V6/VII		g	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
36	36	164	164	2.0	1	1	3/2	3	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
37	37	166	166	2.0	0	0	4/4	3	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
37	37	168	168	2.0	1/2	1/2	4/4	3	1	V/iv		g	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
38	38	170	170	3.0	0	0	4/4	3	1	IV\\		g	i		IV	IV						\\	M	1	1	-1, 3, 0		-1	-1
38	38	173	173	1.0	3/4	3/4	4/4	3	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
39	39	174	174	2.0	0	0	4/4	3	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
39	39	176	176	1.0	1/2	1/2	4/4	3	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
