mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/2	5	1	G.I		G	I		I	I							M	0	0	0, 4, 1		0	0
1	1	1	1	3/2	5	1	ii	viio6	G	I		ii	ii							m	0	0	2, -1, 3		2	2
2	2	0	0	3/2	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
2	2	1	1	3/2	5	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	0	0	3/2	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1	1	3/2	5	1	ii	viio6	G	I		ii	ii							m	0	0	2, -1, 3		2	2
4	4	0	0	3/2	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
4	4	1/2	1/2	3/2	5	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
4	4	1	1	3/2	5	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	5	0	0	3/2	5	1	I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
5	5	1	1	3/2	5	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	6	0	0	3/2	5	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
6	6	1/2	1/2	3/2	5	1	ii64		G	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
6	6	1	1	3/2	5	1	iii6		G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
7	7	0	0	3/2	5	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	1/2	1/2	3/2	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
7	7	1	1	3/2	5	1	ii	viio6	G	I		ii	ii							m	0	0	2, -1, 3		2	2
8	8	0	0	3/2	5	1	iii	I6	G	I		iii	iii							m	0	0	4, 1, 5		4	4
8	8	1/2	1/2	3/2	5	1	ii6		G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	8	1	1	3/2	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
9	9	0	0	3/2	5	1	I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
10	10	1	1	3/2	5	1	ii	viio6	G	I		ii	ii							m	0	0	2, -1, 3		2	2
11	11	0	0	3/2	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
11	11	1/2	1/2	3/2	5	1	vi6		G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
11	11	1	1	3/2	5	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	0	0	3/2	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
12	12	1/2	1/2	3/2	5	1	vi6		G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
12	12	1	1	3/2	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
13	13	0	0	3/2	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
13	13	1/2	1/2	3/2	5	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
13	13	1	1	3/2	5	1	viio		G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
14	14	0	0	3/2	5	1	I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
14	14	1	1	3/2	5	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
15	15	0	0	3/2	5	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
15	15	1/2	1/2	3/2	5	1	ii64		G	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
15	15	1	1	3/2	5	1	iii6		G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
15	15	5/4	5/4	3/2	5	1	I64		G	I		I64	I		64					M	0	0	1, 0, 4		0	1
16	16	0	0	3/2	5	1	ii6		G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	1/2	1/2	3/2	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
16	16	1	1	3/2	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
17	17	0	0	3/2	5	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	1/2	1/2	3/2	5	1	ii65		G	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
17	17	1	1	3/2	5	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
18	18	0	0	3/2	5	1	I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
18	18	1	1	3/2	5	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
19	19	0	0	3/2	5	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
19	19	1	1	3/2	5	1	#viio6/ii		G	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
20	20	0	0	3/2	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
20	20	1	1	3/2	5	1	V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
21	21	0	0	3/2	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
21	21	1	1	3/2	5	1	V6/ii		G	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
22	22	0	0	3/2	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
22	22	1	1	3/2	5	1	V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
23	23	0	0	3/2	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
23	23	1	1	3/2	5	1	V6/ii		G	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
24	24	0	0	3/2	5	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
24	24	1	1	3/2	5	1	V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
25	25	0	0	3/2	5	1	ii\\		G	I		ii	ii						\\	m	0	0	2, -1, 3		2	2
25	25	1	1	3/2	5	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
26	26	0	0	3/2	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
26	26	1	1	3/2	5	1	ii	viio6	G	I		ii	ii							m	0	0	2, -1, 3		2	2
27	27	0	0	3/2	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
27	27	1/2	1/2	3/2	5	1	vi6		G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
27	27	1	1	3/2	5	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
28	28	0	0	3/2	5	1	iii6		G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
28	28	1/2	1/2	3/2	5	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
28	28	1	1	3/2	5	1	vii%7		G	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
29	29	0	0	3/2	5	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
29	29	1/2	1/2	3/2	5	1	IVM65		G	I		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
29	29	1	1	3/2	5	1	viio		G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
30	30	0	0	3/2	5	1	I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
30	30	1	1	3/2	5	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
31	31	0	0	3/2	5	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
