mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	3	1	G.I		G	I		I	I							M	0	0	0, 4, 1		0	0
2	2	0	0	4/4	3	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	1/2	1/2	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
3	3	0	0	4/4	3	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
3	3	1/2	1/2	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
4	4	0	0	4/4	3	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
4	4	1/2	1/2	4/4	3	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	5	1/2	1/2	4/4	3	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	0	0	4/4	3	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
6	6	1/2	1/2	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
7	7	0	0	4/4	3	1	I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
8	8	0	0	4/4	3	1	V6(2)		G	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
8	8	1/2	1/2	4/4	3	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
9	9	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
9	9	1/2	1/2	4/4	3	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
10	10	1/2	1/2	4/4	3	1	v		G	I		v	v							m	0	0	1, -2, 2		1	1
11	11	0	0	4/4	3	1	V(4)/v		G	I		V(4)/v	V			4	v			M	0	0	2, 1, 3		2	2
11	11	1/2	1/2	4/4	3	1	V/v		G	I		V/v	V				v			M	0	0	2, 6, 3		2	2
12	12	0	0	4/4	3	1	v\\		G	I		v	v						\\	m	0	0	1, -2, 2		1	1
13	13	0	0	4/4	3	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	1/2	1/2	4/4	3	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
14	14	0	0	4/4	3	1	V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
14	14	1/2	1/2	4/4	3	1	V(64)/ii		G	I		V(64)/ii	V			64	ii			M	0	0	3, 2, -1		3	3
15	15	0	0	4/4	3	1	V(4)/ii		G	I		V(4)/ii	V			4	ii			M	0	0	3, 2, 4		3	3
15	15	1/2	1/2	4/4	3	1	V/ii		G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
16	16	0	0	4/4	3	1	ii\\		G	I		ii	ii						\\	m	0	0	2, -1, 3		2	2
17	17	0	0	4/4	3	1	IV/IV		G	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
17	17	1/4	1/4	4/4	3	1	V/IV		G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
17	17	1/2	1/2	4/4	3	1	vi/IV		G	I		vi/IV	vi				IV			m	0	0	2, -1, 3		2	2
17	17	3/4	3/4	4/4	3	1	V6/IV		G	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
18	18	0	0	4/4	3	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	1/2	1/2	4/4	3	1	vi/IV		G	I		vi/IV	vi				IV			m	0	0	2, -1, 3		2	2
18	18	3/4	3/4	4/4	3	1	IV6/IV		G	I		IV6/IV	IV		6		IV			M	0	0	2, -1, -2		-2	2
19	19	0	0	4/4	3	1	V(4)/IV		G	I		V(4)/IV	V			4	IV			M	0	0	0, -1, 1		0	0
19	19	1/2	1/2	4/4	3	1	V/IV		G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
20	20	0	0	4/4	3	1	IV\\		G	I		IV	IV						\\	M	0	0	-1, 3, 0		-1	-1
20	20	1/2	1/2	4/4	3	1	vi	IV6	G	I		vi	vi							m	0	0	3, 0, 4		3	3
21	21	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
21	21	1/2	1/2	4/4	3	1	v		G	I		v	v							m	0	0	1, -2, 2		1	1
22	22	0	0	4/4	3	1	V(4)/v		G	I		V(4)/v	V			4	v			M	0	0	2, 1, 3		2	2
22	22	1/2	1/2	4/4	3	1	V/v		G	I		V/v	V				v			M	0	0	2, 6, 3		2	2
23	23	0	0	4/4	3	1	v\\		G	I		v	v						\\	m	0	0	1, -2, 2		1	1
24	24	0	0	4/4	3	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
25	25	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
25	25	3/4	3/4	4/4	3	1	V2/IV		G	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
26	26	0	0	4/4	3	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
26	26	1/4	1/4	4/4	3	1	V64/IV		G	I		V64/IV	V		64		IV			M	0	0	1, 0, 4		0	1
26	26	1/2	1/2	4/4	3	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
27	27	1/2	1/2	4/4	3	1	vi	IV6	G	I		vi	vi							m	0	0	3, 0, 4		3	3
28	28	0	0	4/4	3	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
28	28	1/2	1/2	4/4	3	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
29	29	0	0	4/4	3	1	I\\		G	I		I	I						\\	M	0	0	0, 4, 1		0	0
31	31	0	0	4/4	3	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
31	31	1/2	1/2	4/4	3	1	bVII		G	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
32	32	0	0	4/4	3	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
