mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=160	160.0	𝅘𝅥	160.0	0.0	
1	1	0	0	4.0	0	0	Chord	4/4	1	1	1	1	1	0	Er-							
1	1	0	0	4.0	0	0	Chord	4/4	3	1	1	1	1	1								
2	2	4	4	4.0	0	0	Chord	4/4	1	1	1	1	1	2	hö-							
2	2	4	4	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	3								
2	2	7	7	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	4								
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	5								
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	6	re							
3	3	8	8	4.0	0	0	Chord	4/4	2	1	1	1	1	7	Er-							
3	3	8	8	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	8								
3	3	10	10	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	9								
4	4	12	12	4.0	0	0	Chord	4/4	1	1	1	1	1	10	mich,							
4	4	12	12	4.0	0	0	Chord	4/4	2	1	1	1	1	11	hö-							
4	4	12	12	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	12								
4	4	15	15	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	13								
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	14								
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	15	re							
5	5	16	16	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	16								
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	17								
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	18	er-							
6	6	20	20	4.0	0	0	Chord	4/4	2	1	1	1	1	19	mich,							
6	6	20	20	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	20								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	21								
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	22	hö-							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	23	re							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	24	mich,							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	25	wenn							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	26	ich							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	27	er-							
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	28								
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	29								
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	30	ru-							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	31	fe,							
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	32	hö-							
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	33	re							
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	34	mich,							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	35	wenn							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	36	ich							
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	37								
8	8	30	30	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	38								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	39	er-							
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	40	ru-							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	41	fe,							
9	9	32	32	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	42								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	43								
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	44	hö-							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	45	re							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	46	mich,							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	47	wenn							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	48	ich							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	49	er-							
10	10	36	36	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	50								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	51								
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	52	ru-							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	53	fe,							
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	54	hö-							
11	11	41	41	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	55	re							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	56	mich,							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	57	wenn							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	58	ich							
11	11	40	40	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	59								
11	11	42	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	60								
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	61	ru-							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	62	fe,							
12	12	44	44	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	63								
12	12	46	46	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	64								
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	65	er-							
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	66	hö-							
13	13	51	51	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	67	re							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	68	mich,							
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	69	er-							
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	70	hö-							
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	71	re							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	72	mich,							
13	13	48	48	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	73								
13	13	50	50	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	74								
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	75	wenn							
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	76	ich							
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	77	ru-							
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	78	wenn							
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	79	ich							
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	80	ru-							
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	81								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	82								
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	83	fe,							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	84	Gott							
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	85	fe,							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	86	Gott							
15	15	56	56	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	87								
15	15	58	58	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	88								
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	89								
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	90	mei-							
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	91								
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	92	mei-							
16	16	60	60	4.0	0	0	Chord	4/4	3	1	1	1	1	93	7           6							
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	94								
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	95	ner							
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	96	Ge-							
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	97	ner							
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	98	Ge-							
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	99	rech-							0
17	17	64	64	4.0	0	0	Chord	4/4	3	1	1	1	1	100	7         6	           4						
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	101	rech-							
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	102	tig-							
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	103								0
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	104								0
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	105								
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	106	tig-							
18	18	68	68	4.0	0	0	Chord	4/4	3	1	1	1	1	107	4							
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	108	keit,							
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	109	Gott							
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	110	keit.							
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	111	Gott							
19	19	72	72	4.0	0	0	Chord	4/4	3	1	1	1	1	112								
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	113								
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	114	mei-							
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	115								
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	116	mei-							
20	20	76	76	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	117	9	7      						
20	20	78	78	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	118		6						
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	119	ner							
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	120	Ge-							
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	121	rech-							1
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	122	ner							
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	123	Ge-							
21	21	80	80	4.0	0	0	Chord	4/4	3	1	1	1	1	124	7      6	        4						
