mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	12	12	4.0	0	0	Chord	3/2	2	1	1	1	1	26									
3	3	16	16	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	27									
3	3	12	12	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	28									
3	3	14	14	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	29									
3	3	12	12	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	30									
3	3	14	14	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	31									
3	3	12	12	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	32									
3	3	14	14	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	33									
3	3	12	12	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	34									
3	3	14	14	2.0	1/2	1/2	Chord	3/2	6	1	1/2	1/2	1	35	7								
3	3	16	16	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	36	6								
4	4	18	18	4.0	0	0	Chord	3/2	1	1	1	1	1	37									
4	4	22	22	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	38									
4	4	18	18	4.0	0	0	Chord	3/2	2	1	1	1	1	39									
4	4	22	22	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	40									
4	4	18	18	4.0	0	0	Chord	3/2	3	1	1	1	1	41									
4	4	22	22	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	42									
4	4	18	18	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	43									
4	4	20	20	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	44									
4	4	22	22	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	45									
4	4	18	18	4.0	0	0	Chord	3/2	5	1	1	1	1	46									
4	4	22	22	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	47									
4	4	18	18	4.0	0	0	Chord	3/2	6	1	1	1	1	48									
4	4	22	22	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	49									
5	5	24	24	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	50									
5	5	26	26	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	51									
5	5	29	29	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	52									
5	5	24	24	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	53									
5	5	26	26	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	54									
5	5	29	29	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	55									
5	5	24	24	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	56									
5	5	26	26	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	57									
5	5	29	29	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	58									
5	5	24	24	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	59									
5	5	26	26	3.0	1/2	1/2	Chord	3/2	4	1	3/4	1/2	3/2	60									
5	5	29	29	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	61									
5	5	24	24	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	62									
5	5	26	26	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	63									
5	5	24	24	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	64									
5	5	26	26	4.0	1/2	1/2	Chord	3/2	6	1	1	1	1	65									
6	6	30	30	4.0	0	0	Chord	3/2	1	1	1	1	1	66									
6	6	34	34	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	67									
6	6	30	30	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	68									
6	6	32	32	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	69									
6	6	34	34	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	70									
6	6	30	30	4.0	0	0	Chord	3/2	3	1	1	1	1	71									
6	6	34	34	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	72									
6	6	30	30	4.0	0	0	Chord	3/2	4	1	1	1	1	73									
6	6	34	34	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	74									
6	6	30	30	4.0	0	0	Chord	3/2	5	1	1	1	1	75									
6	6	34	34	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	76									
6	6	30	30	4.0	0	0	Chord	3/2	6	1	1	1	1	77									
6	6	34	34	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	78	6								
7	7	36	36	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	79									
7	7	38	38	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	80									
7	7	36	36	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	81									
7	7	38	38	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	82									
7	7	36	36	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	83									
7	7	38	38	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	84									
7	7	36	36	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	85									
7	7	38	38	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	86									
7	7	40	40	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	87									
7	7	36	36	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	88									
7	7	38	38	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	89									
7	7	36	36	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	90									
7	7	38	38	4.0	1/2	1/2	Chord	3/2	6	1	1	1	1	91									
8	8	42	42	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	92									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	93									
8	8	46	46	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	94									
8	8	42	42	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	95									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	96									
8	8	46	46	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	97									
8	8	42	42	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	98									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	99									
8	8	46	46	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	100									
8	8	42	42	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	101									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	102									
8	8	46	46	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	103									
8	8	42	42	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	104									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	5	1	1/2	1/2	1	105									
8	8	46	46	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	106									
8	8	42	42	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	107									
8	8	44	44	2.0	1/2	1/2	Chord	3/2	6	1	1/2	1/2	1	108									
8	8	46	46	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	109	6								
9	9	48	48	4.0	0	0	Chord	3/2	1	1	1	1	1	110									
9	9	52	52	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	111									
9	9	48	48	4.0	0	0	Chord	3/2	2	1	1	1	1	112									
9	9	52	52	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	113									
9	9	48	48	4.0	0	0	Chord	3/2	3	1	1	1	1	114									
9	9	52	52	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	115									
9	9	48	48	4.0	0	0	Chord	3/2	4	1	1	1	1	116									
9	9	52	52	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	117									
9	9	48	48	4.0	0	0	Chord	3/2	5	1	1	1	1	118									
9	9	52	52	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	119									
9	9	48	48	4.0	0	0	Chord	3/2	6	1	1	1	1	120									
9	9	52	52	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	121									
10	10	54	54	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	122									
10	10	56	56	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	123									
10	10	57	57	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	124									
10	10	58	58	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	125									
10	10	59	59	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	126									
10	10	54	54	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	127									
10	10	56	56	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	128									
10	10	57	57	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	129									
10	10	58	58	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	130									
10	10	59	59	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	131									
10	10	54	54	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	132									
10	10	56	56	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	133									
10	10	58	58	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	134									
10	10	54	54	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	135									
10	10	56	56	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	136									
10	10	58	58	1.0	1	1	Chord	3/2	4	1	1/4	1/4	1	137									
10	10	59	59	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	138									
10	10	54	54	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	139									
10	10	56	56	2.0	1/2	1/2	Chord	3/2	5	1	1/2	1/2	1	140									
10	10	58	58	1.0	1	1	Chord	3/2	5	1	1/4	1/4	1	141									
10	10	59	59	1.0	5/4	5/4	Chord	3/2	5	1	1/4	1/4	1	142									
10	10	54	54	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	143									
10	10	56	56	2.0	1/2	1/2	Chord	3/2	6	1	1/2	1/2	1	144									
10	10	58	58	1.0	1	1	Chord	3/2	6	1	1/4	1/4	1	145									
10	10	59	59	1.0	5/4	5/4	Chord	3/2	6	1	1/4	1/4	1	146									
11	11	60	60	4.0	0	0	Chord	3/2	1	1	1	1	1	147									
11	11	64	64	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	148									
11	11	60	60	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	149									
11	11	62	62	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	150									
11	11	64	64	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	151									
11	11	60	60	4.0	0	0	Chord	3/2	3	1	1	1	1	152									
11	11	64	64	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	153									
11	11	60	60	4.0	0	0	Chord	3/2	4	1	1	1	1	154									
11	11	64	64	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	155									
11	11	60	60	4.0	0	0	Chord	3/2	5	1	1	1	1	156									
11	11	64	64	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	157									
11	11	60	60	4.0	0	0	Chord	3/2	6	1	1	1	1	158									
11	11	64	64	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	159	6								
12	12	66	66	4.0	0	0	Chord	3/2	1	1	1	1	1	160									
12	12	70	70	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	161									
12	12	66	66	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	162									
12	12	68	68	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	163									
12	12	69	69	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	164									
12	12	70	70	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	165									
12	12	66	66	4.0	0	0	Chord	3/2	3	1	1	1	1	166									
12	12	70	70	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	167									
12	12	66	66	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	168									
12	12	68	68	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	169									
12	12	66	66	4.0	0	0	Chord	3/2	5	1	1	1	1	170									
12	12	70	70	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	171									
12	12	66	66	4.0	0	0	Chord	3/2	6	1	1	1	1	172									
12	12	70	70	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	173									
13	13	72	72	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	174									
13	13	74	74	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	175									
13	13	72	72	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	176									
13	13	74	74	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	177									
13	13	72	72	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	178									
13	13	74	74	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	179									
13	13	72	72	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	180									
13	13	74	74	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	181									
13	13	76	76	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	182									
13	13	72	72	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	183									
13	13	74	74	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	184									
13	13	72	72	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	185									
13	13	74	74	4.0	1/2	1/2	Chord	3/2	6	1	1	1	1	186									
14	14	78	78	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	187									
14	14	78	78	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	188									
14	14	78	78	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	189									
14	14	78	78	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	190									
14	14	78	78	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	191									
14	14	78	78	6.0	0	0	Chord	3/2	6	1	3/2	1	3/2	192									
15	15	84	84	0.0	0	0	StaffText	3/2	3	1	0						Vox sola						
15	15	84	84	4.0	0	0	Chord	3/2	3	1	1	1	1	193	Sei								
15	15	88	88	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	194	ge-								
15	15	84	84	4.0	0	0	Chord	3/2	6	1	1	1	1	195									
15	15	88	88	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	196									
16	16	90	90	4.0	0	0	Chord	3/2	3	1	1	1	1	197	grü-								
16	16	94	94	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	198	sset,								
16	16	90	90	4.0	0	0	Chord	3/2	6	1	1	1	1	199									
16	16	94	94	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	200									
17	17	96	96	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	201	Ma-								
17	17	98	98	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	202	ri-								
17	17	96	96	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	203									
17	17	98	98	4.0	1/2	1/2	Chord	3/2	6	1	1	1	1	204									
18	18	102	102	4.0	0	0	Chord	3/2	3	1	1	1	1	205	a,								
18	18	106	106	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	206	du								
18	18	102	102	4.0	0	0	Chord	3/2	6	1	1	1	1	207									
18	18	106	106	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	208									
19	19	108	108	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	209	hold-								
19	19	110	110	3.0	1/2	1/2	Chord	3/2	3	1	3/4	1/2	3/2	210	se-								
19	19	113	113	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	211	li-								
19	19	108	108	2.0	0	0	Chord	3/2	6	1	1/2	1/2	1	212									
19	19	110	110	4.0	1/2	1/2	Chord	3/2	6	1	1	1	1	213									
20	20	116	116	0.0	1/2	1/2	StaffText	3/2	2	1	0						Vox sola						
20	20	116	116	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	214	Welch								
20	20	114	114	4.0	0	0	Chord	3/2	3	1	1	1	1	215	ge,								
20	20	114	114	3.0	0	0	Chord	3/2	6	1	3/4	1/2	3/2	216									
20	20	117	117	1.0	3/4	3/4	Chord	3/2	6	1	1/4	1/4	1	217									
20	20	118	118	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	218									
21	21	120	120	4.0	0	0	Chord	3/2	2	1	1	1	1	219	ein								
21	21	124	124	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	220	Gruss								
21	21	120	120	3.0	0	0	Chord	3/2	6	1	3/4	1/2	3/2	221									
21	21	123	123	1.0	3/4	3/4	Chord	3/2	6	1	1/4	1/4	1	222									
21	21	124	124	2.0	1	1	Chord	3/2	6	1	1/2	1/2	1	223									
22	22	126	126	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	224									
22	22	128	128	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	225	ist								
22	22	126	126	3.0	0	0	Chord	3/2	3	1	3/4	1/2	3/2	226									
22	22	129	129	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	227									
22	22	130	130	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	228									
23	23	132	132	4.0	0	0	Chord	3/2	1	1	1	1	1	229	das?								
23	23	134	134	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	230	sei								
23	23	136	136	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	231	ge-								
23	23	132	132	4.0	0	0	Chord	3/2	3	1	1	1	1	232									
23	23	136	136	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	233									
24	24	138	138	4.0	0	0	Chord	3/2	2	1	1	1	1	234	grü-								
24	24	142	142	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	235	sset,								
24	24	138	138	4.0	0	0	Chord	3/2	3	1	1	1	1	236									
24	24	142	142	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	237									
25	25	144	144	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	238	Ma-								
25	25	146	146	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	239	ri-								
25	25	144	144	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	240									
25	25	146	146	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	241									
26	26	150	150	4.0	0	0	Chord	3/2	2	1	1	1	1	242	a,								
26	26	154	154	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	243	du								
26	26	150	150	4.0	0	0	Chord	3/2	3	1	1	1	1	244									
26	26	154	154	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	245									
27	27	156	156	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	246	hold-								
27	27	158	158	3.0	1/2	1/2	Chord	3/2	2	1	3/4	1/2	3/2	247	se-								
27	27	161	161	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	248	li-								
27	27	156	156	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	249									
27	27	158	158	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	250									
28	28	162	162	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	251	ge,								
28	28	164	164	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	252	der								
28	28	166	166	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	253	Herr								
28	28	162	162	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	254									
28	28	164	164	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	255									
28	28	166	166	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	256	6								
29	29	168	168	4.0	0	0	Chord	3/2	2	1	1	1	1	257	ist								
29	29	172	172	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	258	mit								
29	29	168	168	4.0	0	0	Chord	3/2	3	1	1	1	1	259									
29	29	172	172	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	260									
30	30	174	174	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	261	dir,								
30	30	176	176	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	262	du								
30	30	177	177	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	263	ge-								
30	30	178	178	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	264	be-								
30	30	179	179	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	265	ne-								
30	30	174	174	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	266									
30	30	176	176	1.0	1/2	1/2	Chord	3/2	3	1	1/4	1/4	1	267									
30	30	177	177	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	268									
30	30	178	178	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	269									
31	31	180	180	4.0	0	0	Chord	3/2	2	1	1	1	1	270	dei-								
31	31	184	184	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	271	te								
31	31	180	180	4.0	0	0	Chord	3/2	3	1	1	1	1	272									
31	31	184	184	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	273									
32	32	186	186	4.0	0	0	Chord	3/2	2	1	1	1	1	274	un-								
32	32	190	190	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	275	ter								
32	32	186	186	4.0	0	0	Chord	3/2	3	1	1	1	1	276									
32	32	190	190	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	277									
33	33	194	194	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	278	Welch								
33	33	192	192	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	279	den								
33	33	194	194	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	280	Wei-								
33	33	192	192	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	281									
33	33	194	194	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	282									
34	34	198	198	4.0	0	0	Chord	3/2	1	1	1	1	1	283	ein								
34	34	202	202	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	284	Gruss								
34	34	198	198	4.0	0	0	Chord	3/2	2	1	1	1	1	285	bern.								
34	34	198	198	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	286									
34	34	200	200	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	287									
34	34	202	202	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	288									
35	35	204	204	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	289									
35	35	206	206	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	290	ist								
35	35	204	204	3.0	0	0	Chord	3/2	3	1	3/4	1/2	3/2	291									
35	35	207	207	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	292									
35	35	208	208	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	293									
36	36	210	210	4.0	0	0	Chord	3/2	1	1	1	1	1	294	das?								
36	36	210	210	3.0	0	0	Chord	3/2	3	1	3/4	1/2	3/2	295									
36	36	213	213	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	296									
36	36	214	214	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	297									
37	37	216	216	3.0	0	0	Chord	3/2	2	1	3/4	1/2	3/2	298	Für-								
37	37	219	219	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	299	chte								
37	37	220	220	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	300	dich								
37	37	216	216	4.0	0	0	Chord	3/2	3	1	1	1	1	301									
37	37	220	220	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	302									
38	38	222	222	4.0	0	0	Chord	3/2	2	1	1	1	1	303	nicht,								
38	38	222	222	3.0	0	0	Chord	3/2	3	1	3/4	1/2	3/2	304									
38	38	225	225	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	305									
38	38	226	226	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	306									
39	39	228	228	3.0	0	0	Chord	3/2	2	1	3/4	1/2	3/2	307	für-								
39	39	231	231	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	308	chte								
39	39	232	232	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	309	dich								
39	39	228	228	4.0	0	0	Chord	3/2	3	1	1	1	1	310									
39	39	232	232	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	311									
40	40	234	234	4.0	0	0	Chord	3/2	1	1	1	1	1	312	nicht.								
40	40	238	238	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	313	Ma-								
40	40	234	234	4.0	0	0	Chord	3/2	2	1	1	1	1	314									
40	40	238	238	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	315									
41	41	240	240	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	316	ri-								
41	41	240	240	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	317									
42	42	246	246	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	318	a,								
42	42	248	248	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	319	du								
42	42	250	250	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	320	hast								
42	42	246	246	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	321									
42	42	248	248	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	322									
42	42	250	250	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	323									
42	42	251	251	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	324									
