mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	21	so							
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	22	lass							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	23	das							
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	24	Au-							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	25	gen							
5	5	16	16	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	26	6							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	27								
6	6	20	20	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	28	Herz							
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	29								
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	30								
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	31								
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	32								
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	33								
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	34								
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	35								
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	36	schla-							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	37	fen							
6	6	20	20	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	38								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	39								
7	7	24	24	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	40								0
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	41								0
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	42								0
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	43								0
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	44								
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	45	doch							
7	7	24	24	4.0	0	0	Chord	4/4	2	1	1	1	1	46	ein,							
7	7	24	24	4.0	0	0	Chord	4/4	3	1	1	1	1	47								
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	48	wa-							1
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	49								1
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	50								1
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	51								1
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	52								1
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	53								1
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	54								1
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	55								1
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	56	so							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	57	lass							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	58	das							
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	59								
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	60	6							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	61								
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	62								1
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	63								1
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	64								1
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	65								1
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	66								1
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	67								1
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	68								1
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	69								1
9	9	32	32	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	70	Herz							2
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	71								2
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	72								2
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	73								2
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	74								2
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	75								2
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	76								2
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	77								2
9	9	32	32	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	78								
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	79								
9	9	34	34	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	80								
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	81								
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	82								1
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	83								1
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	84								1
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	85								1
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	86								1
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	87								2
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	88								2
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	89								2
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	90								2
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	91								
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	92	doch							
10	10	36	36	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	93								
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	94								
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	95								
10	10	39	39	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	96								
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	97								
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	98	cker							
11	11	40	40	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	99	wa-							
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	100								
11	11	41	41	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	101								
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	102								
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	103								
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	104								
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	105								
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	106								
11	11	40	40	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	107	4							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	108								
11	11	43	43	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	109								
12	12	44	44	4.0	0	0	Chord	4/4	1	1	1	1	1	110	sein,							
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	111								
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	112								
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	113								
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	114								
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	115								
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	116								
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	117								
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	118								
12	12	44	44	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	119								
12	12	46	46	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	120								
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	121								
12	12	47	47	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	122								
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	123								
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	124								3
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	125								3
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	126								3
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	127								3
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	128								3
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	129								3
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	130								3
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	131								3
13	13	48	48	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	132								
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	133								
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	134								3
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	135								3
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	136								3
14	14	52	52	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	137								
14	14	53	53	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	138								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	139								
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	140								
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	141	cker							
15	15	56	56	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	142								
15	15	58	58	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	143								
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	144	sein,							
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	145	wann							
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	146	un-							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	147	sre							
16	16	60	60	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	148								
16	16	61	61	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	149								
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	150								
16	16	63	63	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	151								
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	152	Au-							
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	153	gen							
17	17	64	64	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	154								
17	17	66	66	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	155								
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	156	wann							
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	157	un-							
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	158	sre							
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	159	schla-							
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	160	fen							
18	18	68	68	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	161								
18	18	70	70	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	162								
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	163	Au-							
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	164	gen							
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	165	ein,							
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	166	wann							
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	167	un-							
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	168	sre							
19	19	72	72	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	169								
19	19	73	73	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	170								
19	19	74	74	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	171								
19	19	75	75	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	172								
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	173	schla-							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	174	fen							
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	175	Au-							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	176	gen							
20	20	76	76	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	177								
20	20	78	78	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	178								
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	179	ein,							
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	180	wann							
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	181	un-							
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	182	sre							
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	183	schla-							
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	184	fen							
21	21	80	80	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	185								
21	21	82	82	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	186								
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	187	Au-							
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	188	gen							
22	22	84	84	4.0	0	0	Chord	4/4	2	1	1	1	1	189	ein,							
22	22	84	84	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	190								
22	22	86	86	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	191								
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	192	schla-							
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	193	fen							
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	194	wann							
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	195	un-							
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	196	sre							
23	23	88	88	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	197								
23	23	90	90	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	198								
23	23	91	91	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	199								
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	200	ein,							
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	201	so							
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	202	lass							
24	24	95	95	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	203	das							
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	204	Au-							
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	205	gen							
24	24	92	92	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	206	6							
24	24	94	94	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	207								
25	25	96	96	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	208	Herz							4
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	209								4
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	210								4
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	211								4
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	212								4
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	213								4
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	214								4
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	215								4
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	216	schla-							
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	217	fen							
25	25	96	96	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	218								
25	25	98	98	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	219								
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	220								4
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	221								4
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	222								4
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	223								4
26	26	102	102	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	224								
26	26	103	103	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	225	doch							
26	26	100	100	4.0	0	0	Chord	4/4	2	1	1	1	1	226	ein,							
26	26	100	100	4.0	0	0	Chord	4/4	3	1	1	1	1	227								
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	228	wa-							5
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	229								5
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	230								5
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	231								5
27	27	106	106	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	232								5
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	233								5
27	27	107	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	234								5
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	235								5
27	27	104	104	4.0	0	0	Chord	4/4	3	1	1	1	1	236								
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	237								5
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	238								5
28	28	109	109	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	239								5
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	240								5
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	241								5
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	242								5
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	243								5
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	244								5
28	28	108	108	4.0	0	0	Chord	4/4	3	1	1	1	1	245								
29	29	112	112	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	246								5
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	247								5
29	29	113	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	248								5
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	249								5
29	29	114	114	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	250								5
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	251								5
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	252								5
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	253								5
29	29	112	112	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	254								
29	29	115	115	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	255								
30	30	116	116	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	256								5
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	257								5
30	30	117	117	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	258								5
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	259								5
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	260								5
30	30	118	118	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	261								5
30	30	116	116	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	262								
30	30	118	118	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	263								
31	31	120	120	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	264								
31	31	122	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	265	cker							
31	31	120	120	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	266	4							
31	31	122	122	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	267	3							
32	32	124	124	4.0	0	0	Chord	4/4	1	1	1	1	1	268	sein,							
32	32	124	124	4.0	0	0	Chord	4/4	3	1	1	1	1	269								
33	33	128	128	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	270	wann							
33	33	130	130	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	271	un-							
33	33	131	131	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	272	sre							
33	33	128	128	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	273								
33	33	130	130	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	274								
33	33	131	131	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	275								
34	34	132	132	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	276	wann							
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	277	un-							
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	278	sre							
34	34	132	132	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	279	Au-							
34	34	134	134	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	280	gen							
34	34	132	132	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	281	6							
34	34	134	134	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	282	6							
35	35	136	136	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	283	Au-							
35	35	138	138	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	284	gen							
35	35	136	136	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	285	schla-							
35	35	138	138	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	286	fen							
35	35	136	136	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	287	6							
35	35	138	138	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	288	6							
36	36	140	140	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	289	schla-							6
36	36	142	142	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	290								
36	36	140	140	4.0	0	0	Chord	4/4	2	1	1	1	1	291	ein,							
36	36	140	140	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	292	6							
36	36	142	142	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	293	6	4						
37	37	144	144	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	294	fen							7
37	37	146	146	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	295								
37	37	144	144	4.0	0	0	Chord	4/4	2	1	1	1	1	296								
37	37	144	144	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	297	4							
