mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=144	144.0	𝅘𝅥	144.0	0.0	
1	1	0	0	4.0	0	0	Chord	4/4	3	1	1	1	1	0	Wir							0
1	1	0	0	4.0	0	0	Chord	4/4	5	1	1	1	1	1								
2	2	4	4	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	2								0
2	2	6	6	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	3								0
2	2	4	4	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	4								
2	2	6	6	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	5								
3	3	8	8	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	6								0
3	3	10	10	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	7								
3	3	8	8	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	8								
3	3	10	10	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	9								
4	4	12	12	4.0	0	0	Chord	4/4	3	1	1	1	1	10	glau-							
4	4	12	12	4.0	0	0	Chord	4/4	5	1	1	1	1	11								
5	5	16	16	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	12	ben							
5	5	19	19	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	13	all							1
5	5	77/4	77/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	14								1
5	5	39/2	39/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	15								1
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	16								1
5	5	16	16	4.0	0	0	Chord	4/4	4	1	1	1	1	17	Wir							2
5	5	16	16	4.0	0	0	Chord	4/4	5	1	1	1	1	18								
6	6	20	20	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	19								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	20	an							
6	6	20	20	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	21								2
6	6	22	22	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	22								2
6	6	20	20	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	23								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	24								
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	25	ei-							
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	26	nen							
7	7	24	24	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	27								2
7	7	26	26	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	28								
7	7	24	24	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	29								
7	7	26	26	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	30								
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	31	Gott,							
8	8	31	31	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	32	all							3
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	33								3
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	34								3
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	35								3
8	8	28	28	4.0	0	0	Chord	4/4	4	1	1	1	1	36	glau-							
8	8	28	28	4.0	0	0	Chord	4/4	5	1	1	1	1	37								
9	9	32	32	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	38								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	39	an							
9	9	32	32	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	40	ben							
9	9	35	35	0.25	3/4	3/4	Chord	4/4	4	1	1/16	1/16	1	41	all							4
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16	1/16	1	42								4
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	43								4
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	44								4
9	9	32	32	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	45								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	46								
10	10	39	39	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	47	all							
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	48								
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	49								
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	50								
10	10	36	36	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	51	ei-							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	52	nen							
10	10	36	36	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	53								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	54	an							
10	10	36	36	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	55	6							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	56	6							
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	57								
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	58	an							
11	11	43	43	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	59	all							5
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	60								5
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	61								5
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	62								5
11	11	40	40	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	63	Gott,							
11	11	40	40	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	64	ei-							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	65	nen							
11	11	40	40	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	66								
11	11	42	42	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	67								
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	68	ei-							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	69	nen							
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	70								
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	71	an							
12	12	44	44	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	72	Gott,							
12	12	47	47	0.25	3/4	3/4	Chord	4/4	4	1	1/16	1/16	1	73	all							6
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16	1/16	1	74								6
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16	1/16	1	75								6
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	76								6
12	12	44	44	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	77								
12	12	46	46	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	78								
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	79	Gott,							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	80	ei-							
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	81	ei-							7
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	82								
13	13	49	49	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	83	all							8
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	84								8
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	85								8
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	86								8
13	13	50	50	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	87								
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	88	an							
