mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
10	10	46	46	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	34	che,							
10	10	42	42	4.0	0	0	Chord	3/2	2	1	1	1	1	35								
10	10	46	46	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	36								
11	11	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	37	denn							
11	11	48	48	4.0	0	0	Chord	4/4	2	1	1	1	1	38								
12	12	52	52	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	39	der							
12	12	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	40	Herr							
12	12	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	41								
12	12	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	42	6							
13	13	56	56	4.0	0	0	Chord	4/4	1	1	1	1	1	43	hält							
13	13	56	56	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	44	4							
13	13	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	45	3							
14	14	60	60	4.0	0	0	Chord	4/4	1	1	1	1	1	46	mich,							
14	14	60	60	4.0	0	0	Chord	4/4	2	1	1	1	1	47								
15	15	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	48	ich							
15	15	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	49								
16	16	68	68	4.0	0	0	Chord	4/4	1	1	1	1	1	50	lie-							
16	16	68	68	4.0	0	0	Chord	4/4	2	1	1	1	1	51								
17	17	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	52	ge							
17	17	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	53	und							
17	17	72	72	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	54								
17	17	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	55								
18	18	76	76	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	56	schla-							1
18	18	77	77	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	57								1
18	18	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	58								1
18	18	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	59								1
18	18	76	76	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	60								
18	18	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	61								
18	18	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	62								
18	18	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	63								
19	19	80	80	4.0	0	0	Chord	4/4	1	1	1	1	1	64								
19	19	80	80	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	65	7							
19	19	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	66	6							
20	20	84	84	4.0	0	0	Chord	4/4	1	1	1	1	1	67	fe,							
20	20	84	84	4.0	0	0	Chord	4/4	2	1	1	1	1	68								
21	21	90	90	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	69	und							
21	21	92	92	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	70	er-							
21	21	90	90	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	71								
21	21	92	92	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	72								
22	22	94	94	4.0	0	0	Chord	3/2	1	1	1	1	1	73	wa-							
22	22	98	98	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	74	che,							
22	22	94	94	4.0	0	0	Chord	3/2	2	1	1	1	1	75								
22	22	98	98	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	76								
23	23	102	102	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	77	und							
23	23	104	104	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	78	er-							
23	23	102	102	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	79								
23	23	104	104	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	80								
24	24	106	106	4.0	0	0	Chord	3/2	1	1	1	1	1	81	wa-							
24	24	110	110	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	82	che,							
24	24	106	106	4.0	0	0	Chord	3/2	2	1	1	1	1	83								
24	24	110	110	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	84								
25	25	114	114	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	85	denn							
25	25	112	112	4.0	0	0	Chord	4/4	2	1	1	1	1	86								
26	26	116	116	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	87	der							
26	26	118	118	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	88	Herr							
26	26	116	116	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	89								
26	26	118	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	90								
27	27	120	120	4.0	0	0	Chord	4/4	1	1	1	1	1	91	hält							
27	27	120	120	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	92	4							
27	27	122	122	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	93								
28	28	124	124	4.0	0	0	Chord	4/4	1	1	1	1	1	94	mich.							
28	28	124	124	4.0	0	0	Chord	4/4	2	1	1	1	1	95								
29	29	129	129	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	96	Ich							
29	29	130	130	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	97	fürch-							
29	29	131	131	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	98	te							
29	29	263/2	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	99	mich							
29	29	128	128	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	100								
29	29	130	130	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	101								
30	30	132	132	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	102	nicht							
30	30	133	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	103	für							
30	30	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	104	viel							
30	30	134	134	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	105	Hun-							
30	30	269/2	269/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	106	dert-							
30	30	135	135	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	107	tau-							
30	30	271/2	271/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	108	sen-							
30	30	132	132	4.0	0	0	Chord	4/4	2	1	1	1	1	109								
31	31	136	136	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	110	den,							
31	31	137	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	111	für							
31	31	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	112	viel							
31	31	138	138	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	113	Hun-							
31	31	277/2	277/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	114	dert-							
31	31	139	139	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	115	tau-							
31	31	279/2	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	116	sen-							
31	31	136	136	4.0	0	0	Chord	4/4	2	1	1	1	1	117								
32	32	140	140	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	118	den,							
32	32	141	141	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	119	die							
32	32	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	120	sich							
32	32	142	142	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	121	um-							
32	32	285/2	285/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	122	her							
32	32	143	143	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	123	wi-							
32	32	140	140	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	124								
32	32	142	142	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	125								
32	32	143	143	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	126	6							
33	33	144	144	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	127								
33	33	145	145	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	128	der							
33	33	583/4	583/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	129	mich							
33	33	146	146	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	130	le-							
33	33	144	144	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	131								
33	33	145	145	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	132	4							
33	33	147	147	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	133								
34	34	148	148	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	134	gen,							
34	34	151	151	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	135	ich-							
34	34	148	148	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	136								
34	34	150	150	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	137								
35	35	152	152	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	138	fürch-							
35	35	153	153	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	139	te							
35	35	307/2	307/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	140	mich							
35	35	154	154	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	141	nicht							
35	35	155	155	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	142	für							
35	35	311/2	311/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	143	viel							
35	35	152	152	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	144								
35	35	154	154	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	145								
36	36	156	156	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	146	Hun-							
36	36	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	147	dert-							
36	36	157	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	148	tau-							
36	36	315/2	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	149	sen-							
36	36	158	158	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	150	den,							
36	36	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	151	ich							
36	36	156	156	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	152								
36	36	157	157	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	153								
36	36	158	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	154								
36	36	159	159	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	155								
37	37	160	160	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	156	fürch-							
37	37	161	161	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	157	te							
37	37	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	158	mich							
37	37	162	162	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	159	nicht							
37	37	163	163	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	160	für							
37	37	327/2	327/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	161	viel							
37	37	160	160	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	162								
37	37	162	162	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	163								
38	38	164	164	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	164	Hun-							
38	38	329/2	329/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	165	dert-							
38	38	165	165	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	166	tau-							
38	38	331/2	331/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	167	sen-							
38	38	166	166	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	168	den,							
38	38	167	167	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	169	für							
38	38	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	170	viel							
38	38	164	164	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	171								
38	38	165	165	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	172								
38	38	166	166	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	173								
39	39	168	168	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	174	Hun-							
39	39	337/2	337/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	175	dert-							
39	39	169	169	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	176	tau-							
39	39	339/2	339/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	177	sen-							
39	39	170	170	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	178	den,							
39	39	171	171	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	179	die							
39	39	343/2	343/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	180	sich							
39	39	168	168	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	181								
39	39	169	169	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	182								
39	39	170	170	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	183								
40	40	172	172	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	184	um-							
40	40	345/2	345/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	185	her							
40	40	173	173	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	186	wi-							
40	40	347/2	347/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	187	der							
40	40	174	174	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	188	mich,							
40	40	175	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	189	die							
40	40	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	190	sich							
40	40	172	172	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	191								
40	40	174	174	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	192								
41	41	176	176	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	193	um-							
41	41	353/2	353/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	194	her							
41	41	177	177	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	195	wi-							
41	41	179	179	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	196	der							
41	41	359/2	359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	197	mich							
41	41	176	176	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	198								
41	41	178	178	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	199								
42	42	180	180	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	200	le-							2
42	42	363/2	363/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	201								2
42	42	727/4	727/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	202								2
42	42	182	182	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	203								2
42	42	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	204								2
42	42	180	180	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	205								
42	42	182	182	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	206								
43	43	184	184	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	207								2
43	43	371/2	371/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	208								2
43	43	743/4	743/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	209								2
43	43	186	186	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	210								2
43	43	375/2	375/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	211								2
43	43	751/4	751/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	212								2
43	43	184	184	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	213								
43	43	186	186	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	214								
44	44	188	188	4.0	0	0	Chord	4/4	1	1	1	1	1	215								
44	44	188	188	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	216								
44	44	189	189	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	217	4							
44	44	191	191	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	218								
45	45	192	192	4.0	0	0	Chord	4/4	1	1	1	1	1	219	gen.							
45	45	192	192	4.0	0	0	Chord	4/4	2	1	1	1	1	220								
46	46	197	197	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	221	Auf!							
46	46	199	199	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	222	Herr,							
46	46	399/2	399/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	223	und							
46	46	197	197	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	224								
46	46	199	199	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	225								
47	47	200	200	4.0	0	0	Chord	4/4	1	1	1	1	1	226	hilf							
47	47	200	200	4.0	0	0	Chord	4/4	2	1	1	1	1	227								
48	48	204	204	4.0	0	0	Chord	4/4	1	1	1	1	1	228	mir,							
48	48	204	204	4.0	0	0	Chord	4/4	2	1	1	1	1	229								
49	49	209	209	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	230	hilf							
49	49	211	211	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	231	mir,							
49	49	208	208	4.0	0	0	Chord	4/4	2	1	1	1	1	232								
50	50	212	212	4.0	0	0	Chord	4/4	1	1	1	1	1	233	mein							
50	50	212	212	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	234	4							
50	50	214	214	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	235								
51	51	216	216	4.0	0	0	Chord	4/4	1	1	1	1	1	236	Gott,							
51	51	216	216	4.0	0	0	Chord	4/4	2	1	1	1	1	237								
52	52	220	220	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	238	denn							
52	52	441/2	441/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	239	du							
52	52	221	221	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	240	schlä-							
52	52	443/2	443/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	241	gest							
52	52	222	222	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	242	al-							
52	52	445/2	445/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	243	le							
52	52	223	223	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	244	mei-							
52	52	447/2	447/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	245	ne							
52	52	220	220	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	246								
52	52	221	221	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	247								
52	52	222	222	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	248								
52	52	223	223	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	249								
53	53	224	224	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	250	Fein-							
53	53	449/2	449/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	251	de							
53	53	225	225	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	252	auf							
53	53	451/2	451/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	253	den							
53	53	226	226	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	254	Ba-							
53	53	224	224	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	255								
53	53	225	225	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	256								
53	53	226	226	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	257								
54	54	228	228	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	258	cken,							
54	54	231	231	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	259	und							
54	54	463/2	463/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	260	zer-							
54	54	228	228	4.0	0	0	Chord	4/4	2	1	1	1	1	261								
55	55	232	232	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	262	schmet-							
55	55	465/2	465/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	263	terst							
55	55	233	233	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	264	der							
55	55	467/2	467/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	265	Gott-							
55	55	234	234	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	266	lo-							
55	55	235	235	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	267	sen							
55	55	232	232	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	268								
55	55	234	234	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	269								
55	55	235	235	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	270	6							
56	56	236	236	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	271	Zäh-							3
56	56	473/2	473/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	272								3
56	56	947/4	947/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	273								3
56	56	237	237	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	274								3
56	56	475/2	475/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	275								3
56	56	951/4	951/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	276								3
56	56	238	238	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	277								3
56	56	477/2	477/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	278								3
56	56	955/4	955/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	279								3
56	56	239	239	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	280								3
56	56	236	236	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	281								
56	56	238	238	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	282								4
56	56	239	239	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	283								4
57	57	240	240	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	284								3
57	57	241	241	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	285								
57	57	242	242	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	286	ne,							
57	57	240	240	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	287								
57	57	241	241	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	288								
57	57	242	242	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	289								
58	58	245	245	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	290	und							
58	58	491/2	491/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	291	zer-							
58	58	246	246	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	292	schmet-							
58	58	493/2	493/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	293	terst							
58	58	247	247	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	294	der							
58	58	495/2	495/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	295	Gott-							
58	58	244	244	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	296								
58	58	246	246	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	297								
59	59	248	248	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	298	lo-							
59	59	249	249	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	299	sen							
