mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=160	160.0	𝅘𝅥	160.0	0.0	
1	1	0	0	4.0	0	0	Chord	4/4	1	1	1	1	1	0	Mei-							
1	1	0	0	4.0	0	0	Chord	4/4	3	1	1	1	1	1								
2	2	4	4	4.0	0	0	Chord	4/4	1	1	1	1	1	2	ster,							
2	2	4	4	4.0	0	0	Chord	4/4	3	1	1	1	1	3								
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	4	wir							
3	3	8	8	4.0	0	0	Chord	4/4	2	1	1	1	1	5	Mei-							
3	3	8	8	4.0	0	0	Chord	4/4	3	1	1	1	1	6								
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	7	ha-							
4	4	13	13	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	8	ben							
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	9	die							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	10	gan-							
4	4	12	12	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	11	ster,							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	12	wir							
4	4	12	12	4.0	0	0	Chord	4/4	3	1	1	1	1	13								
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	14								
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	15	ze							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	16	Nacht							
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	17	ha-							
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	18	ben							
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	19	die							
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	20	gan-							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	21	ze							
5	5	16	16	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	22								
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	23	6							
6	6	20	20	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	24								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	25	ge-							
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	26	Nacht							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	27	ge-							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	28	ar-							0
6	6	20	20	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	29	7							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	30	6	3						
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	31	6	4						
7	7	24	24	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	32	ar-							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	33	beit-							
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	34								0
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	35								0
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	36								
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	37	bei-							
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	38	4							
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	39	3							
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	40	tet,							
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	41	wir							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	42	ha-							
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	43	ben							
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	44	die							
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	45	tet,							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	46	wir							
8	8	28	28	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	47								
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	48								
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	49	gan-							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	50	ze							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	51	Nacht							
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	52	ha-							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	53	ben							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	54	die							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	55	gan-							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	56	ze							
9	9	32	32	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	57								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	58	6							
10	10	36	36	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	59								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	60	ge-							
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	61	Nacht							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	62	ge-							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	63	ar-							1
