mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	30	hoch						
12	12	44	44	4.0	0	0	Chord	4/4	2	1	1	1	1	31							
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	32							
13	13	49	49	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	33	hast						
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	34	du						
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	35	uns						
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	36							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	37							
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	38	e-						
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	39	len-						
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	40	de						
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	41	Men-						
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	42	schen						
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	43	ge-						
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	44							
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	45							
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	46	lie-						
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	47	bet,						
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	48	wie						
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	49							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	50							
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	51	theur						
16	16	62	62	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	52	hast						
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	53	du						
16	16	63	63	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	54	uns						
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	55	er-						
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	56							
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	57							
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	58	lö-						
17	17	65	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	59	set,						
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	60	wie						
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	61							
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	62							
18	18	68	68	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	63	lieb-						
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	64	lich						
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	65	hast						
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	66	du						
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	67	uns						
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	68	ge-						
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	69							
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	70							
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	71	trö-						
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	72	stet,						
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	73	wie						
19	19	72	72	4.0	0	0	Chord	4/4	2	1	1	1	1	74							
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	75	herr-						
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	76	lich						
20	20	77	77	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	77	hast						
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	78	du						
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	79	5            6						
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	80	5    6						
21	21	80	80	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	81	uns						
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	82	ge-						
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	83							
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	84							
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	85							
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	86	macht,						
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	87	wie						
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	88	ge-						
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	89							
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	90							
23	23	88	88	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	91	wal-						
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	92	tig						
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	93	hast						
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	94	du						
23	23	90	90	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	95	uns						
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	96	er-						
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	97	5            6						
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	98	5   6						
24	24	92	92	4.0	0	0	Chord	4/4	1	1	1	1	1	99	ha-						
24	24	92	92	4.0	0	0	Chord	4/4	2	1	1	1	1	100							
25	25	96	96	4.0	0	0	Chord	3/2	1	1	1	1	1	101	ben,						
25	25	100	100	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	102	mein						
25	25	96	96	4.0	0	0	Chord	3/2	2	1	1	1	1	103							
25	25	100	100	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	104							
26	26	102	102	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	105	Hei-						
26	26	104	104	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	106	land,						
26	26	102	102	4.0	0	0	Chord	3/2	2	1	1	1	1	107							
27	27	110	110	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	108	wie						
27	27	112	112	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	109	er-						
27	27	108	108	4.0	0	0	Chord	3/2	2	1	1	1	1	110							
27	27	112	112	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	111							
28	28	114	114	3.0	0	0	Chord	3/2	1	1	3/4	1/2	3/2	112	freu-						
28	28	117	117	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	113	et						
28	28	118	118	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	114	sich						
28	28	119	119	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	115	mein						
28	28	114	114	4.0	0	0	Chord	3/2	2	1	1	1	1	116							
28	28	118	118	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	117							
29	29	120	120	4.0	0	0	Chord	3/2	1	1	1	1	1	118	Herz,						
29	29	124	124	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	119	mein						
29	29	120	120	4.0	0	0	Chord	3/2	2	1	1	1	1	120							
29	29	124	124	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	121							
30	30	126	126	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	122	Hei-						
30	30	128	128	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	123	land,						
30	30	126	126	4.0	0	0	Chord	3/2	2	1	1	1	1	124							
31	31	134	134	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	125	wie						
31	31	136	136	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	126	er-						
31	31	132	132	4.0	0	0	Chord	3/2	2	1	1	1	1	127							
31	31	136	136	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	128							
32	32	138	138	3.0	0	0	Chord	3/2	1	1	3/4	1/2	3/2	129	freu-						
32	32	141	141	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	130	et						
32	32	142	142	1.0	1	1	Chord	3/2	1	1	1/4	1/4	1	131	sich						
32	32	143	143	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	132	mein						
32	32	138	138	4.0	0	0	Chord	3/2	2	1	1	1	1	133							
32	32	142	142	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	134							
33	33	144	144	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	135	Herz,						
33	33	146	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	136	wenn						
33	33	147	147	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	137	ich						
33	33	295/2	295/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	138	da-						
33	33	144	144	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	139							
33	33	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	140							
33	33	147	147	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	141							
33	33	295/2	295/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	142							
34	34	148	148	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	143	ran						
34	34	149	149	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	144	ge-						
34	34	150	150	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	145	den-						
34	34	148	148	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	146							
34	34	149	149	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	147							
34	34	150	150	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	148							
35	35	152	152	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	149							
35	35	154	154	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	150	ke,						
35	35	152	152	4.0	0	0	Chord	4/4	2	1	1	1	1	151							
36	36	158	158	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	152	denn						
36	36	159	159	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	153	je						
36	36	158	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	154							
36	36	159	159	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	155							
37	37	160	160	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	156	mehr,						
37	37	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	157	je						
37	37	162	162	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	158	mehr						
37	37	163	163	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	159	ich						
37	37	327/2	327/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	160	da-						
37	37	160	160	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	161							
37	37	323/2	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	162							
37	37	162	162	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	163							
38	38	164	164	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	164	ran						
38	38	165	165	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	165	ge-						
38	38	166	166	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	166	den-						
38	38	164	164	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	167							
38	38	165	165	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	168	6						
38	38	166	166	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	169							
39	39	168	168	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	170	ke,						
39	39	168	168	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	171							
39	39	170	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	172							
39	39	341/2	341/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	173							
39	39	171	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	174							
39	39	343/2	343/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	175							
40	40	175	175	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	176	je						
40	40	172	172	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	177							
40	40	173	173	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	178							
40	40	174	174	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	179							
40	40	175	175	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	180							
41	41	176	176	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	181	freund-						
41	41	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	182	li-						
41	41	178	178	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	183	cher						
41	41	359/2	359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	184	du						
41	41	176	176	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	185							
41	41	177	177	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	186							
41	41	178	178	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	187							
41	41	179	179	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	188							
42	42	180	180	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	189	bist,						
42	42	180	180	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	190							
42	42	361/2	361/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	191							
42	42	181	181	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	192							
42	42	363/2	363/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	193							
42	42	182	182	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	194							
42	42	183	183	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	195							
43	43	185	185	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	196	je						
43	43	186	186	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	197	freund-						
43	43	375/2	375/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	198	li-						
43	43	184	184	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	199							
43	43	185	185	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	200							
43	43	186	186	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	201							
43	43	187	187	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	202							
44	44	188	188	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	203	eher						
44	44	379/2	379/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	204	du						
44	44	190	190	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	205	bist,						
44	44	188	188	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	206							
44	44	189	189	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	207							
44	44	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	208							
44	44	381/2	381/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	209							
44	44	191	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	210							
44	44	383/2	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	211							
45	45	192	192	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	212							
45	45	193	193	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	213							
45	45	194	194	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	214							
46	46	196	196	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	215	je						
46	46	197	197	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	216	lie-						
46	46	395/2	395/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	217	ber						
46	46	198	198	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	218	ich						
46	46	196	196	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	219							
46	46	198	198	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	220							
47	47	200	200	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	221							
47	47	202	202	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	222	dich						
47	47	200	200	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	223	5						
47	47	202	202	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	224	6						
47	47	203	203	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	225							
48	48	204	204	4.0	0	0	Chord	4/4	1	1	1	1	1	226	ha-						
48	48	204	204	4.0	0	0	Chord	4/4	2	1	1	1	1	227	4						
49	49	208	208	4.0	0	0	Chord	4/4	1	1	1	1	1	228	be.						
49	49	208	208	4.0	0	0	Chord	4/4	2	1	1	1	1	229							
50	50	213	213	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	230	Mein						
50	50	215	215	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	231	Er-						
50	50	212	212	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	232							
50	50	214	214	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	233							
51	51	216	216	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	234	lö-						
51	51	217	217	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	235	ser,						
51	51	219	219	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	236	wie						
51	51	216	216	4.0	0	0	Chord	4/4	2	1	1	1	1	237							
52	52	220	220	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	238	herr-						
52	52	443/2	443/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	239	lich						
52	52	222	222	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	240	sind						
52	52	223	223	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	241	dei-						
52	52	220	220	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	242							
52	52	222	222	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	243							
53	53	224	224	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	244							
53	53	225	225	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	245	ne						
53	53	451/2	451/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	246	Wohl-						
53	53	226	226	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	247	tha-						
53	53	224	224	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	248							
53	53	226	226	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	249							
54	54	228	228	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	250	ten,						
54	54	230	230	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	251	die						
54	54	461/2	461/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	252	du						
54	54	231	231	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	253	uns						
54	54	463/2	463/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	254	er-						
54	54	228	228	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	255							
54	54	230	230	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	256	6						
54	54	231	231	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	257							
55	55	232	232	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	258	zei-						
55	55	467/2	467/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	259	get						
55	55	234	234	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	260	hast,						
55	55	232	232	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	261							
55	55	234	234	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	262							
56	56	237	237	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	263	wie						
56	56	238	238	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	264	gross						
56	56	239	239	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	265	ist						
56	56	236	236	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	266							
56	56	238	238	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	267							
57	57	240	240	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	268							
57	57	241	241	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	269	die						
57	57	242	242	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	270	Herr-						
57	57	487/2	487/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	271	lich-						
57	57	240	240	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	272							
57	57	242	242	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	273							
58	58	244	244	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	274	keit,						
58	58	246	246	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	275	die						
58	58	493/2	493/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	276	du						
58	58	247	247	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	277	uns						
58	58	495/2	495/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	278	be-						
58	58	244	244	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	279							
58	58	246	246	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	280							
58	58	247	247	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	281							
59	59	248	248	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	282	rei-						
59	59	499/2	499/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	283	tet						
59	59	250	250	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	284	hast.						
59	59	248	248	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	285							
59	59	250	250	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	286							
60	60	253	253	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	287	O,						0
60	60	507/2	507/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	288							0
60	60	254	254	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	289							0
60	60	1017/4	1017/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	290							0
60	60	509/2	509/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	291							0
60	60	1019/4	1019/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	292							0
60	60	255	255	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	293							
60	60	252	252	4.0	0	0	Chord	4/4	2	1	1	1	1	294							
61	61	257	257	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	295	o,						1
61	61	515/2	515/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	296							1
61	61	258	258	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	297							1
61	61	1033/4	1033/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	298							1
61	61	517/2	517/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	299							1
