mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
1	1	0	0	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	0	Ve-							0
1	1	2	2	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1								0
1	1	9/4	9/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	2								0
1	1	5/2	5/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	3								0
1	1	11/4	11/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	4								0
1	1	3	3	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	5								0
1	1	13/4	13/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	6								0
1	1	7/2	7/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	7								0
1	1	15/4	15/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	8								0
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	9	Ve-							1
1	1	0	0	4.0	0	0	Chord	4/4	3	1	1	1	1	10								
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	11								0
2	2	6	6	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	12								0
2	2	25/4	25/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	13								0
2	2	13/2	13/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	14								0
2	2	27/4	27/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	15								0
2	2	7	7	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	16								0
2	2	29/4	29/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	17								0
2	2	15/2	15/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	18								0
2	2	31/4	31/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	19								0
2	2	4	4	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	20								1
2	2	17/4	17/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	21								1
2	2	9/2	9/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	22								1
2	2	19/4	19/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	23								1
2	2	5	5	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	24								1
2	2	21/4	21/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	25								1
2	2	11/2	11/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	26								1
2	2	23/4	23/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	27								1
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	28								1
2	2	4	4	4.0	0	0	Chord	4/4	3	1	1	1	1	29								
3	3	8	8	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	30								0
3	3	17/2	17/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	31								0
3	3	35/4	35/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	32								0
3	3	9	9	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	33								0
3	3	19/2	19/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	34								0
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	35								0
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	36								0
3	3	21/2	21/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	37								0
3	3	43/4	43/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	38								0
3	3	11	11	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	39								0
3	3	23/2	23/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	40								0
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	41								0
3	3	8	8	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	42								1
3	3	33/4	33/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	43								1
3	3	17/2	17/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	44								1
3	3	35/4	35/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	45								1
3	3	9	9	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	46								1
3	3	37/4	37/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	47								1
3	3	19/2	19/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	48								1
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	49								1
3	3	10	10	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	50								1
3	3	21/2	21/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	51								1
3	3	43/4	43/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	52								1
3	3	11	11	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	53								1
3	3	23/2	23/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	54								1
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	55								1
3	3	8	8	4.0	0	0	Chord	4/4	3	1	1	1	1	56								
4	4	12	12	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	57								
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	58	ni,							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	59	san-							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	60	cte							
4	4	12	12	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	61								
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	62	ni,							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	63	san-							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	64	cte							
4	4	12	12	4.0	0	0	Chord	4/4	3	1	1	1	1	65								
5	5	16	16	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	66	Spi-							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	67	ri-							
5	5	16	16	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	68	Spi-							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	69	ri-							
