mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
5	5	21	21	1.0	5/4	5/4	Chord	4/4	3	1	1/4	1/4	1	40	von							
5	5	22	22	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	41	al-							
5	5	16	16	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	42								
5	5	18	18	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	43								
5	5	19	19	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	44								
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	45								
5	5	20	20	1.0	1	1	Chord	4/4	4	1	1/4	1/4	1	46								
5	5	21	21	1.0	5/4	5/4	Chord	4/4	4	1	1/4	1/4	1	47								
5	5	22	22	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	48								
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	49								
6	6	22	22	4.0	1/2	1/2	Chord	4/4	2	1	1	1	1	50	nes							
6	6	26	26	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	51	Got-							
6	6	20	20	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	52	len.							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	53	von							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	54	al-							
6	6	24	24	1.0	1	1	Chord	4/4	3	1	1/4	1/4	1	55	len,.							
6	6	25	25	1.0	5/4	5/4	Chord	4/4	3	1	1/4	1/4	1	56	von							
6	6	26	26	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	57	al-							
6	6	20	20	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	58								
6	6	21	21	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	59								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	60								
6	6	24	24	1.0	1	1	Chord	4/4	4	1	1/4	1/4	1	61								
6	6	25	25	1.0	5/4	5/4	Chord	4/4	4	1	1/4	1/4	1	62								
6	6	26	26	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	63								
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	64								
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	65								
7	7	26	26	4.0	1/2	1/2	Chord	4/4	2	1	1	1	1	66								2
7	7	30	30	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	67								
7	7	24	24	4.0	0	0	Chord	4/4	3	1	1	1	1	68	len							
7	7	28	28	4.0	1	1	Chord	4/4	3	1	1	1	1	69	Sün-							
7	7	24	24	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	70	7							
7	7	26	26	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	71	6							
7	7	28	28	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	72	7							
7	7	30	30	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	73	6							
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	74	tes,							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	75	ma-							
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	76	chet							
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	77	uns							
8	8	32	32	1.0	1	1	Chord	4/4	2	1	1/4	1/4	1	78	rein							
8	8	33	33	1.0	5/4	5/4	Chord	4/4	2	1	1/4	1/4	1	79	von							
8	8	34	34	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	80	al-							
8	8	28	28	4.0	0	0	Chord	4/4	3	1	1	1	1	81	den,							
8	8	32	32	1.0	1	1	Chord	4/4	3	1	1/4	1/4	1	82	ma-							
8	8	33	33	0.5	5/4	5/4	Chord	4/4	3	1	1/8	1/8	1	83	chet							
8	8	67/2	67/2	0.5	11/8	11/8	Chord	4/4	3	1	1/8	1/8	1	84	uns							
8	8	34	34	1.0	3/2	3/2	Chord	4/4	3	1	1/4	1/4	1	85	rein							
8	8	35	35	1.0	7/4	7/4	Chord	4/4	3	1	1/4	1/4	1	86	von							
8	8	28	28	4.0	0	0	Chord	4/4	4	1	1	1	1	87								
8	8	32	32	1.0	1	1	Chord	4/4	4	1	1/4	1/4	1	88								
8	8	33	33	0.5	5/4	5/4	Chord	4/4	4	1	1/8	1/8	1	89								
8	8	67/2	67/2	0.5	11/8	11/8	Chord	4/4	4	1	1/8	1/8	1	90								
8	8	34	34	1.0	3/2	3/2	Chord	4/4	4	1	1/4	1/4	1	91								
8	8	35	35	1.0	7/4	7/4	Chord	4/4	4	1	1/4	1/4	1	92								
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	93	len,							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	94	von							
9	9	34	34	3.0	1/2	1/2	Chord	4/4	2	1	3/4	1/2	3/2	95	al-							
9	9	37	37	1.0	5/4	5/4	Chord	4/4	2	1	1/4	1/4	1	96	len							
9	9	38	38	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	97	Sün-							
9	9	32	32	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	98	al-							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	99	len.							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	100	von							
9	9	36	36	3.0	1	1	Chord	4/4	3	1	3/4	1/2	3/2	101	al-							
9	9	39	39	1.0	7/4	7/4	Chord	4/4	3	1	1/4	1/4	1	102	len							
9	9	32	32	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	103								
9	9	34	34	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	104								
9	9	35	35	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	105								
9	9	36	36	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	106								
9	9	38	38	1.0	3/2	3/2	Chord	4/4	4	1	1/4	1/4	1	107	6							
9	9	39	39	1.0	7/4	7/4	Chord	4/4	4	1	1/4	1/4	1	108								
10	10	40	40	4.0	1	1	Chord	4/4	1	1	1	1	1	109	Das							
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	110								3
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	111								
10	10	40	40	4.0	1	1	Chord	4/4	2	1	1	1	1	112	den,							
10	10	36	36	4.0	0	0	Chord	4/4	3	1	1	1	1	113	Sün-							
10	10	40	40	4.0	1	1	Chord	4/4	3	1	1	1	1	114	den,							
10	10	36	36	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	115	7							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	116	6							
10	10	40	40	4.0	1	1	Chord	4/4	4	1	1	1	1	117								
11	11	40	40	4.0	0	0	Chord	4/4	1	1	1	1	1	118	Blut							
11	11	44	44	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	119	Je-							
11	11	46	46	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	120	su							
11	11	40	40	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	121	6							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	122								
11	11	44	44	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	123								
11	11	46	46	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	124								
12	12	44	44	4.0	0	0	Chord	4/4	1	1	1	1	1	125	Chri-							
12	12	48	48	4.0	1	1	Chord	4/4	1	1	1	1	1	126	sti,							
12	12	44	44	4.0	0	0	Chord	4/4	2	1	1	1	1	127	das							
12	12	48	48	4.0	1	1	Chord	4/4	2	1	1	1	1	128	Blut							
12	12	44	44	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	129	6							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	130								
12	12	48	48	4.0	1	1	Chord	4/4	4	1	1	1	1	131								
13	13	50	50	4.0	1/2	1/2	Chord	4/4	1	1	1	1	1	132	des							
13	13	54	54	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	133	Soh-							
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	134	Je-							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	135	su							
13	13	52	52	4.0	1	1	Chord	4/4	2	1	1	1	1	136	Chri-							
13	13	48	48	4.0	0	0	Chord	4/4	3	1	1	1	1	137	das							
13	13	52	52	4.0	1	1	Chord	4/4	3	1	1	1	1	138	Blut							
13	13	48	48	4.0	0	0	Chord	4/4	4	1	1	1	1	139								
13	13	52	52	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	140	7							
13	13	54	54	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	141	6							
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	142								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	143	nes							
14	14	56	56	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	144	Got-							4
14	14	58	58	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	145								4
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	146	sti							
14	14	54	54	4.0	1/2	1/2	Chord	4/4	2	1	1	1	1	147	des							
14	14	58	58	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	148	Soh-							
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	149	Je-							
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	150	su							
14	14	56	56	4.0	1	1	Chord	4/4	3	1	1	1	1	151	Chri-							
14	14	52	52	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	152	7							
14	14	54	54	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	153								
14	14	56	56	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	154	9							
14	14	58	58	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	155	6							
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	156								4
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	157								4
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	158								4
15	15	60	60	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	159								4
15	15	62	62	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	160								4
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	161								
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	162	nes							
15	15	60	60	4.0	1	1	Chord	4/4	2	1	1	1	1	163	Got-							
15	15	56	56	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	164	sti,							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	165	des							
15	15	60	60	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	166	Soh-							
15	15	62	62	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	167	nes							
15	15	56	56	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	168	7							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	169	6							
15	15	60	60	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	170								
15	15	62	62	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	171								
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	172								4
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	173								
16	16	64	64	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	174	tes,							
16	16	60	60	4.0	0	0	Chord	4/4	2	1	1	1	1	175								
16	16	64	64	4.0	1	1	Chord	4/4	2	1	1	1	1	176	tes,							
16	16	60	60	4.0	0	0	Chord	4/4	3	1	1	1	1	177	Got-							
16	16	64	64	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	178	tes,							
16	16	66	66	1.0	3/2	3/2	Chord	4/4	3	1	1/4	1/4	1	179	ma-							
16	16	67	67	0.5	7/4	7/4	Chord	4/4	3	1	1/8	1/8	1	180	chet							
16	16	135/2	135/2	0.5	15/8	15/8	Chord	4/4	3	1	1/8	1/8	1	181	uns							
16	16	60	60	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	182	4							
16	16	62	62	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	183	3							
16	16	64	64	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	184								
16	16	66	66	1.0	3/2	3/2	Chord	4/4	4	1	1/4	1/4	1	185								
16	16	67	67	0.5	7/4	7/4	Chord	4/4	4	1	1/8	1/8	1	186								
16	16	135/2	135/2	0.5	15/8	15/8	Chord	4/4	4	1	1/8	1/8	1	187								
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	188	ma-							
17	17	65	65	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	189	chet							
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	190	uns							
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	191	rein							
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	192	von							
17	17	68	68	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	193	al-							
17	17	70	70	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	194	len,							
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	195	rein							
17	17	65	65	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	196	von							
17	17	66	66	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	197	al-							
17	17	68	68	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	198	len,							
17	17	71	71	1.0	7/4	7/4	Chord	4/4	3	1	1/4	1/4	1	199	von							
17	17	64	64	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	200								
17	17	65	65	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	201								
17	17	66	66	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	202								
17	17	68	68	3.0	1	1	Chord	4/4	4	1	3/4	1/2	3/2	203								
17	17	71	71	1.0	7/4	7/4	Chord	4/4	4	1	1/4	1/4	1	204								
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	205	von							
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	206	al-							
18	18	72	72	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	207	len,							
18	18	75	75	1.0	7/4	7/4	Chord	4/4	1	1	1/4	1/4	1	208	von							
18	18	68	68	8.0	0	0	Chord	4/4	2	1	2	2	1	209	das							
18	18	68	68	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	210	al-							
18	18	70	70	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	211	len,							
18	18	73	73	1.0	5/4	5/4	Chord	4/4	3	1	1/4	1/4	1	212	von							
18	18	74	74	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	213	al-							
18	18	68	68	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	214								
18	18	70	70	3.0	1/2	1/2	Chord	4/4	4	1	3/4	1/2	3/2	215								
18	18	73	73	1.0	5/4	5/4	Chord	4/4	4	1	1/4	1/4	1	216								
18	18	74	74	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	217	6							
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	218	al-							
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	219	len,							
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	220	von							
19	19	76	76	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	221	al-							
19	19	78	78	1.0	3/2	3/2	Chord	4/4	1	1	1/4	1/4	1	222	len,							
19	19	79	79	1.0	7/4	7/4	Chord	4/4	1	1	1/4	1/4	1	223	von							
19	19	72	72	4.0	0	0	Chord	4/4	2	1	1	1	1	224	Blut							
19	19	76	76	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	225	Je-							
19	19	78	78	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	226	su							
19	19	72	72	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	227	len,							
19	19	73	73	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	228	von							
19	19	74	74	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	229	al-							
19	19	76	76	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	230	len,							
19	19	79	79	1.0	7/4	7/4	Chord	4/4	3	1	1/4	1/4	1	231	von							
19	19	72	72	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	232								
19	19	73	73	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	233								
19	19	74	74	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	234								
19	19	76	76	3.0	1	1	Chord	4/4	4	1	3/4	1/2	3/2	235								
19	19	79	79	1.0	7/4	7/4	Chord	4/4	4	1	1/4	1/4	1	236								
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	237	al-							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	238	len							
20	20	80	80	4.0	1	1	Chord	4/4	1	1	1	1	1	239	Sün-							
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	240	Chri-							
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	241								
20	20	78	78	4.0	1/2	1/2	Chord	4/4	2	1	1	1	1	242								
20	20	82	82	1.0	3/2	3/2	Chord	4/4	2	1	1/4	1/4	1	243								
20	20	83	83	1.0	7/4	7/4	Chord	4/4	2	1	1/4	1/4	1	244								
20	20	76	76	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	245	al-							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	246	len							
20	20	80	80	4.0	1	1	Chord	4/4	3	1	1	1	1	247	Sün-							
20	20	76	76	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	248	5							
20	20	77	77	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	249	6							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	250	6							
20	20	80	80	4.0	1	1	Chord	4/4	4	1	1	1	1	251								
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	252	den,							
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	253	ma-							
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	254	chet							
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	255	uns							
21	21	84	84	1.0	1	1	Chord	4/4	1	1	1/4	1/4	1	256	rein							
21	21	85	85	1.0	5/4	5/4	Chord	4/4	1	1	1/4	1/4	1	257	von							
21	21	86	86	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	258	al-							
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	259	sti,							
21	21	82	82	4.0	1/2	1/2	Chord	4/4	2	1	1	1	1	260	des							
21	21	86	86	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	261	Soh-							
21	21	80	80	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	262	den,							
21	21	84	84	1.0	1	1	Chord	4/4	3	1	1/4	1/4	1	263	ma-							
21	21	85	85	0.5	5/4	5/4	Chord	4/4	3	1	1/8	1/8	1	264	chet							
21	21	171/2	171/2	0.5	11/8	11/8	Chord	4/4	3	1	1/8	1/8	1	265	uns							
21	21	86	86	1.0	3/2	3/2	Chord	4/4	3	1	1/4	1/4	1	266	rein							
21	21	87	87	1.0	7/4	7/4	Chord	4/4	3	1	1/4	1/4	1	267	von							
21	21	80	80	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	268								
21	21	82	82	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	269								
21	21	84	84	1.0	1	1	Chord	4/4	4	1	1/4	1/4	1	270								
21	21	85	85	0.5	5/4	5/4	Chord	4/4	4	1	1/8	1/8	1	271								
21	21	171/2	171/2	0.5	11/8	11/8	Chord	4/4	4	1	1/8	1/8	1	272								
21	21	86	86	1.0	3/2	3/2	Chord	4/4	4	1	1/4	1/4	1	273								
21	21	87	87	1.0	7/4	7/4	Chord	4/4	4	1	1/4	1/4	1	274								
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	275	len,							
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	276	von							
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	277	al-							
22	22	88	88	1.0	1	1	Chord	4/4	1	1	1/4	1/4	1	278	len,							
22	22	89	89	1.0	5/4	5/4	Chord	4/4	1	1	1/4	1/4	1	279	von							
22	22	90	90	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	280	al-							
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	281								
22	22	86	86	4.0	1/2	1/2	Chord	4/4	2	1	1	1	1	282	nés							
22	22	90	90	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	283	Got-							
22	22	84	84	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	284	al-							
22	22	86	86	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	285	len.							
22	22	87	87	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	286	von							
22	22	88	88	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	287	al-							
22	22	90	90	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	288	len							
22	22	84	84	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	289								
22	22	86	86	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	290								
22	22	87	87	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	291								
22	22	88	88	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	292								
22	22	90	90	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	293	6							
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	294								
23	23	89	89	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	295	len							
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	296	Sün-							
23	23	92	92	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	297	den,							
23	23	94	94	1.0	3/2	3/2	Chord	4/4	1	1	1/4	1/4	1	298	ma-							
23	23	95	95	0.5	7/4	7/4	Chord	4/4	1	1	1/8	1/8	1	299	chet							
23	23	191/2	191/2	0.5	15/8	15/8	Chord	4/4	1	1	1/8	1/8	1	300	uns							
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	301								
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	302								
23	23	92	92	4.0	1	1	Chord	4/4	2	1	1	1	1	303	tes,							
23	23	88	88	4.0	0	0	Chord	4/4	3	1	1	1	1	304	Sün-							
