mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=180	180.0	𝅘𝅥	180.0	0.0	
1	1	0	0	4.0	0	0	Chord	4/4	1	1	1	1	1	0	Eins							
1	1	0	0	4.0	0	0	Chord	4/4	3	1	1	1	1	1								
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	2	bit-							
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	3	te							
2	2	4	4	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	4								
2	2	6	6	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	5								
3	3	8	8	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	6	ich							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	7	vom							
3	3	8	8	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	8								
3	3	10	10	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	9								
4	4	12	12	4.0	0	0	Chord	4/4	1	1	1	1	1	10	Her-							
4	4	12	12	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	11	4							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	12	3							
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	13	ren,							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	14	das							
5	5	16	16	4.0	0	0	Chord	4/4	2	1	1	1	1	15	Eins							
5	5	16	16	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	16								
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	17								
6	6	20	20	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	18	hät-							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	19	te							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	20	ich							
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	21	bit-							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	22	te							
6	6	20	20	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	23								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	24								
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	25	gern,							
7	7	24	24	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	26	ich							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	27	vom							
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	28								
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	29								
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	30	das							
8	8	28	28	4.0	0	0	Chord	4/4	2	1	1	1	1	31	Her-							
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	32	4							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	33	3							
9	9	32	32	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	34	hät-							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	35	te							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	36	ich							
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	37	ren,							
9	9	32	32	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	38								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	39								
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1	1	1	40	gern,							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	41	das							
10	10	36	36	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	42								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	43								
11	11	40	40	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	44	hät-							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	45	te							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	46	ich							
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	47								
11	11	41	41	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	48								
11	11	42	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	49								
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	50	das							
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	51	gern,							
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	52	das							
12	12	44	44	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	53								
12	12	46	46	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	54	6							
13	13	48	48	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	55	hät-							
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	56	te							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	57	ich							
13	13	48	48	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	58	hät-							
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	59	te							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	60	ich							
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	61								
13	13	49	49	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	62								
13	13	50	50	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	63								
14	14	52	52	4.0	0	0	Chord	4/4	1	1	1	1	1	64	gern,							
14	14	52	52	4.0	0	0	Chord	4/4	2	1	1	1	1	65	gern,							
14	14	52	52	4.0	0	0	Chord	4/4	3	1	1	1	1	66								
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	67	dass							
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	68	ich							
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	69	im							
15	15	56	56	4.0	0	0	Chord	4/4	3	1	1	1	1	70								
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	71	Hau-							
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	72	se							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	73	des							
16	16	60	60	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	74								
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	75								
16	16	63	63	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	76	6							
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1	1	1	77	Herrn							
17	17	64	64	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	78								
17	17	66	66	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	79								
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	80	mö-							
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	81	ge							
18	18	68	68	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	82								
18	18	70	70	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	83								
19	19	72	72	4.0	0	0	Chord	4/4	1	1	1	1	1	84	blei-							
19	19	72	72	4.0	0	0	Chord	4/4	3	1	1	1	1	85								
20	20	76	76	4.0	0	0	Chord	4/4	1	1	1	1	1	86	ben,							
20	20	76	76	4.0	0	0	Chord	4/4	2	1	1	1	1	87	eins							
20	20	76	76	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	88								
20	20	78	78	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	89								
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	90	bit-							
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	91	te							
21	21	80	80	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	92								
21	21	82	82	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	93								
22	22	84	84	4.0	0	0	Chord	4/4	1	1	1	1	1	94	eins							
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	95	ich							
