mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	31							
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	32	6						
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	33	se-						
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	34	hen						
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	35	den						
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	36	Ge-						
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	37							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	38	6						
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	39	rech-						
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	40	ten						
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	41	ver-						
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	42	las-						
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	43							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	44							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	45							
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1	1	1	46	sen,						
10	10	36	36	4.0	0	0	Chord	4/4	3	1	1	1	1	47							
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	48	Ich						
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	49	bin						
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	50	jung						
11	11	40	40	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	51							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	52							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	53							
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	54							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	55	ge-						
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	56	we-						
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	57							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	58							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	59	6						
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	60	sen						
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	61	und						
13	13	48	48	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	62							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	63							
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	64	ich						
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	65	bin						
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	66	jung						
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	67	bin						
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	68	alt						
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	69							
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	70	6						
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	71							
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	72	ge-						
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	73	we-						
15	15	56	56	4.0	0	0	Chord	4/4	2	1	1	1	1	74	wor-						
15	15	56	56	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	75	7						
15	15	58	58	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	76	6						
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	77	sen						
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	78	und						
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	79	den,						
16	16	60	60	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	80							
16	16	62	62	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	81							
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	82	bin						
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	83	alt						
17	17	64	64	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	84							
17	17	66	66	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	85	6						
18	18	68	68	4.0	0	0	Chord	4/4	1	1	1	1	1	86	wor-						
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	87	ich						
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	88	bin						
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	89	jung						
18	18	68	68	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	90	7						
18	18	70	70	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	91	6						
19	19	72	72	4.0	0	0	Chord	4/4	1	1	1	1	1	92	den,						
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	93							
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	94	ge-						
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	95	we-						
19	19	72	72	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	96	4						
19	19	74	74	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	97	3						
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	98	sen						
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	99	und						
20	20	76	76	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	100							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	101							
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	102	ich						
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	103	bin						
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	104	jung						
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	105	bin						
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	106	alt						
21	21	80	80	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	107							
21	21	82	82	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	108	6						
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	109							
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	110	ge-						
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	111	we-						
22	22	84	84	4.0	0	0	Chord	4/4	2	1	1	1	1	112	wor-						
22	22	84	84	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	113	7						
22	22	86	86	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	114	6						
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	115	sen						
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	116	und						
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	117	den,						
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	118	und						
23	23	88	88	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	119							
23	23	90	90	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	120							
24	24	92	92	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	121	bin						
24	24	95	95	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	122	alt						
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	123	bin						
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	124	alt						
24	24	92	92	4.0	0	0	Chord	4/4	3	1	1	1	1	125							
25	25	96	96	4.0	0	0	Chord	4/4	1	1	1	1	1	126	wor-						
25	25	96	96	4.0	0	0	Chord	4/4	2	1	1	1	1	127	wor-						
25	25	96	96	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	128	4						
25	25	98	98	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	129	3						
26	26	100	100	4.0	0	0	Chord	4/4	1	1	1	1	1	130	den						
26	26	100	100	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	131	den						
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	132	und						
26	26	100	100	4.0	0	0	Chord	4/4	3	1	1	1	1	133							
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	134	ha-						
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	135	be						
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	136	noch						
27	27	106	106	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	137	nie						
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	138	ge-						
27	27	104	104	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	139							
27	27	106	106	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	140							
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	141	se-						
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	142	hen						
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	143	den						
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	144	Ge-						
28	28	108	108	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	145							
28	28	110	110	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	146	6						
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	147	rech-						
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	148	ten						
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	149	ver-						
29	29	114	114	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	150	las-						
29	29	112	112	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	151							
29	29	113	113	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	152							
29	29	114	114	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	153							
30	30	117	117	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	154	und						
30	30	118	118	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	155	ha-						
30	30	119	119	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	156	be						
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	157	noch						
30	30	116	116	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	158	sen,						
30	30	116	116	4.0	0	0	Chord	4/4	3	1	1	1	1	159							
31	31	120	120	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	160	nie						
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	161	ge-						
31	31	122	122	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	162	se-						
31	31	123	123	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	163	hen						
31	31	120	120	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	164							
31	31	122	122	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	165							
32	32	125	125	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	166	den						
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	167	Ge-						
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	168	rech-						
32	32	127	127	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	169	ten						
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	170	ver-						
32	32	124	124	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	171							
32	32	126	126	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	172							
32	32	127	127	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	173							
33	33	128	128	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	174	las-						
33	33	130	130	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	175	sen,						
33	33	128	128	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	176							
33	33	130	130	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	177							
34	34	133	133	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	178	o-						
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	179	der						
34	34	133	133	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	180							
34	34	135	135	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	181							
35	35	136	136	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	182	sei-						
35	35	137	137	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	183	nen						
35	35	138	138	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	184	Sa-						
35	35	136	136	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	185							
35	35	137	137	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	186							
35	35	138	138	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	187							
36	36	140	140	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	188	men						
36	36	141	141	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	189	nach						
36	36	142	142	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	190	Brod						
36	36	140	140	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	191							
36	36	141	141	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	192							
36	36	142	142	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	193							
37	37	144	144	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	194	ge-						0
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	195							0
37	37	145	145	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	196							0
37	37	583/4	583/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	197							0
37	37	146	146	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	198							
37	37	144	144	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	199							
37	37	145	145	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	200							
37	37	146	146	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	201							
38	38	148	148	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	202	hen,						
38	38	151	151	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	203	und						
38	38	148	148	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	204							
38	38	150	150	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	205							
39	39	152	152	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	206	ha-						
39	39	153	153	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	207	be						
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	208	noch						
39	39	154	154	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	209	nie,						
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	210	und						
39	39	153	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	211	und						
39	39	154	154	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	212	ha-						
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	213	be						
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	214	noch						
39	39	152	152	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	215							
39	39	154	154	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	216							
40	40	156	156	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	217	ha-						
40	40	157	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	218	be						
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	219	noch						
40	40	158	158	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	220	nie,						
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	221	und						
40	40	156	156	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	222	nie,						
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	223	und						
40	40	158	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	224	ha-						
40	40	159	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	225	be						
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	226	noch						
40	40	156	156	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	227							
40	40	158	158	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	228							
41	41	160	160	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	229	ha-						
41	41	161	161	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	230	be						
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	231	noch						
41	41	162	162	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	232	nie						
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	233	ge-						
41	41	160	160	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	234	nie,						
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	235	und						
41	41	162	162	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	236	ha-						
41	41	163	163	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	237	be						
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	238	noch						
41	41	160	160	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	239							
41	41	162	162	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	240							
42	42	164	164	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	241	se-						
42	42	165	165	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	242	hen						
42	42	167	167	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	243	den						
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	244	Ge-						
42	42	164	164	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	245	nie						
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	246	ge-						
42	42	166	166	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	247	se-						
42	42	167	167	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	248	hen						
42	42	164	164	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	249							
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	250							
42	42	166	166	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	251							
42	42	167	167	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	252	6						
43	43	168	168	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	253	rech-						
43	43	169	169	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	254	ten						
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	255	ver-						
43	43	170	170	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	256	las-						1
43	43	683/4	683/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	257							1
43	43	171	171	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	258							1
43	43	169	169	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	259	den						
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	260	Ge-						
43	43	170	170	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	261	rech-						
43	43	171	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	262	ten						
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	263	ver-						
43	43	168	168	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	264							
43	43	169	169	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	265	5						
43	43	171	171	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	266	6						
44	44	172	172	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	267							1
44	44	173	173	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	268							1
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	269							1
44	44	174	174	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	270							
44	44	172	172	4.0	0	0	Chord	4/4	2	1	1	1	1	271	las-						
44	44	172	172	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	272	7						
44	44	174	174	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	273	6						
45	45	176	176	4.0	0	0	Chord	4/4	1	1	1	1	1	274	sen,						
45	45	176	176	4.0	0	0	Chord	4/4	2	1	1	1	1	275	sen,						
45	45	176	176	4.0	0	0	Chord	4/4	3	1	1	1	1	276							
46	46	181	181	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	277	o-						
46	46	183	183	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	278	der						
46	46	181	181	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	279							
46	46	183	183	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	280							
47	47	184	184	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	281	sei-						
47	47	185	185	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	282	nen						
47	47	186	186	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	283	Sa-						
47	47	184	184	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	284							
47	47	185	185	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	285							
47	47	186	186	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	286							
48	48	188	188	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	287	men						
48	48	189	189	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	288	nach						
48	48	190	190	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	289	Brod						
48	48	188	188	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	290							
48	48	189	189	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	291							
48	48	190	190	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	292							
49	49	192	192	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	293	ge-						2
49	49	771/4	771/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	294							2
49	49	193	193	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	295							2
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	296							2
49	49	194	194	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	297							
