mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
7	7	24	24	4.0	0	0	Chord	4/4	2	1	1	1	1	23	Ihr							
7	7	24	24	4.0	0	0	Chord	4/4	3	1	1	1	1	24								
8	8	28	28	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	25	Hei-							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	26	li-							
8	8	28	28	4.0	0	0	Chord	4/4	3	1	1	1	1	27								
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	28	gen							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	29	lob-							
9	9	32	32	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	30								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	31								
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	32	sin-							1
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	33								1
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	34								1
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	35								1
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	36								1
10	10	36	36	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	37								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	38								
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	39								
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	40	get							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	41	dem							
11	11	40	40	4.0	0	0	Chord	4/4	3	1	1	1	1	42	7    6	      4						
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	43	dan-							
12	12	44	44	4.0	0	0	Chord	4/4	2	1	1	1	1	44	Her-							
12	12	44	44	4.0	0	0	Chord	4/4	3	1	1	1	1	45								
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	46								
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	47	ket							
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	48	und							
13	13	48	48	4.0	0	0	Chord	4/4	2	1	1	1	1	49	ren,							
13	13	48	48	4.0	0	0	Chord	4/4	3	1	1	1	1	50								
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	51	prei-							
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	52	set							
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	53	sei-							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	54	ne							
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	55								
14	14	54	54	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	56								
14	14	55	55	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	57								
15	15	56	56	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	58	Herr-							
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	59	lich-							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	60	dan-							
15	15	56	56	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	61								
15	15	59	59	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	62								
16	16	60	60	4.0	0	0	Chord	4/4	1	1	1	1	1	63	keit,							
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	64								
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	65	ket							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	66	und							
16	16	60	60	4.0	0	0	Chord	4/4	3	1	1	1	1	67								
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	68	prei-							
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	69	set							
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	70	sei-							
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	71	ne							
17	17	64	64	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	72								
17	17	66	66	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	73								
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	74	dan-							
18	18	68	68	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	75	Herr-							
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	76	lich-							
18	18	68	68	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	77								
18	18	71	71	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	78								
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	79								
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	80	ket							
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	81	und							
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	82	keit,							
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	83	und							
19	19	72	72	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	84								
19	19	74	74	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	85								
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	86	prei-							
20	20	77	77	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	87	set							
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	88	sei-							
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	89	ne							
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	90	prei-							
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	91	set							
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	92	sei-							
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	93	ne							
20	20	76	76	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	94								
20	20	78	78	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	95								
20	20	79	79	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	96	6							
21	21	80	80	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	97	Herr-							
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	98	lich-							
21	21	80	80	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	99	Herr-							
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	100	lich-							
21	21	80	80	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	101								
21	21	83	83	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	102								
22	22	84	84	4.0	0	0	Chord	4/4	1	1	1	1	1	103	keit,							
22	22	84	84	4.0	0	0	Chord	4/4	2	1	1	1	1	104	keit,							
22	22	84	84	4.0	0	0	Chord	4/4	3	1	1	1	1	105								
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	106	denn							
23	23	89	89	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	107	sein							
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	108	Zorn							
23	23	88	88	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	109								
23	23	90	90	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	110	6							
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	111	wäh-							
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	112	ret							
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	113	ei-							
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	114	nen							
24	24	94	94	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	115	Au-							
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	116	gen-							
24	24	95	95	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	117	blick,							
24	24	92	92	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	118								
24	24	94	94	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	119								
24	24	95	95	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	120								
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	121	denn							
25	25	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	122	sein							
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	123	Zorn							
25	25	96	96	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	124								
25	25	98	98	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	125	6							
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	126	wäh-							
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	127	ret							
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	128	ei-							
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	129	nen							
26	26	102	102	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	130	Au-							
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	131	gen-							
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	132	blick,							
26	26	100	100	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	133								
26	26	102	102	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	134								
26	26	103	103	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	135								
27	27	104	104	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	136	denn							
27	27	105	105	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	137	sein							
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	138	Zorn							
27	27	106	106	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	139	wäh-							
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	140	ret							
27	27	107	107	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	141	ei-							
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	142	nen							
27	27	104	104	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	143								
27	27	106	106	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	144	6							
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	145	wäh-							
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	146	ret							
28	28	109	109	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	147	ei-							
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	148	nen							
28	28	110	110	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	149	Au-							
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	150	gen-							
28	28	111	111	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	151	blick,							
28	28	108	108	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	152	Au-							2
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	153								2
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	154								
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	155	gen-							
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	156	blick,							
28	28	108	108	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	157								
28	28	110	110	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	158								
28	28	111	111	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	159								
29	29	113	113	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	160	und							
29	29	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	161	er							
29	29	115	115	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	162	hat							
29	29	113	113	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	163	und							
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	164	er							
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	165	hat							
29	29	113	113	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	166								
29	29	114	114	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	167								
29	29	115	115	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	168								
30	30	116	116	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	169	Lust							
30	30	118	118	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	170	zum							
30	30	116	116	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	171	Lust							
30	30	118	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	172	zum							
30	30	116	116	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	173								
30	30	118	118	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	174								
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	175	Le-							3
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	176								3
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	177								3
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	178								3
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	179								3
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	180								3
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	181								3
31	31	123	123	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	182								3
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	183								3
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	184	Le-							4
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	185								4
31	31	121	121	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	186								4
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	187								4
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	188								4
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	189								4
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	190								4
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	191								4
31	31	120	120	4.0	0	0	Chord	4/4	3	1	1	1	1	192								
32	32	124	124	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	193								3
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	194								3
32	32	125	125	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	195								3
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	196								3
32	32	126	126	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	197								3
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	198								3
32	32	124	124	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	199								4
32	32	251/2	251/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	200								4
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	201								4
32	32	126	126	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	202								4
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	203								4
32	32	127	127	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	204								4
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	205								4
32	32	124	124	4.0	0	0	Chord	4/4	3	1	1	1	1	206								
33	33	128	128	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	207								3
33	33	129	129	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	208								3
33	33	131	131	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	209								
33	33	128	128	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	210								4
33	33	129	129	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	211								4
33	33	130	130	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	212								
33	33	128	128	4.0	0	0	Chord	4/4	3	1	1	1	1	213	     4							
34	34	132	132	4.0	0	0	Chord	4/4	1	1	1	1	1	214	ben.							
34	34	132	132	4.0	0	0	Chord	4/4	2	1	1	1	1	215	ben.							
34	34	132	132	4.0	0	0	Chord	4/4	3	1	1	1	1	216								
35	35	138	138	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	217	den							
35	35	138	138	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	218								
36	36	140	140	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	219	A-							
36	36	142	142	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	220	bend							
36	36	140	140	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	221								
36	36	142	142	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	222								
37	37	144	144	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	223	lang							
37	37	146	146	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	224	wäh-							
37	37	144	144	4.0	0	0	Chord	4/4	3	1	1	1	1	225								
38	38	148	148	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	226	ret							
38	38	149	149	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	227	das							
38	38	150	150	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	228	Wei-							5
38	38	148	148	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	229								
38	38	150	150	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	230								
39	39	152	152	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	231								5
39	39	153	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	232								5
39	39	154	154	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	233								5
39	39	152	152	4.0	0	0	Chord	4/4	3	1	1	1	1	234								
40	40	158	158	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	235	den							
40	40	156	156	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	236								5
40	40	157	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	237								5
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	238								5
40	40	158	158	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	239								
40	40	156	156	4.0	0	0	Chord	4/4	3	1	1	1	1	240	4							
41	41	160	160	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	241	A-							
41	41	162	162	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	242	bend							
41	41	160	160	4.0	0	0	Chord	4/4	2	1	1	1	1	243	nen,							
41	41	160	160	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	244								
41	41	162	162	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	245								
42	42	164	164	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	246	lang							
42	42	166	166	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	247	wäh-							
42	42	164	164	4.0	0	0	Chord	4/4	2	1	1	1	1	248								
42	42	164	164	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	249								
42	42	166	166	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	250								
43	43	168	168	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	251	ret							
43	43	169	169	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	252	das							
43	43	170	170	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	253	Wei-							6
43	43	168	168	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	254								
43	43	170	170	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	255								
44	44	172	172	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	256								6
44	44	173	173	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	257								6
44	44	174	174	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	258								6
44	44	172	172	4.0	0	0	Chord	4/4	3	1	1	1	1	259								
45	45	176	176	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	260								6
45	45	177	177	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	261								6
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	262								6
45	45	178	178	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	263								
45	45	176	176	4.0	0	0	Chord	4/4	3	1	1	1	1	264	4							
46	46	180	180	4.0	0	0	Chord	4/4	1	1	1	1	1	265	nen.							
46	46	181	181	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	266	a-							
46	46	182	182	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	267	ber							
46	46	183	183	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	268	des							
46	46	180	180	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	269								
46	46	182	182	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	270								
46	46	183	183	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	271								
47	47	184	184	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	272	Mor-							
47	47	186	186	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	273	gens							
47	47	187	187	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	274	die							
47	47	184	184	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	275								
47	47	186	186	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	276								
48	48	188	188	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	277	Freu-							
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	278								
48	48	189	189	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	279								
48	48	379/2	379/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	280								
48	48	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	281								
48	48	381/2	381/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	282								
48	48	763/4	763/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	283								
48	48	191	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	284								
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	285								
48	48	188	188	4.0	0	0	Chord	4/4	3	1	1	1	1	286								
49	49	192	192	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	287								
49	49	194	194	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	288	de,							
49	49	195	195	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	289	die							
49	49	192	192	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	290								
49	49	194	194	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	291								
50	50	196	196	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	292	Freu-							7
50	50	393/2	393/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	293								7
50	50	197	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	294								7
50	50	395/2	395/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	295								7
50	50	198	198	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	296								7
50	50	397/2	397/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	297								7
50	50	795/4	795/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	298								7
