mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	28	mich,								
6	6	20	20	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	29	4								
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	30	3								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	31									
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	32	das								
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	33	Blut								
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	34	Chri-								
7	7	24	24	4.0	0	0	Chord	4/4	3	1	1	1	1	35									
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	36	sti								
8	8	30	30	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	37	trän-								0
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	38									0
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	39									0
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	40									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	41	3								1
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	42	4								1
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	43									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	44	ke								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	45	mich,								
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	46	4								
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	47	3								
9	9	34	34	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	48									
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	49	das								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	50	Was-								
10	10	36	36	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	51									
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	52									
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	53	ser,								
11	11	41	41	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	54	das								
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	55	aus								
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	56	sei-								
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	57	ner								
11	11	40	40	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	58									
11	11	42	42	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	59									
11	11	43	43	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	60									
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	61	Sei-								
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	62	ten								
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	63	floss,								
12	12	44	44	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	64									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	65									
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	66	wa-								
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	67	sche								
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	68	mich,								
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	69									
13	13	49	49	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	70									
13	13	50	50	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	71									
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	72	sein								
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	73	bit-								
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	74	ter								
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	75									
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	76									
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	77									
15	15	56	56	4.0	0	0	Chord	4/4	1	1	1	1	1	78	Lei-								
15	15	56	56	4.0	0	0	Chord	4/4	2	1	1	1	1	79									
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	80	den								
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	81	und								
16	16	60	60	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	82									
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	83									
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1	1	1	84	Ster-								
17	17	64	64	4.0	0	0	Chord	4/4	2	1	1	1	1	85									
18	18	68	68	4.0	0	0	Chord	4/4	1	1	1	1	1	86	ben								
18	18	68	68	4.0	0	0	Chord	4/4	2	1	1	1	1	87									
19	19	72	72	4.0	0	0	Chord	3/2	1	1	1	1	1	88	stär-								
19	19	76	76	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	89	ke,								
19	19	72	72	4.0	0	0	Chord	3/2	2	1	1	1	1	90									
19	19	76	76	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	91									
20	20	78	78	4.0	0	0	Chord	3/2	1	1	1	1	1	92	stär-								
20	20	82	82	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	93	ke,								
20	20	78	78	4.0	0	0	Chord	3/2	2	1	1	1	1	94									
20	20	82	82	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	95									
21	21	84	84	4.0	0	0	Chord	3/2	1	1	1	1	1	96	stär-								
21	21	88	88	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	97	ke								
21	21	84	84	4.0	0	0	Chord	3/2	2	1	1	1	1	98									
21	21	88	88	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	99									
22	22	90	90	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	100	mich,								
22	22	90	90	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	101									
23	23	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	102	o								
23	23	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	103	lie-								
23	23	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	104	ber								
23	23	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	105	Herr								
23	23	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	106	o								
23	23	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	107	lie-								
23	23	99	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	108	ber								
23	23	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	109	Herr								
23	23	97	97	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	110	o								
23	23	98	98	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	111	lie-								
23	23	99	99	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	112	ber								
23	23	199/2	199/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	113	Herr								
23	23	97	97	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	114									
23	23	98	98	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	115									
23	23	99	99	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	116									
24	24	100	100	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	117	Je-								
24	24	102	102	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	118	su,								
24	24	100	100	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	119	Je-								
24	24	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	120	su,								
24	24	100	100	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	121	Je-								
24	24	102	102	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	122	su,								
24	24	100	100	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	123	6								
24	24	102	102	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	124									
25	25	105	105	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	125	o								
25	25	106	106	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	126	lie-								
25	25	107	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	127	ber								
25	25	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	128	Herr								
25	25	105	105	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	129	o								
25	25	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	130	lie-								
25	25	107	107	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	131	ber								
25	25	215/2	215/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	132	Herr								
25	25	105	105	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	133	o								
25	25	106	106	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	134	lie-								
25	25	107	107	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	135	ber								
25	25	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	136	Herr								
25	25	105	105	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	137									
25	25	106	106	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	138									
25	25	107	107	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	139									
25	25	215/2	215/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	140									
26	26	108	108	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	141	Je-								
26	26	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	142	su								
26	26	108	108	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	143	Je-								
26	26	110	110	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	144	su								
26	26	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	145	er-								
26	26	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	146	hö-								
26	26	108	108	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	147	Je-								
26	26	110	110	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	148	su								
26	26	223/2	223/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	149	er-								
26	26	108	108	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	150									
26	26	110	110	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	151									
27	27	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	152	er-								
27	27	113	113	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	153	hö-								
27	27	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	154	re,								
27	27	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	155	er-								
27	27	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	156	re,								
27	27	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	157	er-								
27	27	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	158	hö-								
27	27	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	159	re,								
27	27	112	112	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	160	hö-								
27	27	113	113	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	161	re,								
27	27	229/2	229/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	162	er-								
27	27	115	115	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	163	hö-								
27	27	112	112	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	164									
27	27	113	113	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	165									
27	27	114	114	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	166									
27	27	115	115	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	167									
28	28	116	116	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	168	hö-								
28	28	117	117	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	169	re,								
28	28	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	170	er-								
28	28	118	118	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	171	hö-								
28	28	233/2	233/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	172	er-								
28	28	117	117	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	173	hö-								
28	28	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	174	re,								
28	28	237/2	237/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	175	er-								
28	28	119	119	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	176	hö-								
28	28	116	116	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	177	re,								
28	28	235/2	235/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	178	er-								
28	28	118	118	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	179	hö-								
28	28	119	119	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	180	re,								
28	28	239/2	239/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	181	er-								
28	28	116	116	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	182									
28	28	117	117	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	183									
28	28	118	118	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	184									
28	28	119	119	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	185									
29	29	120	120	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	186									
29	29	121	121	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	187	re								
29	29	122	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	188	mich.								
29	29	120	120	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	189									
29	29	121	121	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	190	re								
29	29	122	122	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	191	mich.								
29	29	120	120	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	192	hö-								
29	29	121	121	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	193	re								
29	29	122	122	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	194	mich.								
29	29	120	120	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	195									
29	29	121	121	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	196									
29	29	122	122	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	197									
30	30	249/2	249/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	198	In								
30	30	125	125	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	199	dei-								
30	30	251/2	251/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	200	ne								
30	30	126	126	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	201	hei-								
30	30	127	127	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	202	li-								
30	30	255/2	255/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	203	ge								
30	30	124	124	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	204									
30	30	126	126	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	205									
30	30	255/2	255/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	206									
31	31	257/2	257/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	207	In								
31	31	129	129	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	208	dei-								
31	31	259/2	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	209	ne								
31	31	130	130	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	210	hei-								
31	31	131	131	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	211	li-								
31	31	263/2	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	212	ge								
31	31	128	128	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	213	Wun-								
31	31	130	130	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	214	den								
31	31	131	131	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	215	ver-								
31	31	128	128	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	216									
31	31	130	130	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	217									
31	31	131	131	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	218									
32	32	132	132	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	219	Wun-								
32	32	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	220	den								
32	32	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	221	ver-								
32	32	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	222	In								
32	32	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	223	dei-								
32	32	267/2	267/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	224	ne								
32	32	134	134	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	225	hei-								
32	32	135	135	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	226	li-								
32	32	271/2	271/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	227	ge								
32	32	132	132	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	228	birg								
32	32	133	133	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	229	mich,								
32	32	132	132	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	230									
32	32	134	134	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	231	6	4							
33	33	136	136	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	232	birg								
33	33	137	137	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	233	mich,								
33	33	139	139	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	234	ver-								
33	33	136	136	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	235	Wun-								
33	33	138	138	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	236	den								
33	33	139	139	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	237	ver-								
33	33	139	139	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	238	ver-								
33	33	136	136	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	239									
33	33	138	138	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	240									
33	33	139	139	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	241									
34	34	140	140	4.0	0	0	Chord	4/4	1	1	1	1	1	242	birg								
34	34	140	140	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	243	birg								2
34	34	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	244									2
34	34	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	245									2
34	34	142	142	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	246									
34	34	140	140	4.0	0	0	Chord	4/4	3	1	1	1	1	247	birg								
34	34	140	140	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	248	7								
34	34	142	142	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	249	6								
35	35	144	144	4.0	0	0	Chord	4/4	1	1	1	1	1	250	mich,								
35	35	144	144	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	251	mich,								
35	35	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	252	o								
35	35	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	253	lie-								
35	35	147	147	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	254	ber								
35	35	295/2	295/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	255	Herr								
35	35	144	144	4.0	0	0	Chord	4/4	3	1	1	1	1	256	mich,								
35	35	144	144	4.0	0	0	Chord	4/4	4	1	1	1	1	257									
36	36	148	148	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	258	Je-								
36	36	149	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	259	su,								
36	36	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	260	o								
36	36	150	150	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	261	lie-								
36	36	151	151	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	262	ber								
36	36	303/2	303/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	263	Herr								
36	36	148	148	4.0	0	0	Chord	4/4	4	1	1	1	1	264									
37	37	152	152	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	265	Je-								
37	37	153	153	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	266	su,								
37	37	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	267	o								
37	37	154	154	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	268	lie-								
37	37	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	269	ber								
37	37	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	270	Herr								
37	37	152	152	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	271									
37	37	154	154	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	272									
38	38	156	156	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	273	Je-								
38	38	157	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	274	su								
38	38	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	275	er-								
38	38	158	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	276	hö-								
38	38	159	159	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	277	re								
38	38	156	156	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	278									
38	38	158	158	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	279									
38	38	159	159	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	280									
39	39	160	160	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	281	mich.								
39	39	163	163	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	282	Lass								
39	39	327/2	327/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	283	mich								
39	39	160	160	4.0	0	0	Chord	4/4	3	1	1	1	1	284									
40	40	165	165	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	285	Lass								
40	40	331/2	331/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	286	mich								
40	40	166	166	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	287	nim-								
40	40	333/2	333/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	288	mer-								
40	40	167	167	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	289	mehr								
40	40	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	290	von								
40	40	164	164	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	291	nim-								
40	40	329/2	329/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	292	mer-								
40	40	165	165	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	293	mehr,								
