mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	43							1
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	44							1
10	10	39	39	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	45							1
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	46							1
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	47							1
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	48							1
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1	1	1	49							
11	11	40	40	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	50							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	51	het						
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	52	auf						
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	53	den						
11	11	40	40	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	54							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	55	6						
12	12	44	44	4.0	0	0	Chord	4/4	1	1	1	1	1	56	Was-						
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	57							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	58							
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	59	4						
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	60	3						
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1	1	1	61	sern,						
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	62	der						
13	13	48	48	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	63							
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	64							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	65	der						
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	66	Gott						
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	67	der						
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	68	Eh-						
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	69	ren						
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	70							
14	14	54	54	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	71							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	72							
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	73	Gott						
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	74	der						
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	75	Eh-						
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	76	ren						
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	77	don-						2
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	78							2
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	79							2
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	80							2
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	81							2
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	82							2
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	83							2
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	84							2
15	15	56	56	4.0	0	0	Chord	4/4	3	1	1	1	1	85							
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	86	don-						3
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	87							3
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	88							3
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	89							3
16	16	62	62	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	90							3
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	91							3
16	16	63	63	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	92							3
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	93							3
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	94							2
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	95							2
16	16	61	61	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	96							2
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	97							2
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	98							2
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	99							2
16	16	63	63	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	100							2
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	101							2
16	16	60	60	4.0	0	0	Chord	4/4	3	1	1	1	1	102							
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	103							
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	104	nert,						
17	17	64	64	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	105							2
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	106							2
17	17	65	65	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	107							2
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	108							2
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	109							
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	110	nert,						
17	17	64	64	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	111							
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	112	4						
17	17	67	67	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	113							
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	114	der						
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	115	Herr						
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	116	der						
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	117	Herr						
18	18	69	69	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	118							
18	18	70	70	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	119							
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	120							
19	19	73	73	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	121	auf						
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	122	gro-						
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	123							
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	124	auf						
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	125	grossen						
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	126							
19	19	72	72	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	127							
19	19	73	73	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	128							
19	19	74	74	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	129							
19	19	75	75	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	130							
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	131							
20	20	77	77	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	132	ssen						
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	133	Was-						
20	20	76	76	4.0	0	0	Chord	4/4	4	1	1	1	1	134	Was-						
20	20	76	76	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	135							
20	20	77	77	2.0	1/4	1/4	Chord	4/4	5	1	1/2	1/2	1	136	4						
20	20	79	79	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	137							
21	21	80	80	4.0	0	0	Chord	3/2	1	1	1	1	1	138	sern.						
21	21	80	80	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	139	Die						
21	21	82	82	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	140	Stimm						
21	21	84	84	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	141	des						
21	21	80	80	4.0	0	0	Chord	3/2	4	1	1	1	1	142	sera.						
21	21	80	80	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	143							
22	22	86	86	4.0	0	0	Chord	3/2	2	1	1	1	1	144	Her-						
22	22	90	90	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	145	ren						
22	22	86	86	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	146							
23	23	92	92	3.0	0	0	Chord	3/2	2	1	3/4	1/2	3/2	147	ge-						
23	23	95	95	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	148	het						
23	23	96	96	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	149	mit						
23	23	92	92	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	150	Die						
23	23	94	94	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	151	Stimm						
23	23	96	96	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	152	des						
23	23	92	92	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	153							
24	24	98	98	4.0	0	0	Chord	3/2	2	1	1	1	1	154	Macht,						
24	24	98	98	4.0	0	0	Chord	3/2	3	1	1	1	1	155	Her-						
24	24	102	102	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	156	ren						
24	24	98	98	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	157							
25	25	104	104	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	158	die						
25	25	106	106	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	159	Stimm						
25	25	108	108	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	160	des						
25	25	104	104	3.0	0	0	Chord	3/2	3	1	3/4	1/2	3/2	161	ge-						
25	25	107	107	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	162	het						
25	25	108	108	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	163	mit						
25	25	104	104	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	164							
26	26	110	110	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	165	Die						
26	26	112	112	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	166	Stimm						
26	26	114	114	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	167	des						
26	26	110	110	4.0	0	0	Chord	3/2	2	1	1	1	1	168	Her-						
26	26	114	114	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	169	ren						
26	26	110	110	4.0	0	0	Chord	3/2	3	1	1	1	1	170	Macht,						
26	26	110	110	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	171							
27	27	116	116	4.0	0	0	Chord	3/2	1	1	1	1	1	172	Her-						
27	27	120	120	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	173	ren						
27	27	116	116	3.0	0	0	Chord	3/2	2	1	3/4	1/2	3/2	174	ge-						
27	27	119	119	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	175	het						
27	27	120	120	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	176	mit						
27	27	116	116	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	177	6						
28	28	122	122	3.0	0	0	Chord	3/2	1	1	3/4	1/2	3/2	178	ge-						
28	28	125	125	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	179	het						
28	28	126	126	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	180	mit						
28	28	122	122	4.0	0	0	Chord	3/2	2	1	1	1	1	181	Macht,						
28	28	122	122	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	182	Die						
28	28	124	124	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	183	Stimm						
28	28	126	126	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	184	des						
28	28	122	122	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	185	Die						
28	28	124	124	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	186	Stimm						
28	28	126	126	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	187	des						
28	28	122	122	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	188							
29	29	128	128	4.0	0	0	Chord	3/2	1	1	1	1	1	189	Macht,						
29	29	128	128	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	190	die						
29	29	130	130	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	191	Stimm						
29	29	132	132	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	192	des						
29	29	128	128	4.0	0	0	Chord	3/2	3	1	1	1	1	193	Her-						
29	29	132	132	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	194	ren						
29	29	128	128	4.0	0	0	Chord	3/2	4	1	1	1	1	195	Her-						
29	29	132	132	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	196	ren						
29	29	128	128	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	197							
30	30	134	134	4.0	0	0	Chord	3/2	2	1	1	1	1	198	Her-						
30	30	138	138	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	199	ren,						
30	30	136	136	1.0	1/2	1/2	Chord	3/2	3	1	1/4	1/4	1	200	ge-						4
30	30	137	137	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	201							4
30	30	138	138	1.0	1	1	Chord	3/2	3	1	1/4	1/4	1	202							
30	30	139	139	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	203	het						
30	30	136	136	1.0	1/2	1/2	Chord	3/2	4	1	1/4	1/4	1	204	ge-						5
30	30	137	137	1.0	3/4	3/4	Chord	3/2	4	1	1/4	1/4	1	205							5
30	30	138	138	1.0	1	1	Chord	3/2	4	1	1/4	1/4	1	206							
30	30	139	139	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	207	het						
30	30	134	134	3.0	0	0	Chord	3/2	5	1	3/4	1/2	3/2	208							
30	30	137	137	1.0	3/4	3/4	Chord	3/2	5	1	1/4	1/4	1	209	6						
30	30	138	138	1.0	1	1	Chord	3/2	5	1	1/4	1/4	1	210							
30	30	139	139	1.0	5/4	5/4	Chord	3/2	5	1	1/4	1/4	1	211	6						
31	31	140	140	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	212	die						
31	31	142	142	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	213	Stimm						
31	31	144	144	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	214	des						
31	31	140	140	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	215	die						
31	31	142	142	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	216	Stimm						
31	31	144	144	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	217	des						
31	31	140	140	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	218	herr-						
31	31	142	142	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	219	lich,						
31	31	140	140	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	220	herr-						
31	31	142	142	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	221	lich,						
31	31	140	140	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	222							
32	32	146	146	4.0	0	0	Chord	3/2	1	1	1	1	1	223	Her-						
32	32	150	150	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	224	ren						
32	32	146	146	4.0	0	0	Chord	3/2	2	1	1	1	1	225	Her-						
32	32	150	150	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	226	ren						
32	32	148	148	1.0	1/2	1/2	Chord	3/2	3	1	1/4	1/4	1	227	ge-						6
32	32	149	149	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	228							6
32	32	150	150	1.0	1	1	Chord	3/2	3	1	1/4	1/4	1	229							
32	32	151	151	1.0	5/4	5/4	Chord	3/2	3	1	1/4	1/4	1	230	het,						
32	32	148	148	1.0	1/2	1/2	Chord	3/2	4	1	1/4	1/4	1	231	ge-						7
32	32	149	149	1.0	3/4	3/4	Chord	3/2	4	1	1/4	1/4	1	232							7
32	32	150	150	1.0	1	1	Chord	3/2	4	1	1/4	1/4	1	233							
32	32	151	151	1.0	5/4	5/4	Chord	3/2	4	1	1/4	1/4	1	234	het,						
32	32	146	146	3.0	0	0	Chord	3/2	5	1	3/4	1/2	3/2	235							
32	32	149	149	1.0	3/4	3/4	Chord	3/2	5	1	1/4	1/4	1	236	6						
32	32	150	150	1.0	1	1	Chord	3/2	5	1	1/4	1/4	1	237							
32	32	151	151	1.0	5/4	5/4	Chord	3/2	5	1	1/4	1/4	1	238	6						
33	33	152	152	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	239	ge-						8
33	33	153	153	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	240							8
33	33	154	154	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	241							
33	33	155	155	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	242	het						
33	33	156	156	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	243	herr-						
33	33	152	152	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	244	ge-						9
33	33	153	153	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	245							9
33	33	154	154	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	246							
33	33	155	155	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	247	het						
33	33	156	156	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	248	herr-						
33	33	152	152	3.0	0	0	Chord	3/2	3	1	3/4	1/2	3/2	249	ge-						
33	33	155	155	1.0	3/4	3/4	Chord	3/2	3	1	1/4	1/4	1	250	het						
33	33	156	156	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	251	herr-						
33	33	152	152	1.0	0	0	Chord	3/2	4	1	1/4	1/4	1	252	ge-						10
33	33	153	153	1.0	1/4	1/4	Chord	3/2	4	1	1/4	1/4	1	253	+						10
33	33	154	154	1.0	1/2	1/2	Chord	3/2	4	1	1/4	1/4	1	254							
33	33	155	155	1.0	3/4	3/4	Chord	3/2	4	1	1/4	1/4	1	255	het						
33	33	156	156	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	256	herr-						
33	33	152	152	1.0	0	0	Chord	3/2	5	1	1/4	1/4	1	257							
33	33	153	153	1.0	1/4	1/4	Chord	3/2	5	1	1/4	1/4	1	258							
33	33	154	154	1.0	1/2	1/2	Chord	3/2	5	1	1/4	1/4	1	259							
33	33	155	155	1.0	3/4	3/4	Chord	3/2	5	1	1/4	1/4	1	260							
33	33	156	156	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	261							
34	34	158	158	4.0	0	0	Chord	4/4	1	1	1	1	1	262	lich,						
34	34	158	158	4.0	0	0	Chord	4/4	2	1	1	1	1	263	lich,						
34	34	158	158	4.0	0	0	Chord	4/4	3	1	1	1	1	264	lich,						
34	34	158	158	4.0	0	0	Chord	4/4	4	1	1	1	1	265	lich,						
34	34	158	158	4.0	0	0	Chord	4/4	5	1	1	1	1	266							
35	35	162	162	4.0	0	0	Chord	4/4	2	1	1	1	1	267	Die						
35	35	162	162	4.0	0	0	Chord	4/4	5	1	1	1	1	268							
36	36	166	166	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	269	Stimm						
36	36	168	168	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	270	des						
36	36	166	166	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	271							
36	36	168	168	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	272	6						
37	37	170	170	4.0	0	0	Chord	4/4	2	1	1	1	1	273	Her-						
37	37	170	170	4.0	0	0	Chord	4/4	3	1	1	1	1	274	Die						
37	37	170	170	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	275	4						
37	37	172	172	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	276							
38	38	174	174	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	277	ren						
38	38	175	175	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	278	zu-						
38	38	176	176	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	279	bricht						
38	38	174	174	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	280	Stimm						
38	38	176	176	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	281	des						
38	38	174	174	4.0	0	0	Chord	4/4	5	1	1	1	1	282							
39	39	179	179	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	283	die						
39	39	180	180	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	284	Ce-						
39	39	178	178	4.0	0	0	Chord	4/4	3	1	1	1	1	285	Her-						
39	39	178	178	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	286							
39	39	180	180	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	287							
40	40	182	182	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	288	dern,						
40	40	182	182	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	289	ren						
40	40	183	183	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	290	zu-						
40	40	184	184	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	291	bricht						
40	40	182	182	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	292							
40	40	185	185	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	293							
41	41	187	187	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	294	die						
41	41	188	188	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	295	Ce-						
41	41	186	186	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	296							
41	41	188	188	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	297	6						
41	41	189	189	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	298							
42	42	191	191	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	299	der						
42	42	192	192	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	300	Herr						
42	42	387/2	387/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	301	zu-						
42	42	190	190	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	302	dern,						
42	42	190	190	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	303	6						
