mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
7	7	25	25	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	45	4								
7	7	27	27	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	46									
8	8	28	28	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	47	co-								
8	8	57/2	57/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	48	hi-								
8	8	29	29	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	49	be								
8	8	59/2	59/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	50	fla-								
8	8	30	30	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	51	gel-								
8	8	31	31	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	52	lum,								
8	8	28	28	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	53									
8	8	30	30	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	54									
9	9	32	32	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	55	co-								
9	9	65/2	65/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	56	hi-								
9	9	33	33	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	57	be								
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	58	fla-								
9	9	34	34	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	59	gel-								1
9	9	137/4	137/4	0.75	9/16	9/16	Chord	2/2	1	1	3/16	1/8	3/2	60									1
9	9	35	35	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	61									1
9	9	141/4	141/4	0.75	13/16	13/16	Chord	2/2	1	1	3/16	1/8	3/2	62									1
9	9	32	32	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	63									
9	9	34	34	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	64	6	3							2
9	9	35	35	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	65	6	4							2
10	10	36	36	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	66									
10	10	38	38	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	67	lum,								
10	10	36	36	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	68		4							
10	10	37	37	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	69		3							
10	10	38	38	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	70									
11	11	41	41	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	71	et								
11	11	42	42	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	72	cru-								
11	11	85/2	85/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	73	en-								
11	11	43	43	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	74	ta-								
11	11	40	40	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	75									
11	11	42	42	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	76									3
11	11	43	43	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	77	4								3
12	12	44	44	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	78									
12	12	45	45	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	79	tum								
12	12	46	46	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	80	co-								
12	12	93/2	93/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	81	hi-								
12	12	47	47	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	82	be								
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	83	fla-								
12	12	44	44	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	84									
12	12	45	45	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	85									
12	12	46	46	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	86									
13	13	48	48	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	87	gel-								
13	13	49	49	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	88	lum,								
13	13	50	50	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	89	co-								
13	13	101/2	101/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	90	hi-								
13	13	51	51	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	91	be								
13	13	103/2	103/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	92	fla-								
13	13	48	48	4.0	0	0	Chord	2/2	3	1	1	1	1	93									
14	14	52	52	0.25	0	0	Chord	2/2	2	1	1/16	1/16	1	94	gel-								4
14	14	209/4	209/4	0.75	1/16	1/16	Chord	2/2	2	1	3/16	1/8	3/2	95									4
14	14	53	53	0.25	1/4	1/4	Chord	2/2	2	1	1/16	1/16	1	96									4
14	14	213/4	213/4	0.75	5/16	5/16	Chord	2/2	2	1	3/16	1/8	3/2	97									4
14	14	54	54	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	98									
14	14	52	52	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	99	6								
14	14	53	53	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	100	6	4							
14	14	54	54	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	101		4							
14	14	55	55	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	102									
15	15	117/2	117/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	103	nec								
15	15	59	59	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	104	sce-								
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	105	lus								
15	15	56	56	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	106	lum,								
15	15	56	56	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	107									
15	15	58	58	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	108									
16	16	60	60	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	109	no-								
16	16	61	61	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	110	strum								
16	16	62	62	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	111	pro-								
16	16	125/2	125/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	112	pe-								
16	16	63	63	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	113	res								
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	114	ad								
16	16	125/2	125/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	115	nec								
16	16	63	63	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	116	sce-								
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	117	lus								
16	16	60	60	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	118									
16	16	62	62	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	119									
17	17	64	64	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	120	ae-								
17	17	65	65	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	121	quam								
17	17	64	64	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	122	no-								
17	17	65	65	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	123	strum								
17	17	66	66	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	124	pro-								
17	17	133/2	133/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	125	pe-								
17	17	67	67	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	126	res								
17	17	135/2	135/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	127	ad								
17	17	64	64	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	128									
17	17	66	66	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	129									
18	18	69	69	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	130	pen-								
18	18	71	71	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	131	de-								
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	132	re								
18	18	68	68	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	133	ae-								
18	18	69	69	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	134	quam								
18	18	71	71	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	135	pen-								
18	18	68	68	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	136									
18	18	70	70	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	137									
19	19	72	72	4.0	0	0	Chord	2/2	2	1	1	1	1	138	lan-								
19	19	72	72	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	139									
19	19	73	73	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	140	de-								
19	19	147/2	147/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	141	re								
19	19	74	74	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	142	lan-								
19	19	72	72	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	143	4								
19	19	74	74	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	144									
20	20	76	76	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	145	cem,								
20	20	79	79	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	146	pen-								
20	20	76	76	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	147	cem,								
20	20	77	77	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	148	pen-								
20	20	79	79	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	149	de-								
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	150	re								
20	20	76	76	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	151									
20	20	77	77	2.0	1/4	1/4	Chord	2/2	4	1	1/2	1/2	1	152									
20	20	79	79	0.5	3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	153									
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	154									
21	21	80	80	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	155									
21	21	81	81	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	156	de-								
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	157	re								
21	21	82	82	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	158	lan-								
21	21	80	80	4.0	0	0	Chord	2/2	3	1	1	1	1	159	lan-								
21	21	80	80	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	160									
21	21	81	81	2.0	1/4	1/4	Chord	2/2	4	1	1/2	1/2	1	161	4								
21	21	83	83	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	162									
22	22	84	84	4.0	0	0	Chord	2/2	2	1	1	1	1	163	cem.								
22	22	84	84	4.0	0	0	Chord	2/2	3	1	1	1	1	164	cem.								
22	22	84	84	4.0	0	0	Chord	2/2	4	1	1	1	1	165									
23	23	89	89	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	166	Si								
23	23	90	90	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	167	lu-								
23	23	91	91	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	168	ant								
23	23	91	91	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	169	Si								
23	23	88	88	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	170									
23	23	90	90	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	171	6								
23	23	91	91	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	172	5								
24	24	92	92	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	173	ju-								
24	24	94	94	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	174	stam								
24	24	95	95	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	175	ma-								
24	24	191/2	191/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	176	la								
24	24	92	92	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	177	lu-								
24	24	93	93	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	178	ant								
24	24	94	94	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	179	ju-								
24	24	92	92	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	180									
24	24	94	94	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	181	5								
24	24	95	95	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	182	6								
25	25	96	96	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	183	no-								
25	25	97	97	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	184	stra								
25	25	98	98	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	185	poe-								5
25	25	96	96	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	186	stam								
25	25	97	97	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	187	ma-								
25	25	195/2	195/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	188	la								
25	25	98	98	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	189	no-								
25	25	99	99	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	190	stra								
25	25	96	96	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	191	7	3							
25	25	97	97	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	192	6	4							
25	25	98	98	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	193		4							
25	25	99	99	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	194		3							
26	26	100	100	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	195									5
26	26	101	101	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	196									
26	26	102	102	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	197	nam,								
26	26	100	100	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	198	poe-								
26	26	102	102	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	199	nam,								
26	26	100	100	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	200	7								
26	26	101	101	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	201	6								
26	26	102	102	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	202									
27	27	211/2	211/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	203	quis								
27	27	106	106	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	204	po-								
27	27	213/2	213/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	205	test								
27	27	107	107	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	206	sae-								
27	27	209/2	209/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	207	quis								
27	27	105	105	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	208	po-								
27	27	211/2	211/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	209	test								
27	27	106	106	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	210	sae-								
27	27	107	107	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	211	vas								
27	27	104	104	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	212									
27	27	106	106	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	213									
27	27	107	107	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	214									
28	28	108	108	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	215	vas								
28	28	109	109	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	216	to-								
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	217	le-								
28	28	110	110	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	218	ra-								
28	28	221/2	221/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	219	re								
28	28	111	111	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	220	pla-								
28	28	108	108	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	221	to-								
28	28	217/2	217/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	222	le-								
28	28	109	109	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	223	ra-								
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	224	re								
28	28	110	110	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	225	pla-								6
28	28	111	111	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	226									
28	28	108	108	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	227									
28	28	109	109	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	228									
28	28	110	110	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	229	4								
28	28	111	111	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	230									
29	29	113	113	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	231	si								
29	29	114	114	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	232	lu-								
29	29	115	115	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	233	ant								
29	29	112	112	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	234	gas,								
29	29	112	112	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	235	gas,								
29	29	112	112	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	236									
29	29	114	114	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	237									
29	29	115	115	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	238									
30	30	116	116	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	239	ju-								
30	30	118	118	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	240	stam								
30	30	119	119	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	241	ma-								
30	30	239/2	239/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	242	la								
30	30	116	116	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	243									
30	30	118	118	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	244									
31	31	120	120	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	245	no-								
31	31	241/2	241/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	246	stra								
31	31	121	121	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	247	poe-								
31	31	122	122	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	248	nam,								
31	31	243/2	243/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	249	quis								
31	31	122	122	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	250	po-								
31	31	245/2	245/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	251	test								
31	31	123	123	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	252	sae-								
31	31	245/2	245/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	253	quis								
31	31	123	123	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	254	po-								
31	31	247/2	247/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	255	test								
31	31	120	120	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	256	5								
31	31	121	121	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	257	6								
31	31	122	122	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	258									
31	31	123	123	0.5	3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	259									
31	31	247/2	247/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	260									
32	32	249/2	249/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	261	quis								
32	32	125	125	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	262	po-								
32	32	251/2	251/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	263	test								
32	32	126	126	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	264	sae-								
32	32	127	127	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	265	vas								
32	32	124	124	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	266	vas,								
32	32	255/2	255/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	267	quis								
32	32	124	124	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	268	sae-								
32	32	125	125	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	269	vas,								
32	32	251/2	251/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	270	quis								
32	32	126	126	0.5	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	271	po-								
32	32	253/2	253/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	272	test								
32	32	127	127	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	273	sae-								
32	32	124	124	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	274									
32	32	125	125	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	275									
32	32	126	126	0.5	1/2	1/2	Chord	2/2	4	1	1/8	1/8	1	276									
32	32	253/2	253/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	277									
32	32	127	127	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	278									
33	33	128	128	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	279	to-								
33	33	257/2	257/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	280	le-								
33	33	129	129	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	281	ra-								
33	33	259/2	259/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	282	re								
33	33	130	130	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	283	pla-								
33	33	261/2	261/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	284	gas,								
33	33	131	131	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	285	to-								
33	33	263/2	263/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	286	le-								
33	33	128	128	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	287	po-								
33	33	257/2	257/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	288	test								
33	33	129	129	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	289	sae-								
