mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	2/2	1	1	0						𝅗𝅥=69	138.0	𝅗𝅥	69.0	0.0	
1	1	0	0	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	0	Herr,							
1	1	3	3	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1	ich							
1	1	0	0	4.0	0	0	Chord	2/2	3	1	1	1	1	2								
2	2	4	4	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	3	hof-							
2	2	6	6	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	4	fe							
2	2	7	7	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	5	dar-							
2	2	4	4	4.0	0	0	Chord	2/2	3	1	1	1	1	6								
3	3	8	8	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	7	auf,							
3	3	21/2	21/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	8	dass							
3	3	11	11	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	9	du							
3	3	23/2	23/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	10	so							
3	3	8	8	4.0	0	0	Chord	2/2	3	1	1	1	1	11								
4	4	12	12	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	12	gnä-							
4	4	14	14	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	13	dig							
4	4	12	12	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	14								
4	4	13	13	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	15								
4	4	14	14	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	16								
5	5	16	16	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	17	bist,							
5	5	19	19	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	18	mein							
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	19	Herz							
5	5	16	16	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	20								
5	5	18	18	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	21								
6	6	20	20	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	22	freu-							
6	6	41/2	41/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	23								
6	6	83/4	83/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	24								
6	6	21	21	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	25								
6	6	43/2	43/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	26								
6	6	87/4	87/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	27								
6	6	22	22	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	28								
6	6	45/2	45/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	29								
6	6	91/4	91/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	30								
6	6	23	23	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	31								
6	6	47/2	47/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	32								
6	6	95/4	95/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	33								
6	6	20	20	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	34								
6	6	22	22	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	35								
7	7	24	24	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	36								0
7	7	49/2	49/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	37								0
7	7	99/4	99/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	38								0
7	7	25	25	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	39								0
7	7	51/2	51/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	40								0
7	7	103/4	103/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	41								0
7	7	26	26	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	42								
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	43	et							
7	7	24	24	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	44								
7	7	25	25	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	45								
7	7	26	26	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	46								
8	8	28	28	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	47	sich,							
8	8	31	31	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	48	dass							
8	8	28	28	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	49								
8	8	30	30	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	50								
