mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
13	13	48	48	4.0	0	0	Chord	4/4	3	1	1	1	1	81									
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	82	ist								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	83	gross,								
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	84	Herr								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	85	ist								
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	86									
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	87									
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	88	der								
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	89	gross,								
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	90	der								
15	15	56	56	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	91									
15	15	58	58	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	92									
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	93	Herr								
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	94	ist								
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	95	Herr								
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	96	ist								
16	16	60	60	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	97									
16	16	61	61	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	98									
16	16	62	62	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	99									
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	100	gross								
17	17	65	65	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	101	un								
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	102	sehr								
17	17	64	64	4.0	0	0	Chord	4/4	2	1	1	1	1	103	gross								
17	17	64	64	4.0	0	0	Chord	4/4	3	1	1	1	1	104									
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	105	löb-								2
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	106									2
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	107									2
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	108									2
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	109									2
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	110									2
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	111									2
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	112									2
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	113									2
18	18	68	68	4.0	0	0	Chord	4/4	3	1	1	1	1	114									
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	115									2
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	116									2
19	19	73	73	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	117									2
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	118									2
19	19	74	74	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	119									2
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	120									2
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	121									2
19	19	75	75	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	122									2
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	123									2
19	19	73	73	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	124	und								
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	125	sehr								
19	19	72	72	4.0	0	0	Chord	4/4	3	1	1	1	1	126									
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	127									
20	20	77	77	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	128	lich,								
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	129	löb-								
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	130									
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	131									
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	132									
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	133									
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	134									
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	135									
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	136									
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	137									
20	20	76	76	4.0	0	0	Chord	4/4	3	1	1	1	1	138									
21	21	80	80	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	139									
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	140									
21	21	81	81	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	141									
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	142									
21	21	82	82	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	143									
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	144									
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	145									
21	21	83	83	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	146									
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	147									
21	21	80	80	4.0	0	0	Chord	4/4	3	1	1	1	1	148	5           6								
22	22	85	85	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	149	und								
22	22	87	87	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	150	sehr								
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	151									
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	152	lich,								
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	153	der								
22	22	84	84	4.0	0	0	Chord	4/4	3	1	1	1	1	154									
23	23	88	88	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	155	löb-								
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	156									3
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	157									3
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	158									3
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	159									3
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	160									3
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	161									3
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	162									3
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	163									3
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	164	Herr								
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	165	ist								
23	23	88	88	4.0	0	0	Chord	4/4	3	1	1	1	1	166	5            6								
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	167									3
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	168									3
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	169									3
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	170									3
24	24	94	94	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	171									3
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	172									3
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	173									3
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	174									3
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	175									3
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	176	gross								
24	24	93	93	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	177	und								
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	178	sehr								
24	24	92	92	4.0	0	0	Chord	4/4	3	1	1	1	1	179									
25	25	96	96	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	180									3
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	181									3
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	182									3
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	183									3
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	184									3
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	185									3
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	186									3
25	25	99	99	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	187									3
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	188									3
25	25	96	96	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	189	löb-								4
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	190									4
25	25	97	97	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	191									4
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	192									4
25	25	98	98	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	193									4
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	194									4
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	195									4
25	25	99	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	196									4
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	197									4
25	25	96	96	4.0	0	0	Chord	4/4	3	1	1	1	1	198									
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	199									3
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	200									3
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	201									3
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	202									3
26	26	102	102	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	203									3
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	204									3
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	205									3
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	206									3
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	207									3
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	208									4
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	209									4
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	210									4
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	211									4
26	26	102	102	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	212									4
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	213									4
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	214									4
26	26	103	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	215									4
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	216									4
26	26	100	100	4.0	0	0	Chord	4/4	3	1	1	1	1	217									
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	218									3
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	219									3
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	220									3
27	27	105	105	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	221									3
27	27	107	107	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	222									
27	27	104	104	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	223									4
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	224									4
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	225									4
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	226									4
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	227									4
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	228									4
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	229									
27	27	104	104	4.0	0	0	Chord	4/4	3	1	1	1	1	230	               4								
28	28	108	108	4.0	0	0	Chord	4/4	1	1	1	1	1	231	lich,								
28	28	108	108	4.0	0	0	Chord	4/4	2	1	1	1	1	232	lich,								
28	28	108	108	4.0	0	0	Chord	4/4	3	1	1	1	1	233									
29	29	114	114	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	234	und								
29	29	112	112	4.0	0	0	Chord	4/4	3	1	1	1	1	235									
30	30	116	116	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	236	sei-								
30	30	118	118	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	237	ne								
30	30	116	116	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	238									
30	30	118	118	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	239	6								
31	31	120	120	4.0	0	0	Chord	4/4	1	1	1	1	1	240	Grö-								
31	31	120	120	4.0	0	0	Chord	4/4	3	1	1	1	1	241									
32	32	124	124	4.0	0	0	Chord	4/4	1	1	1	1	1	242	sse								
32	32	124	124	4.0	0	0	Chord	4/4	3	1	1	1	1	243									
33	33	129	129	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	244	ist								
33	33	130	130	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	245	un-								
33	33	131	131	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	246	aus-								
33	33	128	128	4.0	0	0	Chord	4/4	2	1	1	1	1	247	und								
33	33	128	128	4.0	0	0	Chord	4/4	3	1	1	1	1	248									
34	34	132	132	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	249	sprech-								5
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	250									5
34	34	133	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	251									5
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	252									5
34	34	134	134	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	253									5
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	254									5
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	255									5
34	34	132	132	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	256	sei-								
34	34	134	134	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	257	ne								
34	34	132	132	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	258									
34	34	134	134	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	259									
35	35	136	136	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	260									5
35	35	137	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	261									5
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	262									5
35	35	138	138	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	263									
35	35	136	136	4.0	0	0	Chord	4/4	2	1	1	1	1	264	Grö-								
35	35	136	136	4.0	0	0	Chord	4/4	3	1	1	1	1	265	4        3								
36	36	140	140	4.0	0	0	Chord	4/4	1	1	1	1	1	266	lich,								
36	36	140	140	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	267	sse								
36	36	141	141	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	268	ist								
36	36	142	142	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	269	un-								
36	36	143	143	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	270	aus-								
36	36	140	140	4.0	0	0	Chord	4/4	3	1	1	1	1	271									
37	37	144	144	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	272	sprech-								6
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	273									6
37	37	145	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	274									6
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	275									6
37	37	146	146	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	276									6
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	277									6
37	37	147	147	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	278									6
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	279									6
37	37	144	144	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	280									
37	37	146	146	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	281									
38	38	148	148	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	282									
38	38	150	150	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	283	lich,								
38	38	151	151	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	284	ist								
38	38	148	148	4.0	0	0	Chord	4/4	3	1	1	1	1	285									
39	39	152	152	4.0	0	0	Chord	4/4	1	1	1	1	1	286	und								
39	39	152	152	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	287	un-								
39	39	153	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	288	aus								
39	39	154	154	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	289	sprech-								7
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	290									7
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	291									7
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	292									7
39	39	152	152	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	293									
39	39	154	154	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	294									
40	40	156	156	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	295	sei-								
40	40	158	158	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	296	ne								
