mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	2/2	1	1	0						𝅗𝅥=62	124.0	𝅗𝅥	62.0	0.0	
1	1	0	0	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	0	Herr,							
1	1	5/2	5/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1	wann							
1	1	3	3	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2	ich							
1	1	7/2	7/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	3	nur							
1	1	0	0	4.0	0	0	Chord	2/2	2	1	1	1	1	4								
2	2	4	4	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	5	dich,							
2	2	9/2	9/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	6	wann							
2	2	5	5	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	7	ich							
2	2	11/2	11/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	8	nur							
2	2	6	6	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	9	dich							
2	2	4	4	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	10								
2	2	6	6	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	11								
3	3	8	8	4.0	0	0	Chord	2/2	1	1	1	1	1	12	ha-							
3	3	8	8	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	13	4							
3	3	10	10	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	14	3							
4	4	12	12	4.0	0	0	Chord	2/2	1	1	1	1	1	15	be,							
4	4	12	12	4.0	0	0	Chord	2/2	2	1	1	1	1	16								
5	5	16	16	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	17	Herr,							
5	5	37/2	37/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	18	wann							
5	5	19	19	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	19	ich							
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	20	nur							
5	5	16	16	4.0	0	0	Chord	2/2	2	1	1	1	1	21								
6	6	20	20	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	22	dich,							
6	6	41/2	41/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	23	wann							
6	6	21	21	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	24	ich							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	25	nur							
6	6	22	22	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	26	dich							
6	6	20	20	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	27								
6	6	22	22	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	28								
7	7	24	24	4.0	0	0	Chord	2/2	1	1	1	1	1	29	ha-							
