mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	4	18	18	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	52	nun	ve-						
4	4	20	20	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	53	komm,	ni						
4	4	22	22	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	54	der	Re-						
4	4	18	18	4.0	0	0	Chord	3/2	3	1	1	1	1	55	Hei-	dem-						
4	4	22	22	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	56	den,	ptor,						
4	4	18	18	1.0	0	0	Chord	3/2	4	1	1/4	1/4	1	57	Nun	ve-						9
4	4	19	19	1.0	1/4	1/4	Chord	3/2	4	1	1/4	1/4	1	58								
4	4	20	20	1.0	1/2	1/2	Chord	3/2	4	1	1/4	1/4	1	59	komm,	ni						10
4	4	21	21	1.0	3/4	3/4	Chord	3/2	4	1	1/4	1/4	1	60								
4	4	22	22	0.5	1	1	Chord	3/2	4	1	1/8	1/8	1	61	der	Re-						11
4	4	45/2	45/2	0.5	9/8	9/8	Chord	3/2	4	1	1/8	1/8	1	62								11
4	4	23	23	0.5	5/4	5/4	Chord	3/2	4	1	1/8	1/8	1	63								11
4	4	47/2	47/2	0.5	11/8	11/8	Chord	3/2	4	1	1/8	1/8	1	64								
4	4	18	18	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	65								
4	4	20	20	2.0	1/2	1/2	Chord	3/2	5	1	1/2	1/2	1	66	6							
4	4	22	22	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	67								
5	5	24	24	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	68	nun	ve-						
5	5	26	26	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	69	komm,	ni						
5	5	28	28	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	70	der	Re-						
5	5	24	24	4.0	0	0	Chord	3/2	2	1	1	1	1	71	Hei-	dem-						
5	5	28	28	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	72	den,	ptor.						
5	5	24	24	3.0	0	0	Chord	3/2	4	1	3/4	1/2	3/2	73	Hei-	dem-						12
5	5	27	27	0.5	3/4	3/4	Chord	3/2	4	1	1/8	1/8	1	74								12
5	5	55/2	55/2	0.5	7/8	7/8	Chord	3/2	4	1	1/8	1/8	1	75								12
5	5	28	28	0.5	1	1	Chord	3/2	4	1	1/8	1/8	1	76								12
5	5	57/2	57/2	0.5	9/8	9/8	Chord	3/2	4	1	1/8	1/8	1	77								12
5	5	29	29	0.5	5/4	5/4	Chord	3/2	4	1	1/8	1/8	1	78								12
5	5	59/2	59/2	0.5	11/8	11/8	Chord	3/2	4	1	1/8	1/8	1	79								12
5	5	24	24	4.0	0	0	Chord	3/2	5	1	1	1	1	80								
5	5	28	28	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	81								
6	6	30	30	4.0	0	0	Chord	3/2	1	1	1	1	1	82	Hei-	dem-						
6	6	34	34	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	83	den	ptor						
6	6	30	30	4.0	0	0	Chord	3/2	2	1	1	1	1	84	der	Re-						
6	6	34	34	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	85	Hei-	dem-						
6	6	30	30	4.0	0	0	Chord	3/2	3	1	1	1	1	86	der	Re-						
6	6	34	34	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	87	Hei-	dem-						
6	6	30	30	3.0	0	0	Chord	3/2	4	1	3/4	1/2	3/2	88								12
6	6	33	33	0.5	3/4	3/4	Chord	3/2	4	1	1/8	1/8	1	89								12
6	6	67/2	67/2	0.5	7/8	7/8	Chord	3/2	4	1	1/8	1/8	1	90								12
6	6	34	34	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	91								
6	6	30	30	4.0	0	0	Chord	3/2	5	1	1	1	1	92								
6	6	34	34	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	93								
7	7	36	36	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	94	Hei-	gen-						13
7	7	38	38	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	95		ti-						
7	7	36	36	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	96	den	tor						
7	7	38	38	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	97	Hei-	gen-						
7	7	36	36	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	98	den	ptor						
7	7	38	38	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	99	Hei-	gen-						
7	7	36	36	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	100	den	ptor						
7	7	38	38	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	101	Hei-	gen-						
7	7	36	36	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	102								
7	7	38	38	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	103								
8	8	42	42	4.0	0	0	Chord	3/2	1	1	1	1	1	104	land,	um,						
8	8	42	42	4.0	0	0	Chord	3/2	2	1	1	1	1	105	land,	tium,						
8	8	42	42	4.0	0	0	Chord	3/2	3	1	1	1	1	106	land,	tium,						
8	8	42	42	4.0	0	0	Chord	3/2	4	1	1	1	1	107	land,	tium,						
8	8	42	42	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	108								
9	9	52	52	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	109	nun	ve-						
9	9	48	48	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	110	nun	ve-						
9	9	50	50	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	111	komm,	ni						
9	9	52	52	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	112	der	Re-						
9	9	48	48	4.0	0	0	Chord	3/2	5	1	1	1	1	113								
9	9	52	52	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	114								
10	10	54	54	4.0	0	0	Chord	3/2	1	1	1	1	1	115	komm,	ni						
10	10	58	58	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	116	nun	ve-						
10	10	54	54	4.0	0	0	Chord	3/2	3	1	1	1	1	117	Hei-	dem-						
10	10	58	58	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	118	den,	ptor,						
10	10	54	54	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	119	nun	ve-						
10	10	56	56	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	120	komm,	ni						
10	10	58	58	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	121	der	Re-						
10	10	54	54	4.0	0	0	Chord	3/2	5	1	1	1	1	122								
10	10	58	58	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	123								
11	11	64	64	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	124	der	Re-						
11	11	60	60	4.0	0	0	Chord	3/2	2	1	1	1	1	125	komm,	ni						
11	11	60	60	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	126	nun	ve-						
11	11	62	62	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	127	komm,	ni						
11	11	64	64	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	128	der	Re-						
11	11	60	60	4.0	0	0	Chord	3/2	4	1	1	1	1	129	Hei-	dem-						
11	11	64	64	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	130	den,	ptor,						
11	11	60	60	4.0	0	0	Chord	3/2	5	1	1	1	1	131								
11	11	64	64	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	132								
12	12	66	66	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	133	Hei-	dem-						14
12	12	67	67	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	134								14
12	12	68	68	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	135								14
12	12	69	69	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	136								14
12	12	70	70	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	137								14
12	12	70	70	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	138	der	Re-						
12	12	66	66	4.0	0	0	Chord	3/2	3	1	1	1	1	139	Hei-	dem-						
12	12	70	70	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	140	den,	ptor,						
12	12	66	66	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	141	nun	ve-						
12	12	68	68	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	142	komm	ni						
12	12	70	70	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	143	der	Re-						
12	12	66	66	4.0	0	0	Chord	3/2	5	1	1	1	1	144								
12	12	70	70	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	145								
13	13	72	72	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	146								14
13	13	73	73	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	147								14
13	13	74	74	1.0	1/2	1/2	Chord	3/2	1	1	1/4	1/4	1	148								14
13	13	75	75	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	149								14
13	13	76	76	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	150								
13	13	72	72	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	151	Hei-	dem-						15
13	13	73	73	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	152								15
13	13	74	74	1.0	1/2	1/2	Chord	3/2	2	1	1/4	1/4	1	153								15
13	13	75	75	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	154								15
13	13	76	76	1.0	1	1	Chord	3/2	2	1	1/4	1/4	1	155								15
13	13	77	77	1.0	5/4	5/4	Chord	3/2	2	1	1/4	1/4	1	156								
13	13	72	72	4.0	0	0	Chord	3/2	3	1	1	1	1	157	der	Re-						
13	13	76	76	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	158	Hei-	dem-						
13	13	72	72	3.0	0	0	Chord	3/2	4	1	3/4	1/2	3/2	159	Hei-	dem-						16
13	13	75	75	1.0	3/4	3/4	Chord	3/2	4	1	1/4	1/4	1	160								16
13	13	76	76	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	161								
13	13	72	72	4.0	0	0	Chord	3/2	5	1	1	1	1	162								
13	13	76	76	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	163								
14	14	78	78	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	164	den	ptor						
14	14	80	80	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	165	Hei-	gen-						
14	14	78	78	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	166	den	ptor						17
14	14	79	79	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	167								
14	14	80	80	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	168	Hei-	gen-						
14	14	78	78	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	169	den	ptor						
14	14	80	80	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	170	Hei-	gen-						
14	14	78	78	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	171	den	ptor						
14	14	80	80	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	172	Hei-	gen-						
14	14	78	78	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	173								
14	14	80	80	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	174								
15	15	84	84	4.0	0	0	Chord	4/4	1	1	1	1	1	175	land,	tium,						
15	15	84	84	4.0	0	0	Chord	4/4	2	1	1	1	1	176	land,	tium,						
15	15	84	84	4.0	0	0	Chord	4/4	3	1	1	1	1	177	land,	tium,						
15	15	84	84	4.0	0	0	Chord	4/4	4	1	1	1	1	178	land,	tium,						
15	15	84	84	4.0	0	0	Chord	4/4	5	1	1	1	1	179								
16	16	88	88	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	180	der	o-						
16	16	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	181	Jung-	sten-						18
16	16	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	182		de						
16	16	88	88	4.0	0	0	Chord	4/4	5	1	1	1	1	183								
17	17	92	92	4.0	0	0	Chord	4/4	2	1	1	1	1	184	frau-	par-						
17	17	92	92	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	185	der	o-						
17	17	94	94	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	186	Jung-	sten-						19
17	17	95	95	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	187		de						
17	17	92	92	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	188								
17	17	94	94	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	189	6							
17	17	95	95	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	190								
18	18	96	96	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	191								
18	18	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	192	en	tum						
18	18	96	96	4.0	0	0	Chord	4/4	4	1	1	1	1	193	frau-	par-						
18	18	96	96	4.0	0	0	Chord	4/4	5	1	1	1	1	194								
19	19	100	100	4.0	0	0	Chord	4/4	2	1	1	1	1	195	Kind	vir-						
19	19	100	100	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	196								
19	19	102	102	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	197	en	tum						
19	19	100	100	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	198								
19	19	102	102	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	199	6							
20	20	104	104	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	200								
20	20	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	201	er-	gi-						
20	20	104	104	4.0	0	0	Chord	4/4	4	1	1	1	1	202	Kind	vir-						
20	20	104	104	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	203	5							
20	20	106	106	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	204	6							
21	21	108	108	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	205								
21	21	110	110	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	206	kannt,	nis,						
21	21	108	108	4.0	0	0	Chord	4/4	4	1	1	1	1	207	er-	gi-						
21	21	108	108	4.0	0	0	Chord	4/4	5	1	1	1	1	208								
22	22	112	112	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	209	der	o-						
22	22	114	114	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	210	Jung-	sten-						20
22	22	457/4	457/4	0.75	9/16	9/16	Chord	4/4	1	1	3/16	1/8	3/2	211								20
22	22	115	115	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	212		de						20, 21
22	22	461/4	461/4	0.75	13/16	13/16	Chord	4/4	1	1	3/16	1/8	3/2	213								
22	22	112	112	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	214								
22	22	112	112	4.0	0	0	Chord	4/4	4	1	1	1	1	215	kannt,	nis,						
22	22	112	112	4.0	0	0	Chord	4/4	5	1	1	1	1	216								
23	23	116	116	4.0	0	0	Chord	4/4	1	1	1	1	1	217	frau-	par-						
23	23	116	116	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	218	der	o-						
23	23	118	118	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	219	Jung-	sten-						22
23	23	473/4	473/4	0.75	9/16	9/16	Chord	4/4	3	1	3/16	1/8	3/2	220								22
23	23	119	119	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	221		de						22, 23
23	23	477/4	477/4	0.75	13/16	13/16	Chord	4/4	3	1	3/16	1/8	3/2	222								
23	23	116	116	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	223								
23	23	118	118	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	224	6							
24	24	120	120	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	225								
24	24	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	226	en	tum						24
24	24	245/2	245/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	227								24
24	24	123	123	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	228								24
24	24	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	229								24
24	24	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	230								24
24	24	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	231								
24	24	120	120	4.0	0	0	Chord	4/4	3	1	1	1	1	232	frau-	par-						
24	24	120	120	4.0	0	0	Chord	4/4	5	1	1	1	1	233								
25	25	124	124	4.0	0	0	Chord	4/4	1	1	1	1	1	234	Kind	vir-						
25	25	124	124	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	235								
25	25	126	126	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	236	en	tum						25
25	25	253/2	253/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	237								25
25	25	127	127	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	238								25
25	25	509/4	509/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	239								25
25	25	255/2	255/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	240								25
25	25	511/4	511/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	241								
25	25	124	124	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	242								
25	25	126	126	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	243	6							
26	26	128	128	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	244								
26	26	130	130	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	245	er-	gi-						26
26	26	128	128	4.0	0	0	Chord	4/4	3	1	1	1	1	246	Kind	vir-						
26	26	128	128	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	247	5							
26	26	130	130	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	248	6							
27	27	132	132	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	249								26
27	27	265/2	265/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	250								26
27	27	133	133	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	251								26
27	27	533/4	533/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	252								26
27	27	267/2	267/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	253								26
27	27	535/4	535/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	254								
27	27	134	134	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	255	kannt,	nis,						
27	27	132	132	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	256	er-	gi-						27
27	27	134	134	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	257								27
27	27	269/2	269/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	258								27
27	27	135	135	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	259								27
27	27	541/4	541/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	260								27
27	27	271/2	271/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	261								27
27	27	543/4	543/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	262								
27	27	132	132	4.0	0	0	Chord	4/4	5	1	1	1	1	263								
28	28	136	136	4.0	0	0	Chord	4/4	2	1	1	1	1	264	dass	mi-						
28	28	136	136	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	265	kannt,	nis,						
28	28	136	136	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	266								
28	28	138	138	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	267								
29	29	140	140	4.0	0	0	Chord	4/4	2	1	1	1	1	268	sich	re-						
29	29	140	140	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	269	4							
29	29	142	142	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	270	3							
30	30	144	144	4.0	0	0	Chord	4/4	1	1	1	1	1	271	dass	mi-						
30	30	144	144	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	272	wun-	tur						
30	30	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	273		o-						
30	30	146	146	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	274								
30	30	144	144	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	275								
30	30	146	146	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	276								
31	31	148	148	4.0	0	0	Chord	4/4	1	1	1	1	1	277	sich	re-						
31	31	148	148	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	278								
31	31	150	150	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	279	dert	mne,						
31	31	151	151	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	280	al-	o-						28
31	31	148	148	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	281	4							
31	31	150	150	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	282	3							
32	32	152	152	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	283	wun-	tur o-						
32	32	154	154	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	284	dert	mne,						
32	32	155	155	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	285	al-	o-						29
32	32	152	152	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	286								28
32	32	305/2	305/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	287								28
32	32	153	153	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	288								28
32	32	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	289								28
32	32	154	154	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	290								
32	32	155	155	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	291	le,	mne,						
32	32	152	152	4.0	0	0	Chord	4/4	4	1	1	1	1	292	dass	mi-						
32	32	152	152	4.0	0	0	Chord	4/4	5	1	1	1	1	293								
33	33	156	156	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	294								29
