mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
5	5	16	16	4.0	0	0	Chord	4/4	3	1	1	1	1	22	Him-							
5	5	16	16	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	23								
5	5	18	18	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	24								
5	5	19	19	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	25								
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	26	ge-							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	27	hen,							
6	6	20	20	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	28	mel							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	29	und							
6	6	20	20	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	30								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	31								
7	7	24	24	4.0	0	0	Chord	4/4	1	1	1	1	1	32	Him-							
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	33	Er-							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	34	de							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	35	ver-							
7	7	24	24	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	36								
7	7	26	26	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	37	6							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	38								
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	39	mel							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	40	und							
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	41	ge-							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	42	hen,							
8	8	28	28	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	43								
8	8	30	30	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	44								
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	45	Er-							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	46	de							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	47	ver-							
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1	1	1	48	Him-							
9	9	32	32	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	49								
9	9	34	34	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	50								
9	9	35	35	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	51								
10	10	36	36	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	52	ge-							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	53	hen,							
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	54	mel							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	55	und							
10	10	36	36	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	56								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	57								
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	58	ver-							
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	59	Er-							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	60	de							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	61	ver-							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	62	ver-							
11	11	40	40	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	63								
11	11	42	42	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	64								
11	11	43	43	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	65								
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	66	ge-							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	67	hen,							
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	68	ge-							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	69	hen,							
12	12	44	44	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	70	ge-							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	71	hen,							
12	12	44	44	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	72								
12	12	46	46	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	73								
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	74	Him-							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	75	Him-							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	76								
14	14	52	52	4.0	0	0	Chord	4/4	1	1	1	1	1	77	Him-							
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	78								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	79	mel							
14	14	52	52	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	80								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	81	mel							
14	14	52	52	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	82								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	83								
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	84	mel,							
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	85	und							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	86	und							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	87	und							
15	15	56	56	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	88								
15	15	58	58	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	89								
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	90	Er-							
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	91	de							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	92	ver							
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	93	Er-							
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	94	de							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	95	ver							
16	16	60	60	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	96	Er-							
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	97	de							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	98	ver-							
16	16	60	60	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	99								
16	16	62	62	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	100								
16	16	63	63	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	101								
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	102	ge-							
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	103	hen,							
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	104	ge-							
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	105	hen,							
17	17	64	64	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	106	ge-							
17	17	66	66	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	107	hen,							
17	17	64	64	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	108								
17	17	66	66	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	109								
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	110	ver-							
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	111	ver-							
18	18	70	70	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	112	ver-							
18	18	70	70	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	113								
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	114	ge-							
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	115	hen,							
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	116	ge-							
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	117	hen,							
19	19	72	72	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	118	ge-							
19	19	74	74	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	119	hen,							
19	19	72	72	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	120								
19	19	74	74	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	121								
20	20	77	77	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	122	a-							
20	20	79	79	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	123	ber							
20	20	77	77	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	124								
20	20	79	79	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	125								
21	21	80	80	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	126	mei-							
21	21	82	82	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	127	ne							
21	21	80	80	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	128								
21	21	82	82	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	129								
22	22	84	84	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	130	Wort							
22	22	87	87	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	131	ver-							
22	22	84	84	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	132								
22	22	86	86	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	133								
23	23	88	88	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	134	ge-							0
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	135								0
23	23	89	89	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	136								0
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	137								0
23	23	90	90	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	138								0
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	139								0
23	23	91	91	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	140								0
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	141								0
23	23	88	88	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	142								
23	23	91	91	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	143								
24	24	92	92	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	144								0
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	145								0
24	24	93	93	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	146								0
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	147								0
24	24	94	94	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	148								
24	24	95	95	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	149	hen							
24	24	92	92	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	150								
24	24	95	95	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	151								
25	25	97	97	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	152	a-							
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	153	ber							
25	25	96	96	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	154	nicht,							
25	25	96	96	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	155								
25	25	97	97	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	156								
25	25	99	99	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	157								
26	26	100	100	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	158	mei-							
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	159	ne							
26	26	100	100	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	160								
26	26	102	102	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	161								
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	162	Wort							
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	163	ver-							
27	27	104	104	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	164								
27	27	106	106	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	165								
28	28	108	108	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	166	ge-							1
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	167								1
28	28	109	109	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	168								1
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	169								1
28	28	110	110	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	170								1
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	171								1
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	172								1
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	173								1
28	28	108	108	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	174								
28	28	111	111	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	175								
29	29	112	112	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	176								1
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	177								1
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	178								1
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	179								1
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	180								
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	181	hen							
29	29	112	112	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	182								
29	29	115	115	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	183								
30	30	117	117	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	184	a-							
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	185	ber							
30	30	116	116	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	186	nicht,							
30	30	116	116	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	187								
30	30	117	117	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	188								
30	30	119	119	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	189								
31	31	120	120	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	190	mei-							
31	31	122	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	191	ne							
31	31	120	120	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	192								
31	31	122	122	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	193								
32	32	124	124	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	194	Wort							
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	195	ver-							
32	32	124	124	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	196								
32	32	126	126	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	197								
33	33	128	128	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	198	ge-							2
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	199								2
33	33	129	129	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	200								2
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	201								2
33	33	130	130	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	202								2
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	203								2
33	33	131	131	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	204								2
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	205								2
33	33	128	128	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	206								
33	33	131	131	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	207								
34	34	132	132	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	208								2
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	209								2
34	34	133	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	210								2
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	211								2
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	212								
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	213	hen							
34	34	135	135	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	214	ver-							
34	34	132	132	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	215								
34	34	135	135	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	216								
35	35	136	136	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	217	nicht,							
35	35	136	136	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	218	ge-							3
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	219								3
35	35	137	137	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	220								3
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	221								3
35	35	138	138	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	222								3
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	223								3
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	224								3
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	225								3
35	35	136	136	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	226								
35	35	139	139	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	227								
36	36	140	140	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	228								3
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	229								3
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	230								3
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	231								3
36	36	142	142	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	232								
36	36	143	143	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	233	hen							
36	36	143	143	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	234	ver-							
36	36	140	140	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	235								
36	36	143	143	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	236								
37	37	144	144	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	237	nicht,							
37	37	144	144	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	238	ge-							4
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	239								4
37	37	145	145	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	240								4
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	241								4
37	37	146	146	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	242								4
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	243								4
37	37	147	147	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	244								4
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	245								4
37	37	144	144	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	246								
37	37	147	147	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	247								
38	38	151	151	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	248	ver-							
38	38	151	151	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	249	ver-							
38	38	148	148	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	250								4
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	251								4
38	38	149	149	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	252								4
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	253								4
38	38	150	150	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	254								
38	38	151	151	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	255	hen							
38	38	148	148	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	256								
38	38	151	151	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	257								
39	39	152	152	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	258	ge-							5
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	259								5
39	39	153	153	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	260								5
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	261								5
39	39	154	154	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	262								5
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	263								5
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	264								5
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	265								5
39	39	152	152	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	266	ge-							6
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	267								6
39	39	153	153	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	268								6
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	269								6
39	39	154	154	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	270								6
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	271								6
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	272								6
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	273								6
39	39	152	152	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	274	nicht,							
39	39	152	152	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	275								
39	39	155	155	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	276								
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	277								5
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	278								5
40	40	157	157	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	279								5
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	280								5
40	40	158	158	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	281								
40	40	159	159	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	282	hen							
40	40	156	156	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	283								6
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	284								6
40	40	157	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	285								6
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	286								6
40	40	158	158	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	287								
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	288	hen							
40	40	156	156	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	289								
40	40	157	157	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	290								
40	40	158	158	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	291								
41	41	160	160	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	292	nicht,							
41	41	160	160	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	293	nicht,							
41	41	160	160	0.0	0	0	StaffText	4/4	4	1	0					1						
41	41	160	160	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	294								
42	42	165	165	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	295	a-							
42	42	167	167	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	296	ber							
